"kode_odoo";"scm_koitem";"brand";"product";"scm_dc";koli;list_price;quantity_dc;quantity_dc_transit;quantity_dc_transit_sjb;quantity_assigned;quantity_assigned_cross_dock;quantity_dc_transit_cross_dock;quantity_waiting;quantity_quarantine;quantity_idmsat;qtytotal;write_date;dailyforecast;std_stock;stock_ndc;stock_rdc;qo;qop;qop1;qop2;qop_final;"klasifikasi_order";"flag"
"80001";"L-MLCA-OMG";"Omg";"Omg Oh My Glam Matte Kiss Lip Cream 01 Dreamy 3.5 G";"Aceh";144.0;20018.02;0.0;0.0;576.0;288.0;0.0;0.0;0.0;507.0;0.0;1371.0;2022/06/23 00:00:00.000;37.63;740.54;0.0;561.0;0.0;0;0;0;0;"NORMAL";"odoo"
"80001";"L-MLCA-OMG";"Omg";"Omg Oh My Glam Matte Kiss Lip Cream 01 Dreamy 3.5 G";"Ambon";12.0;20018.02;24.0;0.0;12.0;0.0;0.0;0.0;0.0;0.0;0.0;36.0;2022/06/23 00:00:00.000;0.0;1.57;0.0;543.0;0.0;0;0;0;0;"NORMAL";"odoo"
"80001";"L-MLCA-OMG";"Omg";"Omg Oh My Glam Matte Kiss Lip Cream 01 Dreamy 3.5 G";"Bali";12.0;20018.02;88.0;0.0;0.0;324.0;0.0;0.0;0.0;3.0;0.0;415.0;2022/06/23 00:00:00.000;19.04;123.0;0.0;178.0;0.0;0;0;0;0;"NORMAL";"odoo"
"80001";"L-MLCA-OMG";"Omg";"Omg Oh My Glam Matte Kiss Lip Cream 01 Dreamy 3.5 G";"Bandung";144.0;20018.02;2983.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2983.0;2022/06/23 00:00:00.000;152.92;2564.0;12.0;;0.0;0;0;0;0;"NORMAL";"odoo"
"80001";"L-MLCA-OMG";"Omg";"Omg Oh My Glam Matte Kiss Lip Cream 01 Dreamy 3.5 G";"Bangka";12.0;20018.02;398.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;398.0;2022/06/23 00:00:00.000;4.54;121.59;0.0;1767.0;0.0;0;0;0;0;"NORMAL";"odoo"
"80001";"L-MLCA-OMG";"Omg";"Omg Oh My Glam Matte Kiss Lip Cream 01 Dreamy 3.5 G";"Banjarmasin";144.0;20018.02;2921.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2921.0;2022/06/23 00:00:00.000;69.75;3159.51;12.0;;238.51;95.404;0;144;0;"NORMAL";"odoo"
"80001";"L-MLCA-OMG";"Omg";"Omg Oh My Glam Matte Kiss Lip Cream 01 Dreamy 3.5 G";"Banten";144.0;20018.02;346.0;0.0;0.0;0.0;0.0;0.0;0.0;678.0;12.0;1036.0;2022/06/23 00:00:00.000;52.71;376.0;12.0;;30.0;12;0;144;0;"URGENT";"odoo"
"80001";"L-MLCA-OMG";"Omg";"Omg Oh My Glam Matte Kiss Lip Cream 01 Dreamy 3.5 G";"Batam";144.0;20018.02;192.0;0.0;0.0;0.0;0.0;0.0;0.0;83.0;0.0;275.0;2022/06/23 00:00:00.000;4.75;199.23;0.0;287.0;7.23;2075.01;0;144;144;"NORMAL";"odoo"
"80001";"L-MLCA-OMG";"Omg";"Omg Oh My Glam Matte Kiss Lip Cream 01 Dreamy 3.5 G";"Bekasi";12.0;20018.02;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2022/06/23 00:00:00.000;0.0;0.0;12.0;;0.0;0;0;0;0;"NORMAL";"odoo"
"80001";"L-MLCA-OMG";"Omg";"Omg Oh My Glam Matte Kiss Lip Cream 01 Dreamy 3.5 G";"Bengkulu";12.0;20018.02;246.0;0.0;144.0;0.0;0.0;0.0;0.0;142.0;0.0;532.0;2022/06/23 00:00:00.000;5.38;93.93;0.0;1767.0;0.0;0;0;0;0;"NORMAL";"odoo"
"80001";"L-MLCA-OMG";"Omg";"Omg Oh My Glam Matte Kiss Lip Cream 01 Dreamy 3.5 G";"Bogor";144.0;20018.02;768.0;0.0;0.0;0.0;0.0;0.0;0.0;719.0;0.0;1487.0;2022/06/23 00:00:00.000;91.0;716.0;12.0;;0.0;0;0;0;0;"NORMAL";"odoo"
"80001";"L-MLCA-OMG";"Omg";"Omg Oh My Glam Matte Kiss Lip Cream 01 Dreamy 3.5 G";"Bukittinggi";144.0;20018.02;364.0;0.0;0.0;144.0;0.0;0.0;0.0;0.0;0.0;508.0;2022/06/23 00:00:00.000;24.29;429.66;0.0;287.0;0.0;0;0;0;0;"NORMAL";"odoo"
"80001";"L-MLCA-OMG";"Omg";"Omg Oh My Glam Matte Kiss Lip Cream 01 Dreamy 3.5 G";"Cirebon";144.0;20018.02;1345.0;0.0;0.0;0.0;0.0;0.0;0.0;49.0;0.0;1394.0;2022/06/23 00:00:00.000;84.42;1047.02;12.0;;0.0;0;0;0;0;"NORMAL";"odoo"
"80001";"L-MLCA-OMG";"Omg";"Omg Oh My Glam Matte Kiss Lip Cream 01 Dreamy 3.5 G";"Ecommerce Tegal";12.0;20018.02;1977.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1977.0;2022/06/23 00:00:00.000;7.17;33.0;12.0;;0.0;0;0;0;0;"NORMAL";"odoo"
"80001";"L-MLCA-OMG";"Omg";"Omg Oh My Glam Matte Kiss Lip Cream 01 Dreamy 3.5 G";"Jakarta";12.0;20018.02;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2022/06/23 00:00:00.000;0.0;0.0;12.0;;0.0;0;0;0;0;"NORMAL";"odoo"
"80001";"L-MLCA-OMG";"Omg";"Omg Oh My Glam Matte Kiss Lip Cream 01 Dreamy 3.5 G";"Jambi";12.0;20018.02;454.0;0.0;0.0;0.0;0.0;0.0;0.0;11.0;0.0;465.0;2022/06/23 00:00:00.000;5.08;75.75;0.0;1767.0;0.0;0;0;0;0;"NORMAL";"odoo"
"80001";"L-MLCA-OMG";"Omg";"Omg Oh My Glam Matte Kiss Lip Cream 01 Dreamy 3.5 G";"Jember";144.0;20018.02;297.0;0.0;0.0;0.0;0.0;0.0;0.0;292.0;0.0;589.0;2022/06/23 00:00:00.000;64.33;651.0;12.0;;354.0;141.6;0;144;0;"URGENT";"odoo"
"80001";"L-MLCA-OMG";"Omg";"Omg Oh My Glam Matte Kiss Lip Cream 01 Dreamy 3.5 G";"Kediri";144.0;20018.02;6145.0;0.0;0.0;0.0;0.0;0.0;0.0;444.0;0.0;6589.0;2022/06/23 00:00:00.000;215.42;3654.0;12.0;;0.0;0;0;0;0;"NORMAL";"odoo"
"80001";"L-MLCA-OMG";"Omg";"Omg Oh My Glam Matte Kiss Lip Cream 01 Dreamy 3.5 G";"Kendari";144.0;20018.02;455.0;0.0;432.0;0.0;0.0;0.0;0.0;0.0;0.0;887.0;2022/06/23 00:00:00.000;20.42;791.0;0.0;543.0;0.0;0;0;0;0;"NORMAL";"odoo"
"80001";"L-MLCA-OMG";"Omg";"Omg Oh My Glam Matte Kiss Lip Cream 01 Dreamy 3.5 G";"Lampung";144.0;20018.02;505.0;0.0;288.0;0.0;0.0;0.0;0.0;0.0;0.0;793.0;2022/06/23 00:00:00.000;58.75;931.18;0.0;1767.0;138.18;1767;0;144;144;"NORMAL";"odoo"
"80001";"L-MLCA-OMG";"Omg";"Omg Oh My Glam Matte Kiss Lip Cream 01 Dreamy 3.5 G";"Makassar";144.0;20018.02;1550.0;0.0;29.0;0.0;0.0;0.0;0.0;188.0;0.0;1767.0;2022/06/23 00:00:00.000;133.33;4791.34;12.0;;3212.34;1284.936;1152;1296;1152;"URGENT";"odoo"
"80001";"L-MLCA-OMG";"Omg";"Omg Oh My Glam Matte Kiss Lip Cream 01 Dreamy 3.5 G";"Malang";12.0;20018.02;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2022/06/23 00:00:00.000;0.0;0.0;0.0;4302.0;0.0;0;0;0;0;"NORMAL";"odoo"
"80001";"L-MLCA-OMG";"Omg";"Omg Oh My Glam Matte Kiss Lip Cream 01 Dreamy 3.5 G";"Manado";144.0;20018.02;408.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;408.0;2022/06/23 00:00:00.000;7.04;278.34;0.0;543.0;0.0;0;0;0;0;"NORMAL";"odoo"
"80001";"L-MLCA-OMG";"Omg";"Omg Oh My Glam Matte Kiss Lip Cream 01 Dreamy 3.5 G";"Mataram";12.0;20018.02;253.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;253.0;2022/06/23 00:00:00.000;14.25;68.0;0.0;178.0;0.0;0;0;0;0;"NORMAL";"odoo"
"80001";"L-MLCA-OMG";"Omg";"Omg Oh My Glam Matte Kiss Lip Cream 01 Dreamy 3.5 G";"Medan";144.0;20018.02;1185.0;0.0;0.0;0.0;0.0;0.0;0.0;140.0;12.0;1337.0;2022/06/23 00:00:00.000;92.08;1406.9;0.0;561.0;221.9;561;144;288;288;"NORMAL";"odoo"
"80001";"L-MLCA-OMG";"Omg";"Omg Oh My Glam Matte Kiss Lip Cream 01 Dreamy 3.5 G";"Padang";12.0;20018.02;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2022/06/23 00:00:00.000;0.0;0.0;0.0;287.0;0.0;0;0;0;0;"NORMAL";"odoo"
"80001";"L-MLCA-OMG";"Omg";"Omg Oh My Glam Matte Kiss Lip Cream 01 Dreamy 3.5 G";"Palangkaraya";144.0;20018.02;622.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;622.0;2022/06/23 00:00:00.000;6.25;146.0;0.0;1753.0;0.0;0;0;0;0;"NORMAL";"odoo"
"80001";"L-MLCA-OMG";"Omg";"Omg Oh My Glam Matte Kiss Lip Cream 01 Dreamy 3.5 G";"Palembang";144.0;20018.02;2719.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2719.0;2022/06/23 00:00:00.000;90.75;1272.09;12.0;;0.0;0;0;0;0;"NORMAL";"odoo"
"80001";"L-MLCA-OMG";"Omg";"Omg Oh My Glam Matte Kiss Lip Cream 01 Dreamy 3.5 G";"Palu";144.0;20018.02;1667.0;0.0;720.0;0.0;0.0;0.0;0.0;132.0;0.0;2519.0;2022/06/23 00:00:00.000;47.92;2306.64;0.0;543.0;0.0;0;0;0;0;"NORMAL";"odoo"
"80001";"L-MLCA-OMG";"Omg";"Omg Oh My Glam Matte Kiss Lip Cream 01 Dreamy 3.5 G";"Pekanbaru";144.0;20018.02;522.0;0.0;0.0;0.0;0.0;0.0;0.0;576.0;12.0;1110.0;2022/06/23 00:00:00.000;43.0;810.7;12.0;;288.7;115.48;0;144;0;"NORMAL";"odoo"
"80001";"L-MLCA-OMG";"Omg";"Omg Oh My Glam Matte Kiss Lip Cream 01 Dreamy 3.5 G";"Pontianak";144.0;20018.02;1548.0;0.0;0.0;0.0;0.0;0.0;0.0;430.0;0.0;1978.0;2022/06/23 00:00:00.000;36.04;1304.14;12.0;;0.0;0;0;0;0;"NORMAL";"odoo"
"80001";"L-MLCA-OMG";"Omg";"Omg Oh My Glam Matte Kiss Lip Cream 01 Dreamy 3.5 G";"Purwokerto";144.0;20018.02;360.0;0.0;0.0;0.0;0.0;0.0;0.0;1243.0;0.0;1603.0;2022/06/23 00:00:00.000;27.38;343.57;0.0;874.0;0.0;0;0;0;0;"NORMAL";"odoo"
"80001";"L-MLCA-OMG";"Omg";"Omg Oh My Glam Matte Kiss Lip Cream 01 Dreamy 3.5 G";"Rantau Prapat";144.0;20018.02;802.0;0.0;0.0;0.0;0.0;0.0;0.0;286.0;0.0;1088.0;2022/06/23 00:00:00.000;138.58;2126.03;12.0;;1324.03;529.612;432;576;432;"URGENT";"odoo"
"80001";"L-MLCA-OMG";"Omg";"Omg Oh My Glam Matte Kiss Lip Cream 01 Dreamy 3.5 G";"Samarinda";144.0;20018.02;0.0;0.0;144.0;0.0;0.0;0.0;0.0;1855.0;0.0;1999.0;2022/06/23 00:00:00.000;22.5;890.0;0.0;1753.0;746.0;1753;720;864;864;"URGENT";"odoo"
"80001";"L-MLCA-OMG";"Omg";"Omg Oh My Glam Matte Kiss Lip Cream 01 Dreamy 3.5 G";"Semarang";144.0;20018.02;2768.0;0.0;0.0;0.0;0.0;0.0;0.0;139.0;0.0;2907.0;2022/06/23 00:00:00.000;66.67;1651.4;12.0;;0.0;0;0;0;0;"NORMAL";"odoo"
"80001";"L-MLCA-OMG";"Omg";"Omg Oh My Glam Matte Kiss Lip Cream 01 Dreamy 3.5 G";"Serang";12.0;20018.02;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2022/06/23 00:00:00.000;0.0;0.0;12.0;;0.0;0;0;0;0;"NORMAL";"odoo"
"80001";"L-MLCA-OMG";"Omg";"Omg Oh My Glam Matte Kiss Lip Cream 01 Dreamy 3.5 G";"Solo";144.0;20018.02;1772.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1772.0;2022/06/23 00:00:00.000;70.38;1548.88;12.0;;0.0;0;0;0;0;"NORMAL";"odoo"
"80001";"L-MLCA-OMG";"Omg";"Omg Oh My Glam Matte Kiss Lip Cream 01 Dreamy 3.5 G";"Sukabumi";12.0;20018.02;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2022/06/23 00:00:00.000;5.04;46.0;0.0;1492.0;46.0;1492;36;48;48;"URGENT";"odoo"
"80001";"L-MLCA-OMG";"Omg";"Omg Oh My Glam Matte Kiss Lip Cream 01 Dreamy 3.5 G";"Surabaya";144.0;20018.02;1093.0;0.0;0.0;144.0;0.0;0.0;0.0;1262.0;12.0;2511.0;2022/06/23 00:00:00.000;184.25;1228.0;0.0;4302.0;0.0;0;0;0;0;"URGENT";"odoo"
"80001";"L-MLCA-OMG";"Omg";"Omg Oh My Glam Matte Kiss Lip Cream 01 Dreamy 3.5 G";"Tasikmalaya";12.0;20018.02;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2022/06/23 00:00:00.000;14.29;0.0;0.0;1492.0;0.0;0;0;0;0;"URGENT";"odoo"
"80001";"L-MLCA-OMG";"Omg";"Omg Oh My Glam Matte Kiss Lip Cream 01 Dreamy 3.5 G";"Tegal";144.0;20018.02;367.0;0.0;0.0;0.0;0.0;0.0;0.0;502.0;0.0;869.0;2022/06/23 00:00:00.000;25.67;286.76;0.0;874.0;0.0;0;0;0;0;"NORMAL";"odoo"
"80001";"L-MLCA-OMG";"Omg";"Omg Oh My Glam Matte Kiss Lip Cream 01 Dreamy 3.5 G";"Ternate";12.0;20018.02;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2022/06/23 00:00:00.000;0.0;0.0;0.0;543.0;0.0;0;0;0;0;"NORMAL";"odoo"
"80001";"L-MLCA-OMG";"Omg";"Omg Oh My Glam Matte Kiss Lip Cream 01 Dreamy 3.5 G";"Yogyakarta";144.0;20018.02;206.0;0.0;0.0;0.0;0.0;0.0;0.0;171.0;12.0;389.0;2022/06/23 00:00:00.000;34.38;442.38;0.0;886.0;236.38;886;144;288;288;"URGENT";"odoo"
"80002";"L-MLCB-OMG";"Omg";"Omg Oh My Glam Matte Kiss Lip Cream 02 Juicy 3.5 G";"Aceh";144.0;20018.02;0.0;0.0;288.0;0.0;0.0;0.0;0.0;288.0;0.0;576.0;2022/06/23 00:00:00.000;34.33;705.71;0.0;355.0;417.71;158.18973;144;288;144;"URGENT";"odoo"
"80002";"L-MLCB-OMG";"Omg";"Omg Oh My Glam Matte Kiss Lip Cream 02 Juicy 3.5 G";"Ambon";12.0;20018.02;12.0;0.0;12.0;0.0;0.0;0.0;0.0;0.0;0.0;24.0;2022/06/23 00:00:00.000;0.0;6.07;0.0;217.0;0.0;0;0;0;0;"NORMAL";"odoo"
"80002";"L-MLCB-OMG";"Omg";"Omg Oh My Glam Matte Kiss Lip Cream 02 Juicy 3.5 G";"Bali";12.0;20018.02;54.0;0.0;0.0;36.0;0.0;0.0;0.0;48.0;0.0;138.0;2022/06/23 00:00:00.000;14.79;90.0;0.0;164.0;0.0;0;0;0;0;"URGENT";"odoo"
"80002";"L-MLCB-OMG";"Omg";"Omg Oh My Glam Matte Kiss Lip Cream 02 Juicy 3.5 G";"Bandung";144.0;20018.02;1806.0;0.0;0.0;0.0;0.0;0.0;0.0;418.0;12.0;2236.0;2022/06/23 00:00:00.000;65.67;1753.0;192.0;;0.0;0;0;0;0;"NORMAL";"odoo"
"80002";"L-MLCB-OMG";"Omg";"Omg Oh My Glam Matte Kiss Lip Cream 02 Juicy 3.5 G";"Bangka";12.0;20018.02;90.0;0.0;144.0;0.0;0.0;0.0;0.0;0.0;0.0;234.0;2022/06/23 00:00:00.000;5.29;142.54;0.0;493.0;0.0;0;0;0;0;"NORMAL";"odoo"
"80002";"L-MLCB-OMG";"Omg";"Omg Oh My Glam Matte Kiss Lip Cream 02 Juicy 3.5 G";"Banjarmasin";144.0;20018.02;1230.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1230.0;2022/06/23 00:00:00.000;50.5;2335.46;192.0;;1105.46;6347.13876;1008;1152;1152;"NORMAL";"odoo"
"80002";"L-MLCB-OMG";"Omg";"Omg Oh My Glam Matte Kiss Lip Cream 02 Juicy 3.5 G";"Banten";144.0;20018.02;123.0;0.0;0.0;0.0;0.0;0.0;144.0;1815.0;24.0;2106.0;2022/06/23 00:00:00.000;39.5;230.0;192.0;;0.0;0;0;0;0;"URGENT";"odoo"
"80002";"L-MLCB-OMG";"Omg";"Omg Oh My Glam Matte Kiss Lip Cream 02 Juicy 3.5 G";"Batam";12.0;20018.02;46.0;0.0;0.0;0.0;0.0;0.0;0.0;29.0;0.0;75.0;2022/06/23 00:00:00.000;2.5;103.44;0.0;148.0;57.44;8501.12;48;60;60;"NORMAL";"odoo"
"80002";"L-MLCB-OMG";"Omg";"Omg Oh My Glam Matte Kiss Lip Cream 02 Juicy 3.5 G";"Bekasi";12.0;20018.02;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2022/06/23 00:00:00.000;0.0;0.0;192.0;;0.0;0;0;0;0;"NORMAL";"odoo"
"80002";"L-MLCB-OMG";"Omg";"Omg Oh My Glam Matte Kiss Lip Cream 02 Juicy 3.5 G";"Bengkulu";12.0;20018.02;247.0;0.0;144.0;0.0;0.0;0.0;0.0;453.0;0.0;844.0;2022/06/23 00:00:00.000;4.29;80.05;0.0;493.0;0.0;0;0;0;0;"NORMAL";"odoo"
"80002";"L-MLCB-OMG";"Omg";"Omg Oh My Glam Matte Kiss Lip Cream 02 Juicy 3.5 G";"Bogor";144.0;20018.02;549.0;0.0;0.0;0.0;0.0;0.0;0.0;431.0;0.0;980.0;2022/06/23 00:00:00.000;45.88;500.0;192.0;;0.0;0;0;0;0;"NORMAL";"odoo"
"80002";"L-MLCB-OMG";"Omg";"Omg Oh My Glam Matte Kiss Lip Cream 02 Juicy 3.5 G";"Bukittinggi";144.0;20018.02;299.0;0.0;0.0;144.0;0.0;0.0;0.0;0.0;0.0;443.0;2022/06/23 00:00:00.000;18.33;339.23;0.0;148.0;0.0;0;0;0;0;"NORMAL";"odoo"
"80002";"L-MLCB-OMG";"Omg";"Omg Oh My Glam Matte Kiss Lip Cream 02 Juicy 3.5 G";"Cirebon";144.0;20018.02;1351.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1352.0;2022/06/23 00:00:00.000;40.58;561.02;192.0;;0.0;0;0;0;0;"NORMAL";"odoo"
"80002";"L-MLCB-OMG";"Omg";"Omg Oh My Glam Matte Kiss Lip Cream 02 Juicy 3.5 G";"Ecommerce Tegal";12.0;20018.02;815.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;815.0;2022/06/23 00:00:00.000;6.71;29.0;192.0;;0.0;0;0;0;0;"NORMAL";"odoo"
"80002";"L-MLCB-OMG";"Omg";"Omg Oh My Glam Matte Kiss Lip Cream 02 Juicy 3.5 G";"Jakarta";12.0;20018.02;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2022/06/23 00:00:00.000;0.0;0.0;192.0;;0.0;0;0;0;0;"NORMAL";"odoo"
"80002";"L-MLCB-OMG";"Omg";"Omg Oh My Glam Matte Kiss Lip Cream 02 Juicy 3.5 G";"Jambi";12.0;20018.02;66.0;0.0;144.0;0.0;0.0;0.0;0.0;0.0;0.0;210.0;2022/06/23 00:00:00.000;4.29;69.69;0.0;493.0;0.0;0;0;0;0;"NORMAL";"odoo"
"80002";"L-MLCB-OMG";"Omg";"Omg Oh My Glam Matte Kiss Lip Cream 02 Juicy 3.5 G";"Jember";144.0;20018.02;274.0;0.0;0.0;0.0;0.0;0.0;288.0;512.0;0.0;1074.0;2022/06/23 00:00:00.000;47.38;545.0;192.0;;0.0;0;0;0;0;"NORMAL";"odoo"
"80002";"L-MLCB-OMG";"Omg";"Omg Oh My Glam Matte Kiss Lip Cream 02 Juicy 3.5 G";"Kediri";144.0;20018.02;2076.0;0.0;0.0;0.0;0.0;0.0;0.0;1293.0;0.0;3369.0;2022/06/23 00:00:00.000;121.83;2140.0;192.0;;64.0;367.46411;0;144;144;"NORMAL";"odoo"
"80002";"L-MLCB-OMG";"Omg";"Omg Oh My Glam Matte Kiss Lip Cream 02 Juicy 3.5 G";"Kendari";144.0;20018.02;13.0;0.0;144.0;0.0;0.0;0.0;0.0;0.0;0.0;157.0;2022/06/23 00:00:00.000;15.21;634.0;0.0;217.0;477.0;100.72986;0;144;0;"URGENT";"odoo"
"80002";"L-MLCB-OMG";"Omg";"Omg Oh My Glam Matte Kiss Lip Cream 02 Juicy 3.5 G";"Lampung";144.0;20018.02;385.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;24.0;409.0;2022/06/23 00:00:00.000;40.38;706.39;0.0;493.0;321.39;493;288;432;432;"NORMAL";"odoo"
"80002";"L-MLCB-OMG";"Omg";"Omg Oh My Glam Matte Kiss Lip Cream 02 Juicy 3.5 G";"Makassar";144.0;20018.02;620.0;0.0;44.0;0.0;0.0;0.0;576.0;2525.0;0.0;3765.0;2022/06/23 00:00:00.000;82.54;3122.77;192.0;;1882.77;10810.16268;1872;2016;2016;"URGENT";"odoo"
"80002";"L-MLCB-OMG";"Omg";"Omg Oh My Glam Matte Kiss Lip Cream 02 Juicy 3.5 G";"Malang";12.0;20018.02;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2022/06/23 00:00:00.000;0.0;0.0;0.0;1453.0;0.0;0;0;0;0;"NORMAL";"odoo"
"80002";"L-MLCB-OMG";"Omg";"Omg Oh My Glam Matte Kiss Lip Cream 02 Juicy 3.5 G";"Manado";144.0;20018.02;251.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;251.0;2022/06/23 00:00:00.000;6.96;275.21;0.0;217.0;24.21;5.11252;0;144;0;"NORMAL";"odoo"
"80002";"L-MLCB-OMG";"Omg";"Omg Oh My Glam Matte Kiss Lip Cream 02 Juicy 3.5 G";"Mataram";12.0;20018.02;231.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;231.0;2022/06/23 00:00:00.000;9.71;37.0;0.0;164.0;0.0;0;0;0;0;"NORMAL";"odoo"
"80002";"L-MLCB-OMG";"Omg";"Omg Oh My Glam Matte Kiss Lip Cream 02 Juicy 3.5 G";"Medan";144.0;20018.02;695.0;0.0;0.0;0.0;0.0;0.0;0.0;276.0;12.0;983.0;2022/06/23 00:00:00.000;72.04;1214.69;0.0;355.0;519.69;196.81027;144;288;144;"NORMAL";"odoo"
"80002";"L-MLCB-OMG";"Omg";"Omg Oh My Glam Matte Kiss Lip Cream 02 Juicy 3.5 G";"Padang";12.0;20018.02;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2022/06/23 00:00:00.000;0.0;0.0;0.0;148.0;0.0;0;0;0;0;"NORMAL";"odoo"
"80002";"L-MLCB-OMG";"Omg";"Omg Oh My Glam Matte Kiss Lip Cream 02 Juicy 3.5 G";"Palangkaraya";12.0;20018.02;333.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;333.0;2022/06/23 00:00:00.000;4.83;131.0;0.0;738.0;0.0;0;0;0;0;"NORMAL";"odoo"
"80002";"L-MLCB-OMG";"Omg";"Omg Oh My Glam Matte Kiss Lip Cream 02 Juicy 3.5 G";"Palembang";144.0;20018.02;759.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;759.0;2022/06/23 00:00:00.000;64.75;907.53;192.0;;148.53;852.80383;144;288;288;"NORMAL";"odoo"
"80002";"L-MLCB-OMG";"Omg";"Omg Oh My Glam Matte Kiss Lip Cream 02 Juicy 3.5 G";"Palu";144.0;20018.02;296.0;0.0;288.0;0.0;0.0;0.0;0.0;384.0;0.0;968.0;2022/06/23 00:00:00.000;23.04;1110.38;0.0;217.0;526.38;111.15762;0;144;0;"NORMAL";"odoo"
"80002";"L-MLCB-OMG";"Omg";"Omg Oh My Glam Matte Kiss Lip Cream 02 Juicy 3.5 G";"Pekanbaru";144.0;20018.02;269.0;0.0;0.0;0.0;0.0;0.0;0.0;11.0;0.0;280.0;2022/06/23 00:00:00.000;35.04;706.61;192.0;;437.61;2512.5933;432;576;576;"URGENT";"odoo"
"80002";"L-MLCB-OMG";"Omg";"Omg Oh My Glam Matte Kiss Lip Cream 02 Juicy 3.5 G";"Pontianak";144.0;20018.02;289.0;0.0;0.0;0.0;0.0;0.0;432.0;719.0;0.0;1440.0;2022/06/23 00:00:00.000;19.88;735.3;192.0;;14.3;82.10526;0;144;144;"NORMAL";"odoo"
"80002";"L-MLCB-OMG";"Omg";"Omg Oh My Glam Matte Kiss Lip Cream 02 Juicy 3.5 G";"Purwokerto";12.0;20018.02;109.0;0.0;0.0;0.0;0.0;0.0;0.0;930.0;0.0;1039.0;2022/06/23 00:00:00.000;11.46;130.14;0.0;878.0;21.14;878;12;24;24;"NORMAL";"odoo"
"80002";"L-MLCB-OMG";"Omg";"Omg Oh My Glam Matte Kiss Lip Cream 02 Juicy 3.5 G";"Rantau Prapat";144.0;20018.02;507.0;0.0;0.0;0.0;0.0;0.0;1296.0;720.0;0.0;2523.0;2022/06/23 00:00:00.000;113.54;1767.55;192.0;;0.0;0;0;0;0;"NORMAL";"odoo"
"80002";"L-MLCB-OMG";"Omg";"Omg Oh My Glam Matte Kiss Lip Cream 02 Juicy 3.5 G";"Samarinda";144.0;20018.02;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2254.0;0.0;2254.0;2022/06/23 00:00:00.000;13.75;761.0;0.0;738.0;761.0;738;720;864;720;"URGENT";"odoo"
"80002";"L-MLCB-OMG";"Omg";"Omg Oh My Glam Matte Kiss Lip Cream 02 Juicy 3.5 G";"Semarang";144.0;20018.02;2806.0;0.0;0.0;0.0;0.0;0.0;720.0;559.0;0.0;4085.0;2022/06/23 00:00:00.000;109.17;3007.56;192.0;;0.0;0;0;0;0;"NORMAL";"odoo"
"80002";"L-MLCB-OMG";"Omg";"Omg Oh My Glam Matte Kiss Lip Cream 02 Juicy 3.5 G";"Serang";12.0;20018.02;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2022/06/23 00:00:00.000;0.0;0.0;192.0;;0.0;0;0;0;0;"NORMAL";"odoo"
"80002";"L-MLCB-OMG";"Omg";"Omg Oh My Glam Matte Kiss Lip Cream 02 Juicy 3.5 G";"Solo";144.0;20018.02;401.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;401.0;2022/06/23 00:00:00.000;26.46;616.06;192.0;;215.06;1234.79426;144;288;288;"NORMAL";"odoo"
