"#","Schedule Due","Kode SL","Snfg","Nama Fg","Jumlah Pcs","Qty Release","Qty Not Hit","Type","Remark","Level 1","Level 2","Level 3","Actions"
"65","2022-06-28","avv5 ","S-USSEC-W/H0038","Wardah Hairfall Treatment Shampoo 170 ml","16332","16032","300","NI","BULK HABIS","Loss MPQ","Bulk habis","Hilang karena proses",""
"66","2022-06-28","aaz3 ","L-CUMKORB-W/H0024","Wardah Colorfit Ultralight Matte Lipstick 10 Stunning Seoul 3.6 g","4752","4366","386","NI","Bulk habis","Loss MPQ","Bulk habis","Hilang karena proses",""
"67","2022-06-28","nj1 ","EB-SMUEMB-EM/H0006","Emina Squeeze Me Up Browcara Ashy 8 g","5232","5066","166","NI","Bulk habis","Loss MPQ","Bulk habis","Hilang karena proses",""
"68","2022-06-28","FS1 ","HC-P1F-P450/H0005","Putri Pure Clean Hair Conditioner Floral 450 ML (Pc(s))","2200","2196","4","NI","BULK HABIS","Loss MPQ","Bulk habis","Hilang karena proses",""
"69","2022-06-28","mq1 ","CUS-HLGN10-MO/BSH0003","MAKE OVER Hydrastay Lite Glow Cushion N10 Marble 15 g","888","672","216","NI","BULK HABIS","Loss MPQ","Bulk habis","Hilang karena proses",""
"70","2022-06-28","MB1 ","SS-UVSAFE-W/H0016","Wardah UV Shield Aqua Fresh Essence SPF 50 30 ml","30558","11900","18658","NH,NI","(not set)","(not set)","(not set)","(not set)",""
"71","2022-06-28","rm1 ","CUS-EFC01-W/BSH0003","Wardah Exclusive Flawless Cover Cushion 01 Light Beige 15 g","480","336","144","NI","Bulk habis","Loss MPQ","Bulk habis","Hilang karena proses",""
"72","2022-06-28","ADK1 ","FW-AN1-EM/H0003","Emina Natura Pal Gel Cleanser 100 ml","5240","","5240","NI","(not set)","(not set)","(not set)","(not set)",""
"73","2022-06-28","amw1 ","F-LLFM-W/H0002","Wardah Lightening Liquid Foundation 01. Light Beige 6 ml","11538","","11538","NI","(not set)","(not set)","(not set)","(not set)",""
"74","2022-06-27","aes1 ","L-EMC17DP-W/H0001","Wardah Exclusive Matte Lip Cream 17 Rosy Cheek 4g","9792","9648","144","NI","Bulk habis","Loss MPQ","Bulk habis","Hilang karena proses",""
"75","2022-06-27","aaz2 ","L-CUMKORB-W/H0023","Wardah Colorfit Ultralight Matte Lipstick 10 Stunning Seoul 3.6 g","4752","4514","238","NI","Bulk habis","Loss MPQ","Bulk habis","Hilang karena proses",""
"76","2022-06-27","(not set)","F-IPSF15-W/H0001","Instaperfect SKINFOCUS Cover Foundation 43 Creme Sand 30 ml","5076","4534","542","NI","BULK HABIS","Loss MPQ","Bulk habis","Hilang karena proses",""
"77","2022-06-27","oa1 ","ES-PNU-MO10G/BSH0007","MAKE OVER Eye Shadow Palette Nudes 10 g (Pc(s))","953","905","48","NI","Bulk habis di close","Loss MPQ","Bulk habis","Hilang karena proses",""
"78","2022-06-27","da1 ","M-RHDGN2-W/H0005","Wardah Hydra Rose Dewy Aqua Day Gel 17 ml","8030","7344","686","NI","BULK HABIS","Loss MPQ","Bulk habis","Hilang karena proses",""
"79","2022-06-27","em4 ","MY-RTCRE02-W/H0017","Malaysia Wardah Exclusive Two Way Cake 02 Light Beige 12 g","1440","1380","60","NI","Dii close karena bulk habis","Loss MPQ","Bulk habis","Hilang karena proses",""
"80","2022-06-27","LP1 ","FM-MGT-EM60ML/H0002","Emina Green Tea Latte Face Mask 60 ml (Pc(s))","8930","8820","110","NI","BULK HABIS","Loss MPQ","Bulk habis","Hilang karena proses",""
"81","2022-06-27","vr38 ","B-BSLP-EM/H0185","Emina Bright Stuff Loose Powder 55 g","1980","1958","22","NI","Barang FG riject shrink
","Quality","Finished Good Defect / Pending / Rework / Reject","Kualitas Packaging Bermasalah",""
"82","2022-06-27","vr33 ","B-BSLP-EM/H0180","Emina Bright Stuff Loose Powder 55 g","2160","2153","7","NI","barang rijevt shrink
","Quality","Finished Good Defect / Pending / Rework / Reject","Kualitas Packaging Bermasalah",""
"83","2022-06-27","vr39 ","B-BSLP-EM/H0186","Emina Bright Stuff Loose Powder 55 g","3240","3225","15","NI","barang FG riject","Quality","Finished Good Defect / Pending / Rework / Reject","Kualitas Packaging Bermasalah",""
"84","2022-06-27","si1 ","HC-NS-W170ML/H0012","Wardah Nutri Shine Conditioner 170 ml (Pc(s))","5418","1440","3978","NI","REJECT SEAL BOCOR","Machine","Select Kendala","Reject Mesin",""
"85","2022-06-27","vr34 ","B-BSLP-EM/H0181","Emina Bright Stuff Loose Powder 55 g","2160","2135","25","NI","Barang FG riject shirnk","Quality","Finished Good Defect / Pending / Rework / Reject","Reject Mesin",""
"86","2022-06-27","tj1 ","FT-RWSABHA-W/H0017","Wardah Crystal Secret Exfoliating Toner with Natural AHA+PHA 125 ml","7610","7540","70","NI","BULK HABIS","Loss MPQ","Bulk habis","Hilang karena proses",""
"87","2022-06-27","mg1 ","L-HSLWF-MO/H0013","Make Over Hydrastay Smooth Lip Whip C06 Lively 6.5 g","360","339","21","NI","Bulk habis","Loss MPQ","Bulk habis","Hilang karena proses",""
"88","2022-06-27","dn1 ","L-LL01-W2.3G/H0011","Wardah Lipstick Longlasting 01 Fabulous Peach 2.3 g (Pc(s))","1752","1680","72","NI","Bulk habis","Loss MPQ","Bulk habis","Hilang karena proses",""
"89","2022-06-27","nz1 ","ES-PSM-MO10G/BSH0002","MAKE OVER Eye Shadow Palette Smokey 10 g (Pc(s))","368","362","6","NI","Bulk habis di close","Loss MPQ","Bulk habis","Hilang karena proses",""
"90","2022-06-27","eq1 ","MY-RTCRE05-W/H0002","Malaysia Wardah Exclusive Two Way Cake 05 Coffee Beige 12 g","750","660","90","NI","Bulk habis di close","Loss MPQ","Bulk habis","Hilang karena proses",""
"91","2022-06-27","tw1 ","FA-PFMS-MO50ML/H0028","MAKE OVER Powerstay Fix &amp; Matte Makeup Setting Spray 50 ml","1845","1836","9","NI","BULK HABIS","Loss MPQ","Bulk habis","Hilang karena proses",""
"92","2022-06-27","vr32 ","B-BSLP-EM/H0179","Emina Bright Stuff Loose Powder 55 g","5220","5214","6","NI","Barang FG riject shrink","Quality","Finished Good Defect / Pending / Rework / Reject","Reject Mesin",""
"93","2022-06-27","aaz1 ","L-CUMKORB-W/H0022","Wardah Colorfit Ultralight Matte Lipstick 10 Stunning Seoul 3.6 g","4752","4683","69","NI","Bulk habis","Loss MPQ","Bulk habis","Hilang karena proses",""
"94","2022-06-27","aeo1 ","L-EMC04DP-W/H0001","Wardah Exclusive Matte Lip Cream 04 Pink Me 4g","9792","9756","36","NI","Bulk habis","Loss MPQ","Bulk habis","Hilang karena proses",""
"95","2022-06-27","vs1 ","FW-MCF-W100ML/H0005","Wardah Nature Daily Mineral+ Clarifying Facial Foam 100 ml","9500","9480","20","NI","BULK HABIS","Loss MPQ","Bulk habis","Hilang karena proses",""
"96","2022-06-27","vr36 ","B-BSLP-EM/H0183","Emina Bright Stuff Loose Powder 55 g","5220","5200","20","NI","Barang Fg riject","Quality","Finished Good Defect / Pending / Rework / Reject","Reject Mesin",""
"97","2022-06-27","bk1 ","S-P1SRL-P450/H0007","Putri SPA Relaxing Shampoo (Lavender) 450 ML (Pc(s))","108","96","12","NI","BULK HABIS","Loss MPQ","Bulk habis","Hilang karena proses",""
"98","2022-06-27","BI6 ","FW-PCSAC-KA/H0069","Kahf Oil and Acne Care Face Wash 100 ml","9508","8756","752","NI","BULK HABIS","Loss MPQ","Bulk habis","Hilang karena proses",""
"99","2022-06-27","tw2 ","FA-PFMS-MO50ML/H0029","MAKE OVER Powerstay Fix &amp; Matte Makeup Setting Spray 50 ml","1845","1674","171","NI","BULK HABIS","Loss MPQ","Bulk habis","Hilang karena proses",""
"100","2022-06-27","ay2 ","HT-P1SRL-P450/H0005","Hair Tonic SPA Relaxing Lavender, 450 ml","228","216","12","NI","BULK HABIS","Loss MPQ","Bulk habis","Hilang karena proses",""
"101","2022-06-27","vo1 ","TC-RRE03-W/H0023","Wardah Refill Exclusive Two Way Cake 03 Sandy Beige 12 g","7425","7353","72","NI","Dii close karena bulk habis","Loss MPQ","Bulk habis","Hilang karena proses",""
"102","2022-06-27","yx1 ","M-LDCN1-W/H0022","Wardah Lightening Day Cream Advanced Niacinamide 20 mL","43940","43668","272","NI","BULK HABIS","Loss MPQ","Bulk habis","Hilang karena proses",""
"103","2022-06-27","ab1 ","S-P1A2-P200/H0006","Putri Pure Clean Shampoo Apple 200 ML (Pc(s))","4778","4728","50","NI","BULK HABIS","Loss MPQ","Bulk habis","Hilang karena proses",""
"104","2022-06-27","v951  ","EL-EDCPBL-EM0.2GR/H0004","Emina Eye Do! Crayon Pour Les Yeux Black 0.2 gr (Pc(s))","5067","5053","14","NI","(not set)","(not set)","(not set)","(not set)",""
"105","2022-06-25","vr22 ","B-BSLP-EM/H0169","Emina Bright Stuff Loose Powder 55 g","6480","4284","2196","NI","Barang FG riject","Quality","Finished Good Defect / Pending / Rework / Reject","Reject Mesin",""
"106","2022-06-25","vp5 ","TC-RRE04-W/H0025","Wardah Refill Exclusive Two Way Cake 04 Natural 12 g","7470","7272","198","NI","Di close karena bulk habis","Loss MPQ","Bulk habis","Hilang karena proses",""
"107","2022-06-25","em3 ","MY-RTCRE02-W/H0016","Malaysia Wardah Exclusive Two Way Cake 02 Light Beige 12 g","1440","1350","90","NI","(not set)","(not set)","(not set)","(not set)",""
"108","2022-06-25","fg1 ","TC-RPC02-MO12G/H0012","MAKE OVER Perfect Cover Refill TWC 02 Coral 12 g (Pc(s))","1440","1419","21","NI","DI close karena bulk habis","Loss MPQ","Bulk habis","Hilang karena proses",""
"109","2022-06-25","ff1 ","BP-HREDT-KA/H0013","Kahf Humbling Forest Eau de Toilette 35 ml","9948","9592","356","NH,NI","(not set)","(not set)","(not set)","(not set)",""
"110","2022-06-25","HO1 ","BO-HLT01-MO/BSH0004","MAKE OVER Hydrastay Liquid Tint Blush 01 Flair 15 ml","720","630","90","NI","BULK HABIS","Loss MPQ","Bulk habis","Hilang karena proses",""
"111","2022-06-25","MO1 ","F-RELF02-W/BSH0001","Wardah Exclusive Liquid Foundation 02 Sheer Pink 20 ml","896","672","224","NI","BULK HABIS","Loss MPQ","Bulk habis","Hilang karena proses",""
"112","2022-06-25","vr30 ","B-BSLP-EM/H0177","Emina Bright Stuff Loose Powder 55 g","1764","1751","13","NI","(not set)","(not set)","(not set)","(not set)",""
"113","2022-06-25","vr24 ","B-BSLP-EM/H0171","Emina Bright Stuff Loose Powder 55 g","5305","5268","37","NI","(not set)","(not set)","(not set)","(not set)",""
"114","2022-06-25","ACA2 ","FT-FTVC-OMG/H0024","OMG Oh My Glow Peach Glowing Toner 100 ml","9648","9616","32","NI","BULK HABIS","Loss MPQ","Bulk habis","Hilang karena proses",""
"115","2022-06-25","vr23 ","B-BSLP-EM/H0170","Emina Bright Stuff Loose Powder 55 g","2039","23","2016","NI","Barang Fg riject shrink","Quality","Finished Good Defect / Pending / Rework / Reject","Reject Mesin",""
"116","2022-06-25","ah1 ","B-R3L03I-W/H0020","Wardah Lightening Matte Powder 03 Ivory 20 g","4648","2688","1960","NH,NI","(not set)","(not set)","(not set)","(not set)",""
"117","2022-06-25","yw1 ","L-CHC08-MO/H0010","MAKE OVER Color Hypnose Creamy Lipmatte 08 Addicted 4.3 g","528","523","5","NI","Bulk habis","Loss MPQ","Bulk habis","Hilang karena proses",""
"118","2022-06-25","CQ1 ","FW-RWSABHA-W/BSH0002","Wardah Crystal Secret Foaming Cleanser with Natural AHA+PHA 100 ml","1380","1290","90","NI","BULK HABIS","Loss MPQ","Bulk habis","Hilang karena proses",""
"119","2022-06-25","sa3 ","A-PFC-W60ML/H0029","Wardah Acnederm Pure Foaming Cleanser 60 ml (Pc(s))","15557","15480","77","NI","BULK HABIS","Loss MPQ","Bulk habis","Hilang karena proses",""
"120","2022-06-25","AFE1 ","SRM-ASRM-W/BSH0002","Wardah Acnederm Acne Care Serum 15 ml","1248","888","360","NI","BULK HABIS","Loss MPQ","Bulk habis","Hilang karena proses",""
"121","2022-06-25","vr29 ","B-BSLP-EM/H0176","Emina Bright Stuff Loose Powder 55 g","5148","2942","2206","NI","Barang FG riject shrink","Quality","Finished Good Defect / Pending / Rework / Reject","Reject Mesin",""
"122","2022-06-25","gh4 ","LU-P1-P720/H0018","Putri Pustreite Step 1 720 ML (Pc(s))","230","228","2","NI","BULK HABIS","Loss MPQ","Bulk habis","Hilang karena proses",""
"123","2022-06-25","vr27 ","B-BSLP-EM/H0174","Emina Bright Stuff Loose Powder 55 g","3240","3219","21","NI","Barang FG riject shirink","Quality","Finished Good Defect / Pending / Rework / Reject","Reject Mesin",""
"124","2022-06-25","wj1 ","L-REMA18-W/H0021","Wardah Exclusive Matte Lipstick 18 Rosy Pink 3.5 g","1065","1016","49","NI","Bulk habis","Loss MPQ","Bulk habis","Hilang karena proses",""
"125","2022-06-25","vr28 ","B-BSLP-EM/H0175","Emina Bright Stuff Loose Powder 55 g","3240","3196","44","NI","(not set)","(not set)","(not set)","(not set)",""
"126","2022-06-25","gh7 ","LU-P1-P720/H0021","Putri Pustreite Step 1 720 ML (Pc(s))","230","228","2","NI","BULK HABIS","Loss MPQ","Bulk habis","Hilang karena proses",""
"127","2022-06-25","kz2 ","FMI-CDFM-W55ML/H0010","Wardah C-Defense Face Mist 55 ml (Pc(s))","17080","16040","1040","NH,NI","(not set)","(not set)","(not set)","(not set)",""
"128","2022-06-25","CW1 ","F-LUC06-MO33ML/BSH0001","MAKE OVER Ultra Cover Liquid Matt Foundation 06 Beige Blast 33 ml (pc(s))","720","600","120","NI","BULK HABIS","Loss MPQ","Bulk habis","Hilang karena proses",""
"129","2022-06-25","ON1 ","FMI-LGT-W/BSH0004","Wardah Lightening Face Mist 60 ml","800","640","160","NI","BULK HABIS","Loss MPQ","Bulk habis","Hilang karena proses",""
"130","2022-06-25","vr25 ","B-BSLP-EM/H0172","Emina Bright Stuff Loose Powder 55 g","5328","3187","2141","NI","(not set)","(not set)","(not set)","(not set)",""
"131","2022-06-25","vr31 ","B-BSLP-EM/H0178","Emina Bright Stuff Loose Powder 55 g","5220","3233","1987","NI","(not set)","(not set)","(not set)","(not set)",""
"132","2022-06-25","cf1 ","DDC-CDL-W20ML/H0010","Wardah C-Defense DD Cream Light 20 ml (Pc(s))","22563","22356","207","NI","BULK HABIS","Loss MPQ","Bulk habis","Hilang karena proses",""
"133","2022-06-25","ACY1 ","SS-SBAT30-EM/BSH0005","Emina Sun Battle SPF 30 PA+++ 60 ml","1836","1728","108","NI","BULK HABIS","Loss MPQ","Bulk habis","Hilang karena proses",""
"134","2022-06-25","ha1 ","B-DMCP01-EM/H0014","Emina Daily Matte Compact Powder 01 Light 11 g","4968","4503","465","NI","Di close karena bulk habis","Loss MPQ","Bulk habis","Hilang karena proses",""
"135","2022-06-25","hz1 ","MASK-EEPC-W7GR/H0008","Wardah EyeXpert Perfectcurl Mascara 7 gr (Pc(s))","27072","25680","1392","NI","BULK HABIS","Loss MPQ","Bulk habis","Hilang karena proses",""
"136","2022-06-25","NP2 ","M-RHOVN2-W/BSH0001","Wardah Hydra Rose Moisture Rich Night Gel 17 ml","1872","1584","288","NI","BULK HABIS","Loss MPQ","Bulk habis","Hilang karena proses",""
"137","2022-06-25","AFE2 ","SRM-ASRM-W/BSH0003","Wardah Acnederm Acne Care Serum 15 ml","3072","2400","672","NI","BULK HABIS","Loss MPQ","Bulk habis","Hilang karena proses",""
"138","2022-06-25","vr26 ","B-BSLP-EM/H0173","Emina Bright Stuff Loose Powder 55 g","3240","3224","16","NI","Barang Fg riject","Quality","Finished Good Defect / Pending / Rework / Reject","Reject Mesin",""
"139","2022-06-24","aas2 ","L-HSLWH-MO/H0007","Make Over Hydrastay Smooth Lip Whip C08 Devoted 6.5 g","360","","360","NI","Due kemas sudah lewat , bulk telat release","Leadtime","Leadtime &gt; Standard","Delay Pengiriman",""
"140","2022-06-24","tx1 ","HT-P1G1-P2/H0023","Hair Tonic Normal to Oily Hair (Green), 2 L","515","513","2","NI","Bulk habis","Loss MPQ","Bulk habis","Hilang karena proses",""
"141","2022-06-24","AI3 ","B-R3L04N-W/BSH0004","Wardah Lightening Matte Powder 04 Natural 20 g","700","681","19","NI","(not set)","(not set)","(not set)","(not set)",""
"142","2022-06-24","bi1 ","FW-PCSAC-KA/H0070","Kahf Oil and Acne Care Face Wash 100 ml","9508","8744","764","NI","BULK HABIS","Loss MPQ","Bulk habis","Hilang karena proses",""
"143","2022-06-24","lj1 ","L-EMC09-W4GR/H0011","Wardah Exclusive Matte Lip Cream 09 Mauve On 4 gr (Pc(S))","10368","9874","494","NI","Bulk habis","Loss MPQ","Bulk habis","Hilang karena proses",""
"144","2022-06-24","vn5 ","TC-RRE02-W/H0027","Wardah Refill Exclusive Two Way Cake 02 Light Beige 12 g","7425","7256","169","NI","(not set)","(not set)","(not set)","(not set)",""
"145","2022-06-24","vn3 ","TC-RRE02-W/H0025","Wardah Refill Exclusive Two Way Cake 02 Light Beige 12 g","7425","7348","77","NI","(not set)","(not set)","(not set)","(not set)",""
"146","2022-06-24","em2 ","MY-RTCRE02-W/H0015","Malaysia Wardah Exclusive Two Way Cake 02 Light Beige 12 g","1440","1410","30","NI","(not set)","(not set)","(not set)","(not set)",""
"147","2022-06-24","fi1 ","TC-RPC01-MO12G/H0008","MAKE OVER Perfect Cover Refill TWC 01 Lace 12 g (Pc(s))","1440","1433","7","NI","(not set)","(not set)","(not set)","(not set)",""
"148","2022-06-24","afa1 ","CUS-CLPGCC-W/H0008","Wardah Colorfit Perfect Glow Cushion 23W Warm Ivory 15 g","6392","6096","296","NI","BULK HABIS","Loss MPQ","Bulk habis","Hilang karena proses",""
"149","2022-06-24","vp2 ","TC-RRE04-W/H0022","Wardah Refill Exclusive Two Way Cake 04 Natural 12 g","7470","7447","23","NI","(not set)","(not set)","(not set)","(not set)",""
"150","2022-06-24","vf1 ","LB-STSPB-EM/H0020","Emina Oh So Kissable Tinted Balm Stick Pink Bonbons 3.4 g","2064","1344","720","NI","di BS , karena bulk terkontaminasi","Quality","Bulk Pending / Rework / Reject","Kontaminasi",""
"151","2022-06-24","axz1 ","F-IPSF12-W/H0001","Instaperfect SKINFOCUS Cover Foundation 22 Light Ivory 30 ml","5974","5634","340","NH,NI","BULK HABIS","Loss MPQ","Bulk habis","Hilang karena proses",""
"152","2022-06-24","AI2 ","B-R3L04N-W/BSH0003","Wardah Lightening Matte Powder 04 Natural 20 g","336","324","12","NI","(not set)","(not set)","(not set)","(not set)",""
"153","2022-06-24","ACG1 ","F-CLCMB-W/H0003","Wardah Colorfit Matte Foundation 22N Light Ivory 25 ml","3994","3968","26","NI","BULK HABIS","Loss MPQ","Bulk habis","Hilang karena proses",""
"154","2022-06-24","sa2 ","A-PFC-W60ML/H0028","Wardah Acnederm Pure Foaming Cleanser 60 ml (Pc(s))","15557","15372","185","NI","BULK HABIS","Loss MPQ","Bulk habis","Hilang karena proses",""
"155","2022-06-24","vp1 ","TC-RRE04-W/H0021","Wardah Refill Exclusive Two Way Cake 04 Natural 12 g","7470","7245","225","NI","(not set)","(not set)","(not set)","(not set)",""
"156","2022-06-24","tr1 ","LB-EVLNGT-W4G/H0014","Wardah Everyday Moisture Lip Nutrition Green Tea 4 g","4272","4196","76","NI","Bulk habis","Loss MPQ","Bulk habis","Hilang karena proses",""
"157","2022-06-24","vq1 ","TC-RRE05-W/H0007","Wardah Refill Exclusive Two Way Cake 05 Coffee Beige 12 g","1395","1354","41","NI","(not set)","(not set)","(not set)","(not set)",""
"158","2022-06-24","acg1 ","F-CLCMB-W/H0002","Wardah Colorfit Matte Foundation 22N Light Ivory 25 ml","6392","3968","2424","NI","BULK HABIS","Loss MPQ","Bulk habis","Hilang karena proses",""
"159","2022-06-24","vn4 ","TC-RRE02-W/H0026","Wardah Refill Exclusive Two Way Cake 02 Light Beige 12 g","7425","7290","135","NI","(not set)","(not set)","(not set)","(not set)",""
"160","2022-06-24","JR9 ","FW-PCSRB-KA/H0074","Kahf Skin Energizing and Brightening Face Wash 100 ml","9360","8797","563","NI","BULK HABIS","Loss MPQ","Bulk habis","Hilang karena proses",""
"161","2022-06-24","GM1 ","L-EMC03-W4GR/BSH0003","Wardah Exclusive Matte Lip Cream 03 See You Latte 4 gr (pc(s))","1008","912","96","NI","(not set)","(not set)","(not set)","(not set)",""
"162","2022-06-24","ug1 ","LB-EVLNH-W4G/H0016","Wardah Everyday Moisture Lip Nutrition Honey 4 g","4272","4026","246","NI","Bulk habis","Loss MPQ","Bulk habis","Hilang karena proses",""
"163","2022-06-24","up1 ","B-RBMLP02-EM/H0008","Emina Bare With Me Mineral Loose Powder 02 Light Beige 8 g","2088","2064","24","NI","(not set)","(not set)","(not set)","(not set)",""
"164","2022-06-24","ael1 ","L-EMC01DP-W/H0001","Wardah Exclusive Matte Lip Cream 01 Red-dicted 4g","22608","12240","10368","NH,NI","dusat kurang supply dari log , jadwal di BS","Internal – Material Supply","Select Kendala","Tidak ada standar",""
"165","2022-06-24","pn2 ","L-CUMKORD-W/H0011","Wardah Colorfit Ultralight Matte Lipstick 12 Autumn Nami 3.6 g","4752","4690","62","NI","Bulk habis","Loss MPQ","Bulk habis","Hilang karena proses",""
"166","2022-06-24","pa1 ","REM-SBRMWN2-EM/H0003","Emina Skin Buddy Micellar Water 50 ml","11468","10944","524","NI","BULK HABIS","Loss MPQ","Bulk habis","Hilang karena proses",""
"167","2022-06-24","CE3 ","MY-RAPBB-W/BSH0008","Malaysia Wardah Acnederm Pore Blackhead Balm 20 g","144","96","48","NI","Bulk habis","Loss MPQ","Bulk habis","Hilang karena proses",""
"168","2022-06-24","vp3 ","TC-RRE04-W/H0023","Wardah Refill Exclusive Two Way Cake 04 Natural 12 g","7470","7099","371","NI","(not set)","(not set)","(not set)","(not set)",""
"169","2022-06-24","ug2 ","LB-EVLNH-W4G/H0017","Wardah Everyday Moisture Lip Nutrition Honey 4 g","4272","","4272","NH,NI","Due kemas lewat , karena kendala di olah","Leadtime","Leadtime &gt; Standard","Delay Pengiriman",""
"170","2022-06-24","vw1 ","BP-SBSBM-W100ML/H0007","Wardah Scentsation Bliss Body Mist 100 ml (Pc(s))","9753","9700","53","NI","BULK HABIS","Loss MPQ","Bulk habis","Hilang karena proses",""
"171","2022-06-24","BT1 ","L-SLWCA-W/BSH0001","Wardah Colorfit Last All Day Lip Paint 12 Berry Lasting 4.2 g","1008","975","33","NI","Bulk habis","Loss MPQ","Bulk habis","Hilang karena proses",""
"172","2022-06-24","ACA1 ","FT-FTVC-OMG/H0023","OMG Oh My Glow Peach Glowing Toner 100 ml","9648","9604","44","NI","Bulk habis","Loss MPQ","Bulk habis","Hilang karena proses",""
"173","2022-06-24","ama2 ","LB-LMPB-EM/H0010","Emina Lip Mask 9 gr (Blister Version)","18624","","18624","NH","(not set)","(not set)","(not set)","(not set)",""
"174","2022-06-24","lc2 ","FW-CD-W60ML/H0028","Wardah C-Defense Energizing Creamy Wash 60 ml (Pc(s))","15557","15516","41","NI","BULK HABIS","Loss MPQ","Bulk habis","Hilang karena proses",""
"175","2022-06-24","wy1 ","B-PBTUBB-W/H0041","Wardah Perfect Bright BB Powder 50 g","5850","5822","28","NI","Bulk habis di close","Loss MPQ","Bulk habis","Hilang karena proses",""
"176","2022-06-24","ca2 ","BBC-EN-W15ML/H0007","Wardah Everyday BB Cream Natural 15 ml (Pc(s))","57408","56832","576","NI","BULK HABIS","Loss MPQ","Bulk habis","Hilang karena proses",""
"177","2022-06-24","BI5 ","FW-PCSAC-KA/H0068","Kahf Oil and Acne Care Face Wash 100 ml","9508","8997","511","NI","BULK HABIS","Loss MPQ","Bulk habis","Hilang karena proses",""
"178","2022-06-24","SA6 ","TC-RR3LLF02-W/BSH0008","Wardah Refill Lightening Powder Foundation Light Feel 02 Golden Beige 12 g","720","700","20","NI","(not set)","(not set)","(not set)","(not set)",""
"179","2022-06-24","bi8 ","FW-PCSAC-KA/H0077","Kahf Oil and Acne Care Face Wash 100 ml","9508","8835","673","NI","BULK HABIS","Loss MPQ","Bulk habis","Hilang karena proses",""
"180","2022-06-24","ud1 ","TC-IPMFPF14-W13G/H0008","Wardah Instaperfect MATTE FIT Powder Foundation 14. CRÉME13 g","581","566","15","NI","(not set)","(not set)","(not set)","(not set)",""
"181","2022-06-24","rc1 ","REM-SBMW-W240ML/H0032","Wardah Nature Daily Seaweed Cleansing Micellar Water 240 ml","4010","3996","14","NI","BULK HABIS","Loss MPQ","Bulk habis","Hilang karena proses",""
"182","2022-06-24","gn1 ","L-EMC04-W4GR/H0004","Wardah Exclusive Matte Lip Cream 04 Pink Me 4 gr (pc(s))","10368","8640","1728","NI","Due kemas terlewat , efek domino dari jadwal sebelumnya","Leadtime","Leadtime &gt; Standard","Select Kendala",""
"183","2022-06-24","aas1 ","L-HSLWH-MO/H0006","Make Over Hydrastay Smooth Lip Whip C08 Devoted 6.5 g","360","340","20","NI","(not set)","(not set)","(not set)","(not set)",""
"184","2022-06-24","BI4 ","FW-PCSAC-KA/H0067","Kahf Oil and Acne Care Face Wash 100 ml","9508","9026","482","NI","BULK HABIS","Loss MPQ","Bulk habis","Hilang karena proses",""
"185","2022-06-23","JR6 ","FW-PCSRB-KA/H0071","Kahf Skin Energizing and Brightening Face Wash 100 ml","9360","9117","243","NI","BULK HABIS","Loss MPQ","Bulk habis","Hilang karena proses",""
"186","2022-06-23","le1 ","M-BSTUC-EM/H0017","Emina Bright Stuff Tone Up Cream 20 ml","26835","20700","6135","NI","MENGHABISKAN STOK DUSAT R4","External – Material Supply","Raw Material Supply","Beda Data Stock",""
"187","2022-06-23","aeu1 ","MY-LSMULMC-EM/H0004","Malaysia Emina Squeeze Me Up Lip Matte 03. City Cycling 6.5 g","1968","576","1392","NI","efek domini dari jadwal sebelumnya dan optimasi mesin sealing","Machine","Select Kendala","Select Kendala",""
"188","2022-06-23","JR5 ","FW-PCSRB-KA/H0070","Kahf Skin Energizing and Brightening Face Wash 100 ml","9360","8995","365","NI","bulk habis","Loss MPQ","Bulk habis","Hilang karena proses",""
"189","2022-06-23","zv1 ","BO-CLBSNT-EM/H0002","Emina Cheek Lit Highlighter Stick Nudetwinkle 7 g","624","530","94","NI","Bulk habis","Loss MPQ","Bulk habis","Hilang karena proses",""
"190","2022-06-23","mm1 ","SS-UVSDSPB-W/H0090","Wardah UV Shield Essential Sunscreen Gel SPF 30 (New Blister)","67254","66752","502","NI","BULK HABIS","Loss MPQ","Bulk habis","Hilang karena proses",""
"191","2022-06-23","zu1 ","BO-CLBSPE-EM/H0009","Emina Cheek Lit Blush Stick Peach 7 g","624","","624","NH,NI","(not set)","(not set)","(not set)","(not set)",""
"192","2022-06-23","go1 ","L-EMC05-W4GR/H0013","Wardah Exclusive Matte Lip Cream 05 Speachless 4 gr (pc(s))","18432","14688","3744","NI","Efek domino dari jadwal sebelumnya .","Leadtime","Leadtime &gt; Standard","Select Kendala",""
"193","2022-06-23","abd1 ","L-CUMKORC-W/H0013","Wardah Colorfit Ultralight Matte Lipstick 11 Sunkissed Jeju 3.6 g","4752","4444","308","NI","Bulk habis","Loss MPQ","Bulk habis","Hilang karena proses",""
"194","2022-06-23","ama1 ","LB-LMPB-EM/H0009","Emina Lip Mask 9 gr (Blister Version)","18624","10344","8280","NH,NI","Efek domino dari sebelumnya dan belum bisa menyesuaikan target di PCB","Leadtime","Leadtime &gt; Standard","Select Kendala",""
"195","2022-06-23","vn2 ","TC-RRE02-W/H0024","Wardah Refill Exclusive Two Way Cake 02 Light Beige 12 g","7425","7103","322","NI","(not set)","(not set)","(not set)","(not set)",""
