"#","Schedule Due","Kode SL","Snfg","Nama Fg","Jumlah Pcs","Qty Release","Qty Not Hit","Type","Remark","Level 1","Level 2","Level 3","Actions"
"86","2022-06-20","AD1 ","S-P1L-P450/H0006","Putri Pure Clean Shampoo Lemon 450 ML (Pc(s))","1203","1188","15","NI","Bulk Habis","Loss MPQ","Bulk habis","Hilang karena proses",""
"87","2022-06-20","AMA2 ","LB-LMPB-EM/H0008","Emina Lip Mask 9 gr (Blister Version)","4104","3918","186","NI","Bulk habis","Loss MPQ","Bulk habis","Hilang karena proses",""
"88","2022-06-20","V2472  ","FM-MTTO-EM/H0002","Emina Masquerade Face Mask Tea Tree Oil 23 g","45000","42553","2447","NI","Bulk Habis","Loss MPQ","Bulk habis","Hilang karena proses",""
"89","2022-06-20","AFO1 ","MY-MLDGN1-W/H0013","Malaysia Wardah Lightening Day Gel 30 g","6070","6048","22","NI","Bulk habis","Loss MPQ","Bulk habis","Hilang karena proses",""
"90","2022-06-20","NN1 ","FW-BSACNEN2-EM/H0032","Emina Bright Stuff for Acne Prone Skin Face Wash 50 ml","55800","55400","400","NI","Bulk Habis","Loss MPQ","Bulk habis","Hilang karena proses",""
"91","2022-06-20","RU1 ","TC-R3LLF03-W/H0030","Wardah Lightening Powder Foundation Light Feel 03 Sheer Pink 12 g","7560","7448","112","NI","di close bulk habis","Loss MPQ","Bulk habis","Hilang karena proses",""
"92","2022-06-20","CX1 ","F-LUC05-MO33ML/H0004","MAKE OVER Ultra Cover Liquid Matt Foundation 05 Velvet Nude 33 ml (pc(s))","7058","6620","438","NI","Bulk Habis","Loss MPQ","Bulk habis","Hilang karena proses",""
"93","2022-06-20","bi2 ","FW-PCSAC-KA/H0071","Kahf Oil and Acne Care Face Wash 100 ml","9508","8895","613","NI","BULK HABIS","Loss MPQ","Bulk habis","Hilang karena proses",""
"94","2022-06-20","YN3 ","FA-EGH-W/H0004","Wardah Exclusive Glowing Highlighter 6.5 g","2016","1847","169","NI","Di close karena refill habis","Loss MPQ","Bulk habis","Hilang karena proses",""
"95","2022-06-20","TY1 ","S-P1A2-P450/H0006","Putri Pure Clean Shampoo Apple 450 ML (Pc(s))","2179","2076","103","NI","Bulk habis","Loss MPQ","Bulk habis","Hilang karena proses",""
"96","2022-06-20","XH1 ","F-PTCMCN30-MO/H0009","MAKE OVER Powerstay Total Cover Matte Cream Foundation N30 Natural Beige 12 g","216","203","13","NI","Bulk habis","Loss MPQ","Bulk habis","Hilang karena proses",""
"97","2022-06-20","YN2 ","FA-EGH-W/H0003","Wardah Exclusive Glowing Highlighter 6.5 g","2016","1906","110","NI","Di close karena refill habis","Loss MPQ","Bulk habis","Hilang karena proses",""
"98","2022-06-20","UX1 ","L-CSGC102-MO/H0008","MAKE OVER Color Stick Gloss Crayon 102 Abigail 3 g","180","180","","NH","(not set)","(not set)","(not set)","(not set)",""
"99","2022-06-20","CQ3 ","FW-RWSABHA-W/H0041","Wardah Crystal Secret Foaming Cleanser with Natural AHA+PHA 100 ml","28830","27780","1050","NI","Bulk Habis","Loss MPQ","Bulk habis","Hilang karena proses",""
"100","2022-06-20","WW1 ","BP-SJYBM-W100ML/H0012","Wardah Scentsation Joyful Body Mist 100 ml (Pc(s))","9275","9175","100","NI","Bulk Habis","Loss MPQ","Bulk habis","Hilang karena proses",""
"101","2022-06-20","ABE1 ","MY-RAPRT-W/H0004","Malaysia Wardah Acnederm Pore Refining Toner 100 ml","7900","7540","360","NI","Bulk Habis","Loss MPQ","Bulk habis","Hilang karena proses",""
"102","2022-06-20","AR1 ","L-MLCF-OMG/H0043","OMG OH MY GLAM Matte Kiss Lip Cream 06 Sparkle 3.5 g","26916","26568","348","NH,NI","Close MPQ bulk habis","Man","Human Error","Human Error Pengemasan",""
"103","2022-06-20","BI2 ","FW-PCSAC-KA/H0065","Kahf Oil and Acne Care Face Wash 100 ml","9508","9295","213","NI","Bulk Habis","Loss MPQ","Bulk habis","Hilang karena proses",""
"104","2022-06-20","CS1 ","F-LUC03-MO33ML/H0006","MAKE OVER Ultra Cover Liquid Matt Foundation 03 Nude Silk 33 ml (pc(s))","5780","3200","2580","NH,NI","- Cap beda data stok
- Bulk habis","Internal – Material Supply","Raw Material Supply","Beda Data Stock",""
"105","2022-06-20","ZS1 ","FM-CMB-EM/H0008","Emina Clay Mask Brightening 60 ml","5328","5292","36","NI","Bulk Habis","Loss MPQ","Bulk habis","Hilang karena proses",""
"106","2022-06-20","CP1 ","SRM-RWSIBS-W/H0017","Wardah Crystal Secret Dark Spot &amp; Brightening Serum 20 ml","44092","43975","117","NI","Bulk Habis","Loss MPQ","Bulk habis","Hilang karena proses",""
"107","2022-06-20","CQ2 ","FW-RWSABHA-W/H0040","Wardah Crystal Secret Foaming Cleanser with Natural AHA+PHA 100 ml","28830","27240","1590","NI","Bulk Habis","Loss MPQ","Bulk habis","Hilang karena proses",""
"108","2022-06-20","XH3 ","F-PTCMCN30-MO/H0011","MAKE OVER Powerstay Total Cover Matte Cream Foundation N30 Natural Beige 12 g","216","216","","NH","jadwal belum kepegang , karena efek domino dari sebelumnya","Leadtime","Leadtime &gt; Standard","Select Kendala",""
"109","2022-06-20","AS1 ","S-P1L-P2/H0004","Putri Pure Clean Shampoo Lemon 2 L (Pc(s))","135","129","6","NI","Bulk Habis","Loss MPQ","Bulk habis","Hilang karena proses",""
"110","2022-06-20","AT2 ","L-MLCH-OMG/H0022","OMG OH MY GLAM Matte Kiss Lip Cream 08 Skyfall 3.5 g","11976","7464","4512","NH,NI","Bulk kontaminasi","Man","Human Error","Human Error Pengemasan",""
"111","2022-06-20","WV5 ","FT-LFT-W/H0052","Wardah Lightening Face Toner 125 ml","23640","23064","576","NI","Bulk Habis","Loss MPQ","Bulk habis","Hilang karena proses",""
"112","2022-06-20","ZO1 ","FW-RHMF-W/H0013","Wardah Hydra Rose Gel to Foam cleanser 100 ml","28410","28170","240","NI","Bulk Habis","Loss MPQ","Bulk habis","Hilang karena proses",""
"113","2022-06-20","XH2 ","F-PTCMCN30-MO/H0010","MAKE OVER Powerstay Total Cover Matte Cream Foundation N30 Natural Beige 12 g","216","175","41","NI","Bulk habis","Loss MPQ","Bulk habis","Hilang karena proses",""
"114","2022-06-20","UY1 ","LT-MPSG-EM5.5ML/H0004","Emina Magic Potion 02 Sunglow 5.5 ml","8205","7788","417","NI","Bulk habis","Loss MPQ","Bulk habis","Hilang karena proses",""
"115","2022-06-20","we1 ","A-SATG-W15ML/H0012","Wardah Acnederm Acne Spot Treatment Gel 15 ml (Pc(s))","17680","16926","754","NI","Bulk Habis","Loss MPQ","Bulk habis","Hilang karena proses",""
"116","2022-06-18","AAF1 ","B-IPQSP14-W/H0001","Instaperfect QUICKMATTE Loose Powder 33 Warm Olive 9 g","8160","8080","80","NH,NI","Bulk Habis","Loss MPQ","Bulk habis","Hilang karena proses",""
"117","2022-06-18","DW1 ","L-LL10-W2.3G/H0013","Wardah Lipstick Longlasting 10 Stylish Mocca 2.3 g (Pc(s))","1752","1663","89","NI","Bulk habis","Loss MPQ","Bulk habis","Hilang karena proses",""
"118","2022-06-18","WV4 ","FT-LFT-W/H0051","Wardah Lightening Face Toner 125 ml","23640","22416","1224","NI","Bulk Habis","Loss MPQ","Bulk habis","Hilang karena proses",""
"119","2022-06-18","TW2 ","FA-PFMS-MO50ML/H0027","MAKE OVER Powerstay Fix &amp; Matte Makeup Setting Spray 50 ml","1845","1818","27","NI","Bulk Habis","Loss MPQ","Bulk habis","Hilang karena proses",""
"120","2022-06-18","FY2 ","LU-P1P3P-P720/H0055","Putri Platinum Pustreite Step 1 720 ML (Pc(s))","230","216","14","NI","Bulk Habis","Loss MPQ","Bulk habis","Hilang karena proses",""
"121","2022-06-18","RS1 ","TC-R3LLF01-W/H0028","Wardah Lightening Powder Foundation Light Feel 01 Light Beige 12 g","7488","7350","138","NI","Di close karena bulk habis","Loss MPQ","Bulk habis","Hilang karena proses",""
"122","2022-06-18","AVV4 ","S-USSEC-W/H0032","Wardah Hairfall Treatment Shampoo 170 ml","16332","16296","36","NI","Bulk Habis","Loss MPQ","Bulk habis","Hilang karena proses",""
"123","2022-06-18","BP1 ","B-PT01-MO35G/H0027","MAKE OVER Silky Smooth Translucent Powder 01 Porcelain 35 g (Pc(s))","2754","2689","65","NI","Di close karena bulk habis","Loss MPQ","Bulk habis","Hilang karena proses",""
"124","2022-06-18","FY1 ","LU-P1P3P-P720/H0054","Putri Platinum Pustreite Step 1 720 ML (Pc(s))","230","228","2","NI","Bulk Habis","Loss MPQ","Bulk habis","Hilang karena proses",""
"125","2022-06-18","DM1 ","FM-MCC-W60ML/H0014","Wardah Nature Daily Mineral+ Clarifying Clay Mask 60 ml","13608","13320","288","NI","Bulk Habis","Loss MPQ","Bulk habis","Hilang karena proses",""
"126","2022-06-18","FY4 ","LU-P1P3P-P720/H0057","Putri Platinum Pustreite Step 1 720 ML (Pc(s))","230","228","2","NI","Bulk Habis","Loss MPQ","Bulk habis","Hilang karena proses",""
"127","2022-06-18","UP1 ","M-RPBSPF-W20ML/H0021","Wardah Perfect Bright Moisturizer SPF 28 20 ml","45360","44856","504","NI","BULK HABIS","Loss MPQ","Bulk habis","Hilang karena proses",""
"128","2022-06-18","VP1 ","TC-RRE04-W/H0020","Wardah Refill Exclusive Two Way Cake 04 Natural 12 g","7470","7053","417","NI","Di close karena bulk habis","Loss MPQ","Bulk habis","Hilang karena proses",""
"129","2022-06-18","RS2 ","TC-R3LLF01-W/H0029","Wardah Lightening Powder Foundation Light Feel 01 Light Beige 12 g","7488","6754","734","NI","Di close karena bulk habis","Loss MPQ","Bulk habis","Hilang karena proses",""
"130","2022-06-18","AY1 ","HT-P1SRL-P450/H0003","Hair Tonic SPA Relaxing Lavender, 450 ml","228","204","24","NI","Bulk Habis","Loss MPQ","Bulk habis","Hilang karena proses",""
"131","2022-06-18","JC1 ","FT-BST-EM/H0016","Emina Bright Stuff Face Toner 100 ml","29550","27600","1950","NI","Bulk Habis","Loss MPQ","Bulk habis","Hilang karena proses",""
"132","2022-06-18","FY3 ","LU-P1P3P-P720/H0056","Putri Platinum Pustreite Step 1 720 ML (Pc(s))","230","228","2","NI","Bulk Habis","Loss MPQ","Bulk habis","Hilang karena proses",""
"133","2022-06-18","TW1 ","FA-PFMS-MO50ML/H0026","MAKE OVER Powerstay Fix &amp; Matte Makeup Setting Spray 50 ml","1845","1782","63","NI","Bulk Habis","Loss MPQ","Bulk habis","Hilang karena proses",""
"134","2022-06-17","AAT1 ","L-HSLWK-MO/H0008","Make Over Hydrastay Smooth Lip Whip C11 Suave 6.5 g","360","359","1","NI","Packaging reject","Loss MPQ","Packaging habis","Reject &gt; standar",""
"135","2022-06-17","YX1 ","M-LDCN1-W/H0021","Wardah Lightening Day Cream Advanced Niacinamide 20 mL","43940","43940","","NH","(not set)","(not set)","(not set)","(not set)",""
"136","2022-06-17","rv5 ","TC-R3LLF04-W/BSH0003","Wardah Lightening Powder Foundation Light Feel 04 Natural 12 g","684","526","158","NI","Di close karena bulk habis","Loss MPQ","Bulk habis","Hilang karena proses",""
"137","2022-06-17","V2462  ","FM-MPO-EM/H0008","Emina Masquerade Face Mask Pomegranate 23 g","25000","11827","13173","NI","Bulk Habis","Loss MPQ","Bulk habis","Hilang karena proses",""
"138","2022-06-17","TJ1  ","MY-LGS05-EM/H0008","Malaysia Emina Glossy Stain 05 Spring Dazzle 3 g","672","288","384","NI","Bulk Habis","Loss MPQ","Bulk habis","Hilang karena proses",""
"139","2022-06-17","VM3 ","TC-RRE01-W/H0009","Wardah Refill Exclusive Two Way Cake 01 Sheer Pink 12 g","7515","7322","193","NI","Di close karena bulk habis","Loss MPQ","Bulk habis","Hilang karena proses",""
"140","2022-06-17","acj1 ","F-CLCME-W/H0003","Wardah Colorfit Matte Foundation 33W Olive Beige 25 ml","7874","7626","248","NI","Bulk Habis","Loss MPQ","Bulk habis","Hilang karena proses",""
"141","2022-06-17","VQ1 ","L-REMO41-W/H0004","Wardah Exclusive Moist Lipstick 41 Charming Red 3.5 g","4704","4704","","NH","(not set)","(not set)","(not set)","(not set)",""
"142","2022-06-17","tq3 ","LB-EVFSS-W4G/H0033","Wardah Everyday Fruity Sheer Lip Balm Strawberry 4 g","4440","4440","","NH","Jadwal pull NDC","Leadtime","Leadtime &gt; Standard","Select Kendala",""
"143","2022-06-17","ez5 ","TWC-CLFTG-W/BSH0001","Wardah Colorfit Velvet Powder Foundation 42N Neutral Sand 11 g","360","263","97","NI","Di close karena bulk habis","Loss MPQ","Bulk habis","Hilang karena proses",""
"144","2022-06-17","VP1 ","L-REMO36-W/H0005","Wardah Exclusive Moist Lipstick 36 Sugary Pink 3.5 g","9672","9581","91","NI","Bulk habis","Loss MPQ","Bulk habis","Hilang karena proses",""
"145","2022-06-17","rv6 ","TC-R3LLF04-W/BSH0004","Wardah Lightening Powder Foundation Light Feel 04 Natural 12 g","900","827","73","NI","Di close karena bulk habis","Loss MPQ","Bulk habis","Hilang karena proses",""
"146","2022-06-17","VM1 ","TC-RRE01-W/H0007","Wardah Refill Exclusive Two Way Cake 01 Sheer Pink 12 g","7515","7323","192","NI","Di close karena bulk habis","Loss MPQ","Bulk habis","Hilang karena proses",""
"147","2022-06-17","ADE1 ","F-EVLLF02-W/H0007","Wardah Everyday Luminous Liquid Foundation – 02 Light Beige 35 ml","24588","24516","72","NI","Bulk Habis","Loss MPQ","Bulk habis","Hilang karena proses",""
"148","2022-06-17","HR1 ","TC-PMW33-MO12G/H0020","MAKE OVER Powerstay Matte Powder Foundation W33 Honey Beige 12 g","1200","1200","","NH","efek domino bulk telat release","Leadtime","Leadtime &gt; Standard","Efek Domino Pendingan",""
"149","2022-06-17","AN1 ","L-MLCB-OMG/H0044","OMG OH MY GLAM Matte Kiss Lip Cream 02 Juicy 3.5 g","26916","25824","1092","NI","Bulk Habis","Loss MPQ","Bulk habis","Hilang karena proses",""
"150","2022-06-17","SB1 ","TC-RR3LLF03-W/H0026","Wardah Refill Lightening Powder Foundation Light Feel 03 Sheer Pink 12 g","27360","27204","156","NI"," karena bulk habis","Loss MPQ","Bulk habis","Hilang karena proses",""
"151","2022-06-17","SA2 ","TC-RR3LLF02-W/H0034","Wardah Refill Lightening Powder Foundation Light Feel 02 Golden Beige 12 g","26208","26167","41","NI","Di close karena bulk habis","Loss MPQ","Bulk habis","Hilang karena proses",""
"152","2022-06-17","ek8 ","TWC-CLFTC-W/BSH0003","Wardah Colorfit Velvet Powder Foundation 23W Warm Ivory 11 g","648","553","95","NI","Di close karena bulk habis","Loss MPQ","Bulk habis","Hilang karena proses",""
"153","2022-06-17","AZ2 ","L-MLCN-OMG/H0014","OMG Oh My Glam Matte Kiss Lip Cream 14 Cappuccino 3.5 g","21324","","21324","NH,NI","(not set)","(not set)","(not set)","(not set)",""
"154","2022-06-17","AMA1 ","LB-LMPB-EM/H0007","Emina Lip Mask 9 gr (Blister Version)","4104","4060","44","NI","Bulk habis","Loss MPQ","Bulk habis","Hilang karena proses",""
"155","2022-06-17","AS2 ","L-MLCG-OMG/H0043","OMG OH MY GLAM Matte Kiss Lip Cream 07 Delight 3.5 g","11976","","11976","NH,NI","(not set)","(not set)","(not set)","(not set)",""
"156","2022-06-17","aca2 ","FT-FTVC-OMG/H0022","OMG Oh My Glow Peach Glowing Toner 100 ml","11592","11592","","NH","(not set)","(not set)","(not set)","(not set)",""
"157","2022-06-17","ek9 ","TWC-CLFTC-W/BSH0004","Wardah Colorfit Velvet Powder Foundation 23W Warm Ivory 11 g","828","795","33","NI","Di close karena bulk habis","Loss MPQ","Bulk habis","Hilang karena proses",""
"158","2022-06-17","tr2 ","LB-EVLNGT-W4G/H0013","Wardah Everyday Moisture Lip Nutrition Green Tea 4 g","4440","4231","209","NI","Bulk habis","Loss MPQ","Bulk habis","Hilang karena proses",""
"159","2022-06-17","WV3 ","FT-LFT-W/H0050","Wardah Lightening Face Toner 125 ml","23640","22752","888","NI","Bulk Habis","Loss MPQ","Bulk habis","Hilang karena proses",""
"160","2022-06-17","AAO1 ","L-HSLWI-MO/H0008","Make Over Hydrastay Smooth Lip Whip C09 Admire 6.5 g","360","336","24","NI","Bulk habis","Loss MPQ","Bulk habis","Hilang karena proses",""
"161","2022-06-17","RQ1 ","M-LNCN1-W/H0018","Wardah Lightening Night Cream Advanced Niacinamide 20 mL","46136","45936","200","NI","BUK HABIS","Loss MPQ","Bulk habis","Hilang karena proses",""
"162","2022-06-17","BK1 ","S-P1SRL-P450/H0005","Putri SPA Relaxing Shampoo (Lavender) 450 ML (Pc(s))","108","84","24","NI","Bulk Habis","Loss MPQ","Bulk habis","Hilang karena proses",""
"163","2022-06-17","YN1 ","FA-EGH-W/H0002","Wardah Exclusive Glowing Highlighter 6.5 g","2016","1789","227","NI","Di close karena bulk habis","Loss MPQ","Bulk habis","Hilang karena proses",""
"164","2022-06-17","AEF1 ","L-EMC05DP-W/H0001","Wardah Exclusive Matte Lip Cream 05 Speachless 4g","46080","10944","35136","NH,NI","due sudah lewat di BS karena efek domino dari jadwal sebelumnya","Leadtime","Leadtime &gt; Standard","Select Kendala",""
"165","2022-06-17","fa13 ","TWC-CLFTD-W/BSH0008","Wardah Colorfit Velvet Powder Foundation 32N Neutral Beige 11 g","576","459","117","NI","Di close karena bulk habis","Loss MPQ","Bulk habis","Hilang karena proses",""
"166","2022-06-17","ek7 ","TWC-CLFTC-W/BSH0002","Wardah Colorfit Velvet Powder Foundation 23W Warm Ivory 11 g","612","455","157","NI","Di close karena bulk habis","Loss MPQ","Bulk habis","Hilang karena proses",""
"167","2022-06-17","aec2 ","BO-DUA-MO/H0002","MAKE OVER Powerstay Suede Blush 10 Magnetic Rush 6 g","4156","576","3580","NH","due sudah lewat , optimasi performance bulk","Leadtime","Leadtime &gt; Standard","Select Kendala",""
"168","2022-06-17","VM2 ","TC-RRE01-W/H0008","Wardah Refill Exclusive Two Way Cake 01 Sheer Pink 12 g","7515","7254","261","NI","Di close karena bulk habis","Loss MPQ","Bulk habis","Hilang karena proses",""
"169","2022-06-17","UZ1 ","LT-MPSM-EM5.5ML/H0004","Emina Magic Potion 03 Smitten 5.5 ml","8205","8064","141","NI","Bulk Habis","Loss MPQ","Bulk habis","Hilang karena proses",""
"170","2022-06-17","ABV2 ","MY-UVSESG-W/H0018","Malaysia Wardah UV Shield Essential Sunscreen Gel SPF 30 40 ml","21363","21363","","NH","(not set)","(not set)","(not set)","(not set)",""
"171","2022-06-17","ACO1 ","M-SM01-KA/H0029","Kahf Triple Protection Sunscreen Moisturizer 30 ml","11754","11664","90","NI","M-SM01-KA/H0029","Loss MPQ","Bulk habis","Hilang karena proses",""
"172","2022-06-17","AEV1 ","SRM-RWSPTEN1-W/H0006","Wardah Crystal Secret Pure Treatment Essence 50 ml","16325","16275","50","NI","M-SM01-KA/H0029","Loss MPQ","Bulk habis","Hilang karena proses",""
"173","2022-06-16","ZU1 ","BO-CLBSPE-EM/H0007","Emina Cheek Lit Blush Stick Peach 7 g","624","456","168","NH,NI","Bulk Habis","Loss MPQ","Bulk habis","Hilang karena proses",""
"174","2022-06-16","AU3 ","L-MLCI-OMG/H0046","OMG OH MY GLAM Matte Kiss Lip Cream 09 Charm 3.5 g","26916","26328","588","NI","Bulk Habis","Loss MPQ","Bulk habis","Hilang karena proses",""
"175","2022-06-16","AP2 ","L-MLCD-OMG/H0024","OMG OH MY GLAM Matte Kiss Lip Cream 04 Sunset 3.5 g","11976","11832","144","NI","Bulk Habis","Loss MPQ","Bulk habis","Hilang karena proses",""
"176","2022-06-16","ZG1 ","LT-MP05-EM/H0003","Emina Magic Potion 05 Summer 5.5 ml","8205","7968","237","NI","Bulk Habis","Loss MPQ","Bulk habis","Hilang karena proses",""
"177","2022-06-16","JW1 ","BO-SKPS03-MO6G/H0027","MAKE OVER BO Single 03 Promiscious Peach 6g (Pc(s))","1080","905","175","NI","di close karena bulk habis","Loss MPQ","Bulk habis","Hilang karena proses",""
"178","2022-06-16","CD1 ","BBC-EL-W30ML/H0002","Wardah Everyday BB Cream Light 30 ml (Pc(s))","9700","9072","628","NI","Bulk Habis","Loss MPQ","Bulk habis","Hilang karena proses",""
"179","2022-06-16","adv2 ","FW-FW01-KA/H0046","Kahf Gentle Exfoliating Face Scrub 100 ml","9120","9116","4","NI","Bulk Habis","Loss MPQ","Bulk habis","Hilang karena proses",""
"180","2022-06-16","HK1 ","HBW-BWN2D-BD/H0008","Biodef Natural Protection Mint + Yuzu Body Wash Antiseptik Alami Pouch 400 ml","6989","6926","63","NI","Bulk Habis","Loss MPQ","Bulk habis","Hilang karena proses",""
"181","2022-06-16","ALS1 ","L-EMC18-W4GR/H0005","Wardah Exclusive Matte Lip Cream 18 Saturdate Night 4 gr (Pc(s))","10368","10152","216","NI","Bulk habis","Loss MPQ","Bulk habis","Hilang karena proses",""
"182","2022-06-16","AM2 ","L-MLCA-OMG/H0023","OMG OH MY GLAM Matte Kiss Lip Cream 01 Dreamy 3.5 g","11976","11844","132","NI","Bulk Habis","Loss MPQ","Bulk habis","Hilang karena proses",""
"183","2022-06-16","FG1 ","TC-RPC02-MO12G/H0011","MAKE OVER Perfect Cover Refill TWC 02 Coral 12 g (Pc(s))","1440","1347","93","NI","di close karena bulk habis","Loss MPQ","Bulk habis","Hilang karena proses",""
"184","2022-06-16","AIY1 ","MY-MRHOVN1-W/H0003","Malaysia Wardah Hydra Rose Moisture Rich Night Gel 40 g","5658","3456","2202","NI","Bulk Habis","Loss MPQ","Bulk habis","Hilang karena proses",""
"185","2022-06-16","AFY1 ","MY-RREMPBTUMW-W/H0005","Malaysia Wardah Perfect Bright Tone Up Micellar Water 100 ml","9574","9464","110","NI","Bulk Habis","Loss MPQ","Bulk habis","Hilang karena proses",""
"186","2022-06-16","aca1 ","FT-FTVC-OMG/H0021","OMG Oh My Glow Peach Glowing Toner 100 ml","11592","11580","12","NI","LOSSMPQ","Quality","Finished Good Defect / Pending / Rework / Reject","Kualitas Packaging Bermasalah",""
"187","2022-06-16","CL1 ","D-W1R1HER-W60ML/H0013","Wardah Roll On For Her 60 ml","16020","15870","150","NI","Bulk Habis","Loss MPQ","Bulk habis","Hilang karena proses",""
"188","2022-06-16","adv1 ","FW-FW01-KA/H0045","Kahf Gentle Exfoliating Face Scrub 100 ml","9120","9114","6","NI","Bulk Habis","Loss MPQ","Bulk habis","Hilang karena proses",""
"189","2022-06-16","DE2 ","FS-RLN2-W/H0023","Wardah Lightening Gentle Exfoliator 50 ml","18847","18750","97","NH,NI","Bulk Habis","Loss MPQ","Bulk habis","Hilang karena proses",""
"190","2022-06-16","hc1 ","FT-SBFT-EM/H0005","Emina Skin Buddy Face Toner 100 ml","9655","9075","580","NI","Bulk Habis","Loss MPQ","Bulk habis","Hilang karena proses",""
"191","2022-06-16","AFD1 ","F-EVLLF01-W/H0007","Wardah Everyday Luminous Liquid Foundation – 01 Natural White 35 ml","24228","24156","72","NI","Bulk Habis","Loss MPQ","Bulk habis","Hilang karena proses",""
"192","2022-06-16","di1 ","F-IPSF11-W/H0002","Instaperfect SKINFOCUS Cover Foundation 11 Fair Pink 30 ml","5974","5707","267","NI","Bulk Habis","Loss MPQ","Bulk habis","Hilang karena proses",""
"193","2022-06-16","FE1 ","TC-PC01-MO12G/H0009","MAKE OVER Perfect Cover TWC 01 Lace 12 g (Pc(s))","8064","7401","663","NI","diclose karena bulk habis","Loss MPQ","Bulk habis","Hilang karena proses",""
"194","2022-06-16","aee1 ","L-EMC09DP-W/H0001","Wardah Exclusive Matte Lip Cream 09 Mauve On ! 4g","44785","25920","18865","NH,NI","efek domino dari jadwal sebelumnya , optimasi mesin hologram","Machine","Mesin Down","Select Kendala",""
"195","2022-06-16","ZB1 ","L-CHC11-MO/H0007","MAKE OVER Color Hypnose Creamy Lipmatte 11 Adore 4.3 g","528","489","39","NI","Bulk habis","Loss MPQ","Bulk habis","Hilang karena proses",""
"196","2022-06-16","AJR1 ","SRM-RWSPTEN4-W/H0001","Wardah Crystal Secret Pure Treatment Essence 30 ml","30467","14320","16147","NI","(not set)","(not set)","(not set)","(not set)",""
"197","2022-06-16","GP1 ","L-EMC06-W4GR/H0011","Wardah Exclusive Matte Lip Cream 06 Feeling Red 4 gr (Pc(s))","18432","13968","4464","NH,NI","Efek domino dari jadwal sebelumnya","Machine","Mesin Down","Select Kendala",""
"198","2022-06-16","ZU2 ","BO-CLBSPE-EM/H0008","Emina Cheek Lit Blush Stick Peach 7 g","624","432","192","NH,NI","Jadwal Pending, efek domino , Loss MPQ","Leadtime","Leadtime &gt; Standard","Efek Domino Pendingan",""
"199","2022-06-16","HC1 ","FT-SBFT-EM/H0006","Emina Skin Buddy Face Toner 100 ml","9655","9375","280","NI","Bulk Habis","Loss MPQ","Bulk habis","Hilang karena proses",""
"200","2022-06-16","QQ1 ","A-BPCB-W20G/H0008","Wardah Acnederm Pore Blackhead Balm 20 g (Pc(s))","5832","5832","","NH","(not set)","(not set)","(not set)","(not set)",""
"201","2022-06-16","DL1 ","FM-PBPO-W60ML/H0004","Wardah Perfect Bright Peel Off Mask 60 ml","10008","9360","648","NH,NI","Bulk Habis","Loss MPQ","Bulk habis","Hilang karena proses",""
"202","2022-06-16","KG1 ","PRM-PCCPC-MO/H0002","MAKE OVER POWERSTAY Color Correcting Primer Peach 25 ml","1500","1320","180","NI","Bulk Habis","Loss MPQ","Bulk habis","Hilang karena proses",""
"203","2022-06-16","AAR1 ","BO-CLBSPI-EM/H0003","Emina Cheek Lit Blush Stick Pink 7 g","624","554","70","NI","Bulk habis","Loss MPQ","Bulk habis","Hilang karena proses",""
"204","2022-06-16","WV2 ","FT-LFT-W/H0049","Wardah Lightening Face Toner 125 ml","23640","22560","1080","NI","Bulk Habis","Loss MPQ","Bulk habis","Hilang karena proses",""
"205","2022-06-16","NP1 ","M-RHOVN2-W/H0004","Wardah Hydra Rose Moisture Rich Night Gel 17 ml","7603","7380","223","NI","Bulk Habis","Loss MPQ","Bulk habis","Hilang karena proses",""
"206","2022-06-15","RC1 ","REM-SBMW-W240ML/H0031","Wardah Nature Daily Seaweed Cleansing Micellar Water 240 ml","4010","3906","104","NI","Bulk Habis","Loss MPQ","Bulk habis","Hilang karena proses",""
"207","2022-06-15","XI1 ","F-PTCMCW42-MO/H0006","MAKE OVER Powerstay Total Cover Matte Cream Foundation W42 Warm Sand 12 g","216","177","39","NI","Bulk habis","Loss MPQ","Bulk habis","Hilang karena proses",""
"208","2022-06-15","XH4 ","F-PTCMCN30-MO/H0012","MAKE OVER Powerstay Total Cover Matte Cream Foundation N30 Natural Beige 12 g","216","206","10","NI","Bulk habis","Loss MPQ","Bulk habis","Hilang karena proses",""
"209","2022-06-15","XL1 ","F-PTCMCC62-MO/H0007","MAKE OVER Powerstay Total Cover Matte Cream Foundation C62 Rich Cocoa 12 g","216","193","23","NI","Bulk habis","Loss MPQ","Bulk habis","Hilang karena proses",""
"210","2022-06-15","BQ2 ","L-MLCM-OMG/H0016","OMG Oh My Glam Matte Kiss Lip Cream 13 Latte 3.5 g","11976","11436","540","NI","Bulk Habis","Loss MPQ","Bulk habis","Hilang karena proses",""
"211","2022-06-15","sg1 ","TC-PMW32-MO/H0008","MAKE OVER Powerstay Matte Powder Foundation W32 Warm Beige 12 g","1200","1200","","NH","Bulk putih2, saat olah pun sudah ditemukan putih-putih, namun release, dan saat dikemas lewat dari standar putih yang ada, ayak 2 kali, dan digiling ulang","Quality","Bulk Pending / Rework / Reject","Kualitas Bulk Bermasalah",""
