"id","snfg_id/display_name","name","product_id/display_name","fro_sediaan","scheduled_start","scheduled_finished","picking_type_id/display_name","mo_id/display_name","state","fro_stream_line"
"__export__.mfg_snfg_line_2468_7fc54855","L-MLCL-OMG/H0037","MO-L-MLCL-BULK/H0039","[L-MLCL-BULK] OMG OH MY GLAM Matte Kiss Lip Cream 12 Scarlet","S","2022-06-20","2022-06-24","Jatake 4: JTK 4 - Olah","VCI#MO/220001178","Confirmed","A"
"__export__.mfg_snfg_line_2469_3ad5b531","L-MLCM-OMG/H0017","L-MLCM-OMG/H0017","[80044] OMG Oh My Glam Matte Kiss Lip Cream 13 Latte 3.5 g","S","2022-06-23","2022-06-28","Jatake 4: JTK 4 - Kemas","VCI#MO/220001152","Confirmed","A"
"__export__.mfg_snfg_line_2470_6e4062aa","L-MLCN-OMG/H0015","L-MLCN-OMG/H0015","[80045] OMG Oh My Glam Matte Kiss Lip Cream 14 Cappuccino 3.5 g","S","2022-06-22","2022-06-24","Jatake 4: JTK 4 - Kemas","VCI#MO/220001153","Confirmed","A"
"__export__.mfg_snfg_line_2471_2233d1e2","L-MLCH-OMG/H0023","L-MLCH-OMG/H0023","[80008] OMG OH MY GLAM Matte Kiss Lip Cream 08 Skyfall 3.5 g","S","2022-06-23","2022-06-24","Jatake 4: JTK 4 - Kemas","VCI#MO/220001154","Confirmed","A"
"__export__.mfg_snfg_line_2472_d40ec0e5","L-MLCH-OMG/H0023","MO-L-MLCH-BULK/H0025","[L-MLCH-BULK] OMG OH MY GLAM Matte Kiss Lip Cream 08 Skyfall","S","2022-06-20","2022-06-24","Jatake 4: JTK 4 - Olah","VCI#MO/220001189","Confirmed","A"
"__export__.mfg_snfg_line_2473_586598c2","L-MLCJ-OMG/H0017","L-MLCJ-OMG/H0017","[80010] OMG OH MY GLAM Matte Kiss Lip Cream 10 Shell 3.5 g","S","2022-06-23","2022-06-24","Jatake 4: JTK 4 - Kemas","VCI#MO/220001155","Confirmed","A"
"__export__.mfg_snfg_line_2474_9736e5bf","L-MLCJ-OMG/H0017","MO-L-MLCJ-BULK/H0019","[L-MLCJ-BULK] Oh My Glam Matte Kiss Lip Cream 10 Shell","S","2022-06-20","2022-06-24","Jatake 4: JTK 4 - Olah","VCI#MO/220001180","Confirmed","A"
"__export__.mfg_snfg_line_2475_c383d1cb","L-MLCJ-OMG/H0018","L-MLCJ-OMG/H0018","[80010] OMG OH MY GLAM Matte Kiss Lip Cream 10 Shell 3.5 g","S","2022-06-23","2022-06-24","Jatake 4: JTK 4 - Kemas","VCI#MO/220001156","Confirmed","A"
"__export__.mfg_snfg_line_2476_c8fbbfa1","L-MLCJ-OMG/H0018","MO-L-MLCJ-BULK/H0020","[L-MLCJ-BULK] Oh My Glam Matte Kiss Lip Cream 10 Shell","S","2022-06-20","2022-06-24","Jatake 4: JTK 4 - Olah","VCI#MO/220001181","Confirmed","A"
"__export__.mfg_snfg_line_2477_798761e9","L-MLCJ-OMG/H0019","L-MLCJ-OMG/H0019","[80010] OMG OH MY GLAM Matte Kiss Lip Cream 10 Shell 3.5 g","S","2022-06-23","2022-06-24","Jatake 4: JTK 4 - Kemas","VCI#MO/220001157","Confirmed","A"
"__export__.mfg_snfg_line_2478_2815862c","L-MLCJ-OMG/H0019","MO-L-MLCJ-BULK/H0021","[L-MLCJ-BULK] Oh My Glam Matte Kiss Lip Cream 10 Shell","S","2022-06-20","2022-06-24","Jatake 4: JTK 4 - Olah","VCI#MO/220001182","Confirmed","A"
"__export__.mfg_snfg_line_2479_5cd14871","L-MLCJ-OMG/H0020","L-MLCJ-OMG/H0020","[80010] OMG OH MY GLAM Matte Kiss Lip Cream 10 Shell 3.5 g","S","2022-06-23","2022-06-24","Jatake 4: JTK 4 - Kemas","VCI#MO/220001158","Confirmed","A"
"__export__.mfg_snfg_line_2480_653576a2","L-MLCJ-OMG/H0020","MO-L-MLCJ-BULK/H0022","[L-MLCJ-BULK] Oh My Glam Matte Kiss Lip Cream 10 Shell","S","2022-06-20","2022-06-24","Jatake 4: JTK 4 - Olah","VCI#MO/220001179","Confirmed","A"
"__export__.mfg_snfg_line_2481_b2d2d0de","L-MLCO-OMG/H0017","L-MLCO-OMG/H0017","[80046] OMG Oh My Glam Matte Kiss Lip Cream 15 Espresso 3.5 g","S","2022-06-23","2022-06-24","Jatake 4: JTK 4 - Kemas","VCI#MO/220001159","Confirmed","A"
"__export__.mfg_snfg_line_2482_c0293217","L-MLCO-OMG/H0017","MO-L-MLCO-BULK/H0017","[L-MLCO-BULK] OMG Oh My Glam Matte Kiss Lip Cream 15","S","2022-06-20","2022-06-24","Jatake 4: JTK 4 - Olah","VCI#MO/220001185","Confirmed","A"
"__export__.mfg_snfg_line_2483_e5d92dbb","L-MLCO-OMG/H0018","L-MLCO-OMG/H0018","[80046] OMG Oh My Glam Matte Kiss Lip Cream 15 Espresso 3.5 g","S","2022-06-23","2022-06-24","Jatake 4: JTK 4 - Kemas","VCI#MO/220001160","Confirmed","A"
"__export__.mfg_snfg_line_2484_e86ab33d","L-MLCO-OMG/H0018","MO-L-MLCO-BULK/H0018","[L-MLCO-BULK] OMG Oh My Glam Matte Kiss Lip Cream 15","S","2022-06-20","2022-06-24","Jatake 4: JTK 4 - Olah","VCI#MO/220001183","Confirmed","A"
"__export__.mfg_snfg_line_2485_f028061c","L-MLCO-OMG/H0019","L-MLCO-OMG/H0019","[80046] OMG Oh My Glam Matte Kiss Lip Cream 15 Espresso 3.5 g","S","2022-06-23","2022-06-24","Jatake 4: JTK 4 - Kemas","VCI#MO/220001161","Confirmed","A"
"__export__.mfg_snfg_line_2486_d7dc9d42","L-MLCO-OMG/H0019","MO-L-MLCO-BULK/H0019","[L-MLCO-BULK] OMG Oh My Glam Matte Kiss Lip Cream 15","S","2022-06-20","2022-06-24","Jatake 4: JTK 4 - Olah","VCI#MO/220001184","Confirmed","A"
"__export__.mfg_snfg_line_2488_0585153e","FT-FT-OMG/H0025","FT-FT-OMG/H0025","[80028] OMG OH MY GLOW Peach Glowing Toner 100 ml","L","2022-06-24","2022-06-24","Jatake 4: JTK 4 - Kemas","VCI#MO/220001164","Confirmed","B"
"__export__.mfg_snfg_line_2489_595f641d","FT-FT-OMG/H0026","FT-FT-OMG/H0026","[80028] OMG OH MY GLOW Peach Glowing Toner 100 ml","L","2022-06-26","2022-07-02","Jatake 4: JTK 4 - Kemas","VCI#MO/220001165","Confirmed","C"
"__export__.mfg_snfg_line_2490_6388b124","F-L03-OMG/H0006","F-L03-OMG/H0006","[80049] OMG Oh My Glam Coverlast Liquid Foundation 31 W Beige","L","2022-06-23","2022-06-24","Jatake 4: JTK 4 - Kemas","VCI#MO/220001166","Confirmed","C"
"__export__.mfg_snfg_line_2492_8a206ed6","M-MN2-OMG/H0012","M-MN2-OMG/H0012","[80031] OMG Oh My Glow Peach Glowing Cream 25 g","L","2022-06-23","2022-06-27","Jatake 4: JTK 4 - Kemas","VCI#MO/220001163","Confirmed","A"
"__export__.mfg_snfg_line_2493_fae79684","FW-FWN2-OMG/H0010","FW-FWN2-OMG/H0010","[80029] OMG OH MY GLOW Peach Glowing Face Wash 50 g","L","2022-06-21","2022-06-21","Jatake 4: JTK 4 - Kemas","VCI#MO/220001162","Confirmed","A"
"__export__.mfg_snfg_line_2528_8d35f184","FT-FT-OMGDUMMY/A0028","FT-FT-OMGDUMMY/A0029","[80028] OMG OH MY GLOW Peach Glowing Toner 100 ml","L","2022-06-28","2022-07-02","Jatake 4: JTK 4 - Kemas","VCI#MO/220001190","Confirmed",""
