DC,BRAND,CAT1,CAT4,ODOO CODE,CORPORATE CODE,BARCODE,ITEM NAME,GT PRICE,QOH,RESERVED (QTY),AVAILABLE (QTY),QOH (Rp),RESERVED (Rp),AVAILABLE (Rp),EXPIRED DATE
DC MEDAN,EMINA,HAND CLEANSING,EMINA ALOE VERA HAND GEL,02468,HS-AVHGN2-EM,8993137710404,EMINA ALOE VERA HAND GEL 50 ML,14864.87,329,0,329,4890542.23,0,4890542.23,
DC MEDAN,EMINA,HAND CLEANSING,EMINA ALOE VERA HAND GEL,02450,HS-AVHG-EM,8993137710268,EMINA ALOE VERA HAND GEL 60 ML,15765.77,26,0,26,409910.02,0,409910.02,
DC MEDAN,MAKE OVER,LIP MAKE UP,MAKE OVER LIP CRAYON MATTE,01558,L-CSMC103-MO2.6G,8993137699303,MAKE OVER COLOR STICK MATTE CRAYON 103 HARPER 2.6 G,87387.39,75,0,75,6554054.25,0,6554054.25,
DC MEDAN,MAKE OVER,LIP MAKE UP,MAKE OVER CLIQUEMATTE,01986,L-CQS212-MO2G,8993137701518,MAKE OVER CLIQUEMATTE LIP STYLO 212 CHECKMATE 2 G,101801.81,6,0,6,610810.86,0,610810.86,
DC MEDAN,MAKE OVER,FACE MAKE UP,MAKE OVER POWERSTAY CREAMY FOUNDATION,02194,F-PTCMCW42-MO,8993137704991,MAKE OVER POWERSTAY TOTAL COVER MATTE CREAM FOUNDATION W42 WARM SAND 12 G,121621.63,21,0,21,2554054.23,0,2554054.23,
DC MEDAN,MAKE OVER,LIP MAKE UP,MAKE OVER LIP CRAYON MATTE,01559,L-CSMC104-MO2.6G,8993137699310,MAKE OVER COLOR STICK MATTE CRAYON 104 BLAKE 2.6 G,87387.39,50,0,50,4369369.5,0,4369369.5,
DC MEDAN,MAKE OVER,LIP MAKE UP,MAKE OVER CLIQUEMATTE,01983,L-CQS209-MO2G,8993137701488,MAKE OVER CLIQUEMATTE LIP STYLO 209 ROYALE 2 G,101801.81,75,3,72,7635135.75,305405.43,7329730.32,
DC MEDAN,MAKE OVER,LIP MAKE UP,MAKE OVER LIP CRAYON MATTE,01556,L-CSMC101-MO2.6G,8993137699280,MAKE OVER COLOR STICK MATTE CRAYON 101 BROOKLYN 2.6 G,87387.39,1,0,1,87387.39,0,87387.39,
DC MEDAN,MAKE OVER,FACE MAKE UP,MAKE OVER CREAMY FOUNDATION,00525,F-PC-MO3X12G,8993137683029,MAKE OVER CREAMY FOUNDATION PALETTE 3X12 G (PC(S)),225225.23,6,0,6,1351351.38,0,1351351.38,
DC MEDAN,MAKE OVER,LIP MAKE UP,MAKE OVER CREAMY LUST LIPSTICK,00684,L-CLCH09-MO4G,8993137682886,MAKE OVER CREAMY LUST LIPSTICK 09 CLOVER HAZE 4 G (PC(S)),69369.37,2,0,2,138738.74,0,138738.74,
DC MEDAN,MAKE OVER,LIP MAKE UP,MAKE OVER ULTRA SHINE LIPSTICK,00738,"L-USVB09-MO3,8G",8993137682763,"MAKE OVER ULTRA SHINE LIPSTICK 09 VENETIAN BROWN 3,8 G (PC(S))",69369.37,1,0,1,69369.37,0,69369.37,
DC MEDAN,MAKE OVER,LIP MAKE UP,MAKE OVER ULTRA SHINE LIPSTICK,00742,"L-USEVK13-MO3,8G",8993137690997,"MAKE OVER ULTRA SHINE LIPSTICK 13 EVERLASTING KISS 3,8 G (PC(S))",69369.37,2,0,2,138738.74,0,138738.74,
DC MEDAN,MAKE OVER,LIP MAKE UP,MAKE OVER POWERSTAY LIP STAIN,02104,L-PVW01-MO,8993137705462,MAKE OVER POWERSTAY VIVID WATERLITE LIP STAIN A01 BUMBLE 5.5 G,91891.9,12,0,12,1102702.8,0,1102702.8,
DC MEDAN,PUTRI,HAIR TONIC,PUTRI HAIR TONIC,00312,HT-P1G1-P2,8993137250030,"HAIR TONIC NORMAL TO OILY HAIR (GREEN), 2 L",114684.69,8,0,8,917477.52,0,917477.52,
DC MEDAN,PUTRI,SHAMPOO,PUTRI SHAMPOO,00362,S-P1A2-P2,8993137180429,PUTRI PURE CLEAN SHAMPOO APPLE 2 L (PC(S)),66936.94,4,0,4,267747.76,0,267747.76,
DC MEDAN,PUTRI,SHAMPOO,PUTRI SHAMPOO,00367,S-P1L-P2,8993137180528,PUTRI PURE CLEAN SHAMPOO LEMON 2 L (PC(S)),66936.94,2,0,2,133873.88,0,133873.88,
DC MEDAN,PUTRI,CREAMBATH,PUTRI NATURE REFILL CREAMBATH,00329,CB-P1K-PR1,8993137683937,PUTRI NATURAL CREAMBATH CANDLENUT REFILL 1 KG (PC(S)),32162.17,1,0,1,32162.17,0,32162.17,
DC MEDAN,WARDAH,FACE MAKE UP,WARDAH EVERYDAY REFILL COMPACT POWDER,00212,B-W3RELCP04-W14G,8993137680264,WARDAH REFILL EVD LUM COMPACT POWDER 04 NATURAL 14 G (PC(S)),28378.38,1,0,1,28378.38,0,28378.38,
DC MEDAN,WARDAH,LIP MAKE UP,WARDAH COLORFIT LIP MOUSSE,02116,L-CVM05-W,8993137705370,WARDAH COLORFIT VELVET MATTE LIP MOUSSE 05 ARTISAN MAUVE 4 G,63513.52,4,0,4,254054.08,0,254054.08,
DC MEDAN,WARDAH,LIP MAKE UP,WARDAH COLORFIT LIP MOUSSE,02117,L-CVM06-W,8993137705387,WARDAH COLORFIT VELVET MATTE LIP MOUSSE 06 FUCHSIA LOVER 4 G,63513.52,6,0,6,381081.12,0,381081.12,
DC MEDAN,WARDAH,PACKAGE PERSONAL CARE,WARDAH PAKET HAJI PACKAGE,00288,PH-HU-W,8993137677363,PAKET HAJI DAN UMROH WARDAH (PC(S)),123873.88,31,0,31,3840090.28,0,3840090.28,
DC MEDAN,WARDAH,FACE MOISTURIZER,WARDAH WHITE SECRET PURE TREATMENT ESSENCE,01201,SRM-WSPTE-W100ML,8993137693646,WARDAH WHITE SECRET PURE TREATMENT ESSENCE 100 ML (PC(S)),123873.88,1,0,1,123873.88,0,123873.88,
DC MEDAN,WARDAH,LIP MAKE UP,WARDAH COLORFIT LIP MOUSSE,02119,L-CVM08-W,8993137705400,WARDAH COLORFIT VELVET MATTE LIP MOUSSE 08 BROWN CREATOR 4 G,63513.52,5,0,5,317567.6,0,317567.6,
DC MEDAN,WARDAH,LIP MAKE UP,WARDAH EXCLUSIVE LIP CREAM,00942,L-EMC01-W4GR,8993137693769,WARDAH EXCLUSIVE MATTE LIP CREAM 01 RED-DICTED 4 GR (PC(S)),54054.06,4,0,4,216216.24,0,216216.24,
DC MEDAN,WARDAH,FACE MAKE UP,WARDAH EVERYDAY LOOSE POWDER,00138,B-W3ELFP01-W30G,8993137574525,WARDAH EVD LUM FACE POWDER 01 LIGHT BEIGE 30 G (PC(S)),36936.94,4,0,4,147747.76,0,147747.76,
DC MEDAN,WARDAH,HAND CLEANSING,WARDAH NATURE DAILY ALOE HAND SANITIZER,02456,HS-AHHGELN2-W,8993137710848,WARDAH NATURE DAILY ALOE HYDRAMILD HAND GEL 50 ML,9909.91,8,0,8,79279.28,0,79279.28,
DC MEDAN,WARDAH,FACE MAKE UP,WARDAH EVERYDAY COMPACT POWDER,00124,B-W3ELCP04-W14G,8993137679213,WARDAH EVD LUM COMPACT POWDER 04 NATURAL 14 G (PC(S)),37837.84,1,0,1,37837.84,0,37837.84,
DC MEDAN,WARDAH,FACE MAKE UP,WARDAH LIGHTENING BB CAKE,01244,TC-LPGBB01-W11GR,8993137693943,WARDAH LIGHTENING BB CAKE POWDER 01 LIGHT 11 GR (PC(S)),50900.91,1,0,1,50900.91,0,50900.91,
DC MEDAN,WARDAH,LIP MAKE UP,WARDAH COLORFIT ULTRALIGHT MATTE LIPSTICK,02166,L-CUM06-W,8993137705950,WARDAH COLORFIT ULTRALIGHT MATTE LIPSTICK 06 PUNCH FUCHSIA 3.6 G,37837.84,1,0,1,37837.84,0,37837.84,
DC MEDAN,WARDAH,FACE MAKE UP,WARDAH EVERYDAY COMPACT POWDER,00122,B-W3ELCP02-W14G,8993137679190,WARDAH EVD LUM COMPACT POWDER 02 BEIGE 14 G (PC(S)),37837.84,1,0,1,37837.84,0,37837.84,
DC MEDAN,WARDAH,FACE MAKE UP,WARDAH EVERYDAY TWC,00146,TC-W3ELLB1-W12G,8993137680318,WARDAH EVD LUM TWO WAY CAKE 01 LIGHT BEIGE 12 G (PC(S)),43243.25,1,0,1,43243.25,0,43243.25,
DC MEDAN,WARDAH,FACE MAKE UP,WARDAH EVERYDAY COMPACT POWDER,00121,B-W3ELCP01-W14G,8993137679183,WARDAH EVD LUM COMPACT POWDER 01 LIGHT BEIGE 14 G (PC(S)),37837.84,2,0,2,75675.68,0,75675.68,
DC MEDAN,WARDAH,FACE MOISTURIZER,WARDAH LIGHTENING NIGHT CREAM,01635,M-RLNC-W20ML,8993137688666,WARDAH LIGHTENING NIGHT CREAM 20 ML (PC(S)),23636.36,3,0,3,70909.08,0,70909.08,
DC MEDAN,WARDAH,LIP MAKE UP,WARDAH COLORFIT ULTRALIGHT MATTE LIPSTICK,02164,L-CUM04-W,8993137705936,WARDAH COLORFIT ULTRALIGHT MATTE LIPSTICK 04 MOCCA BROWN 3.6 G,37837.84,2,0,2,75675.68,0,75675.68,
DC MEDAN,WARDAH,FACE MAKE UP,WARDAH EVERYDAY REFILL COMPACT POWDER,00209,B-W3RELCP01-W14G,8993137680233,WARDAH REFILL EVD LUM COMPACT POWDER 01 LIGHT BEIGE 14 G (PC(S)),28378.38,1,0,1,28378.38,0,28378.38,
DC MEDAN,WARDAH,FACE MAKE UP,WARDAH EVERYDAY REFILL COMPACT POWDER,00210,B-W3RELCP02-W14G,8993137680240,WARDAH REFILL EVD LUM COMPACT POWDER 02 BEIGE 14 G (PC(S)),28378.38,3,0,3,85135.14,0,85135.14,
DC MEDAN,WARDAH,LIP MAKE UP,WARDAH COLORFIT ULTRALIGHT MATTE LIPSTICK,02161,L-CUM01-W,8993137705905,WARDAH COLORFIT ULTRALIGHT MATTE LIPSTICK 01 PARFAIT PINK 3.6 G,37837.84,1,0,1,37837.84,0,37837.84,
DC MEDAN,WARDAH,EYE MAKE UP,WARDAH EYEXPERT EYEBROW KIT,01707,EB-EK-W3G,8993137698856,WARDAH EYEXPERT EYEBROW KIT 3 G (PC(S)),54954.96,1,0,1,54954.96,0,54954.96,
DC MEDAN,WARDAH,FACE MAKE UP,WARDAH EXCLUSIVE CREAMY FOUNDATION,02049,F-RECF01-W,8993137678803,WARDAH EXCLUSIVE CREAMY FOUNDATION 01 LIGHT BEIGE 12 G,82882.89,1,0,1,82882.89,0,82882.89,
DC MEDAN,WARDAH,FACE MOISTURIZER,WARDAH C-DEFENSE BB CREAM,00012,DDC-CDN-W20ML,8993137691932,WARDAH C-DEFENSE DD CREAM NATURAL 20 ML (PC(S)),27477.48,1,0,1,27477.48,0,27477.48,
DC MEDAN,WARDAH,FACE MAKE UP,WARDAH EXCLUSIVE CREAMY FOUNDATION,02053,F-RECF05-W,8993137678841,WARDAH EXCLUSIVE CREAMY FOUNDATION 05 COFFEE BEIGE 12 G,82882.89,4,0,4,331531.56,0,331531.56,
DC MEDAN,WARDAH,FACE MAKE UP,WARDAH EXCLUSIVE REFILL CUSHION,02179,CUS-REFC04-W,8993137706285,WARDAH REFILL EXCLUSIVE FLAWLESS COVER CUSHION 04 NATURAL 15 G,85585.59,8,0,8,684684.72,0,684684.72,
DC MEDAN,WARDAH,HAND CLEANSING,WARDAH NATURE DAILY ALOE HAND SANITIZER,02422,HS-AHHGEL-W,8993137710275,WARDAH NATURE DAILY ALOE HYDRAMILD HAND SANITIZER 100 ML,17117.12,5,0,5,85585.6,0,85585.6,
DC MEDAN,WARDAH,FACE MAKE UP,WARDAH LIGHTENING TWC LIGHT FEEL,02370,TC-R3LLF02-W,8993137685603,WARDAH LIGHTENING POWDER FOUNDATION LIGHT FEEL 02 GOLDEN BEIGE 12 G,46396.4,1,0,1,46396.4,0,46396.4,
DC MEDAN,WARDAH,FACE MAKE UP,WARDAH LIGHTENING TWC LIGHT FEEL,02371,TC-R3LLF03-W,8993137685610,WARDAH LIGHTENING POWDER FOUNDATION LIGHT FEEL 03 SHEER PINK 12 G,46396.4,8,0,8,371171.2,0,371171.2,
DC MEDAN,WARDAH,FACE CLEANSER,WARDAH LIGHTENING MILK CLEANSER,01709,CM-RL-W150ML,8993137678735,WARDAH LIGHTENING MILK CLEANSER 150 ML,25909.09,2,0,2,51818.18,0,51818.18,
DC MEDAN,WARDAH,LIP MAKE UP,WARDAH LIPBALM,00170,"L-W0BS-W6,5GR",8993137680455,"WARDAH LIPBALM STRAWBERRY 6,5 GR (PC(S))",20270.28,1,0,1,20270.28,0,20270.28,
DC MEDAN,WARDAH,FACE CLEANSER,WARDAH PERFECT BRIGHT CREAMY FOAM BRIGHTENING + OIL CONTROL,01520,FW-PBCFLO-W60ML,8993137698719,WARDAH PERFECT BRIGHT CREAMY FOAM BRIGHTENING + OIL CONTROL 60 ML (PC(S)),15945.95,1,0,1,15945.95,0,15945.95,
DC MEDAN,WARDAH,FACE MOISTURIZER,WARDAH NATURE DAILY SHEET MASK,01974,MA-NDSRI-W,8993137702089,WARDAH NATURE DAILY SHEET MASK RICE 20 ML,14414.42,2,0,2,28828.84,0,28828.84,
DC MEDAN,WARDAH,FACE MAKE UP,WARDAH LIGHTENING TWC LIGHT FEEL,02375,TC-R3LLF07-W,8993137704908,WARDAH LIGHTENING POWDER FOUNDATION LIGHT FEEL 07 HONEY BEIGE 12 G,46396.4,14,0,14,649549.6,0,649549.6,
DC MEDAN,WARDAH,FACE MAKE UP,WARDAH PERFECT BRIGHT LOOSE POWDER,02216,B-PBTUBB-W,8993137706582,WARDAH PERFECT BRIGHT BB POWDER 50 G,20991.0,1,0,1,20991,0,20991,
DC MEDAN,WARDAH,LIP MAKE UP,WARDAH EVERYDAY LIP BALM,03156,LB-EVFSSSE-W,8993137699471,WARDAH EVERYDAY FRUITY SHEER LIP BALM PICNIC EDITION STRAWBERRY 4 G,22072.08,1,0,1,22072.08,0,22072.08,
DC MEDAN,WARDAH,FACE MOISTURIZER,WARDAH PERFECT BRIGHT MOISTURIZER NORMAL SKIN,02364,M-PBNSB15-W,8993137698696,WARDAH BUNDLING PBM NORMAL SKIN 20 ML GRATIS NFS PBCF BRIGHTENING + SMOOTHING 15 ML,22792.8,6,0,6,136756.8,0,136756.8,
DC MEDAN,WARDAH,FACE MOISTURIZER,WARDAH NATURE DAILY CAPSULE MASK,02333,FM-NDASR-W,8993137706704,WARDAH NATURE DAILY ALPINE APPLE NUTRITIVE GEL CAPSULE MASK 10 ML,18468.47,6,0,6,110810.82,0,110810.82,
DC MEDAN,WARDAH,FACE MAKE UP,WARDAH EXCLUSIVE TWC,02040,TC-RE02-W,8993137678919,WARDAH EXCLUSIVE TWO WAY CAKE 02 LIGHT BEIGE 12 G,79279.28,1,0,1,79279.28,0,79279.28,
DC MEDAN,WARDAH,FACE MAKE UP,WARDAH EXCLUSIVE TWC,02043,TC-RE05-W,8993137679046,WARDAH EXCLUSIVE TWO WAY CAKE 05 COFFEE BEIGE 12 G,79279.28,1,0,1,79279.28,0,79279.28,
DC MEDAN,WARDAH,FACE MOISTURIZER,WARDAH LIGHTENING DAY CREAM,01634,M-RLDC-W20ML,8993137688628,WARDAH LIGHTENING DAY CREAM 20 ML (PC(S)),25675.68,1,0,1,25675.68,0,25675.68,
DC MEDAN,WARDAH,FACE MOISTURIZER,WARDAH NATURE DAILY CAPSULE MASK,02331,FM-NDOES-W,8993137706698,WARDAH NATURE DAILY MILKY OAT EXFOLIATING SCRUB CAPSULE MASK 10 ML,18468.47,4,0,4,73873.88,0,73873.88,
DC MEDAN,WARDAH,FACE MOISTURIZER,WARDAH NATURE DAILY CAPSULE MASK,02320,FM-NDOPB-W,8993137706674,WARDAH NATURE DAILY ORANGE POMELO BRIGHTENING WASH OFF CAPSULE MASK 10 ML,18468.47,2,0,2,36936.94,0,36936.94,
DC MEDAN,WARDAH,FACE MAKE UP,WARDAH LIGHTENING TWC LIGHT FEEL,02153,TC-RLLF07-W,8993137704908,WARDAH LIGHTENING TWO WAY CAKE LIGHT FEEL 07 HONEY BEIGE 12 G,46396.4,3,0,3,139189.2,0,139189.2,
DC MEDAN,WARDAH,EDT,WARDAH SCENTSATION EDT,01780,BP-SJYE-W35ML,8993137698399,WARDAH SCENTSATION JOYFUL EAU DE TOILETTE 35 ML (PC(S)),48198.2,1,0,1,48198.2,0,48198.2,
DC MEDAN,WARDAH,FACE MOISTURIZER,WARDAH C-DEFENSE SLEEPING MASK,02336,FM-PBTUWC-W,8993137704137,WARDAH C-DEFENSE WATERCLAY MASK 30 G,36936.94,8,0,8,295495.52,0,295495.52,
DC MEDAN,WARDAH,FACE MOISTURIZER,WARDAH RENEW YOU SLEEPING MASK,01615,FM-RYUL-W30G,8993137699945,WARDAH RENEW YOU HYDRAFIRM SLEEPING MASK 30 G,95495.5,1,0,1,95495.5,0,95495.5,
DC MEDAN,WARDAH,FACE MAKE UP,WARDAH BLUSH ON,00119,BO-W1C-W4GR,8993137680028,WARDAH BLUSH ON C 4 GR,39639.64,1,0,1,39639.64,0,39639.64,
DC MEDAN,WARDAH,FACE MAKE UP,WARDAH LIGHTENING REFILL TWC EXTRA COVER,02379,TC-RR3LEC04-W,8993137691147,WARDAH REFILL LIGHTENING POWDER FOUNDATION EXTRA COVER 04 NATURAL 10 G,35135.14,2,0,2,70270.28,0,70270.28,
DC MEDAN,WARDAH,FACE MAKE UP,WARDAH BLUSH ON,00118,BO-W1B-W4GR,8993137680011,WARDAH BLUSH ON B 4 GR,39639.64,1,0,1,39639.64,0,39639.64,
DC MEDAN,WARDAH,FACE MOISTURIZER,WARDAH RENEW YOU NIGHT CREAM,00248,M-AGNC-W30GR,8993137691093,WARDAH RENEW YOU ANTI AGING NIGHT CREAM 30 GR (PC(S)),91891.9,2,0,2,183783.8,0,183783.8,
DC MEDAN,WARDAH,FACE CLEANSER,WARDAH LIGHTENING FACIAL SCRUB,01713,FS-RL-W60ML,8993137572231,WARDAH LIGHTENING FACIAL SCRUB 60 ML,14864.87,1,0,1,14864.87,0,14864.87,
DC MEDAN,WARDAH,FACE CLEANSER,WARDAH LIGHTENING FACE TONER,01710,FT-RL-W150ML,8993137678742,WARDAH LIGHTENING FACE TONER 150 ML,20909.09,1,0,1,20909.09,0,20909.09,
DC MEDAN,WARDAH,FACE MOISTURIZER,WARDAH PERFECT BRIGHT MOISTURIZER NORMAL SKIN,01637,M-RPBNS-W20ML,8993137698696,WARDAH PERFECT BRIGHT MOISTURIZER NORMAL SKIN 20 ML (PC(S)),22792.8,39,26,13,888919.2,592612.8,296306.4,
DC MEDAN,WARDAH,FACE MAKE UP,WARDAH EXCLUSIVE REFILL TWC,02046,TC-RRE03-W,8993137679077,WARDAH REFILL EXCLUSIVE TWO WAY CAKE 03 SANDY BEIGE 12 G,45945.95,1,0,1,45945.95,0,45945.95,
DC MEDAN,WARDAH,FACE MAKE UP,WARDAH EXCLUSIVE REFILL TWC,02048,TC-RRE05-W,8993137679091,WARDAH REFILL EXCLUSIVE TWO WAY CAKE 05 COFFEE BEIGE 12 G,45945.95,7,0,7,321621.65,0,321621.65,
DC MEDAN,WARDAH,FACE MAKE UP,WARDAH LIGHTENING REFILL TWC LIGHT FEEL,01551,TC-RRLLF02-W12G,8993137685702,WARDAH REFILL LIGHTENING TWO WAY CAKE LIGHT FEEL 02 GOLDEN BEIGE 12 G,31531.54,9,0,9,283783.86,0,283783.86,
DC MEDAN,WARDAH,CONDITIONER,WARDAH CONDITIONER,01706,HC-NS-W170ML,8993137699570,WARDAH NUTRI SHINE CONDITIONER 170 ML (PC(S)),21621.63,4,0,4,86486.52,0,86486.52,
DC MEDAN,WARDAH,FACE MOISTURIZER,WARDAH LIGHTENING DAY GEL,02441,M-LDGN2-W,8993137708418,WARDAH LIGHTENING DAY GEL 20 ML,25675.68,2,0,2,51351.36,0,51351.36,
DC MEDAN,WARDAH,FACE MOISTURIZER,WARDAH LIGHTENING NIGHT CREAM,01633,M-RLNC-W30G,8993137572194,WARDAH LIGHTENING NIGHT CREAM 30 G (PC(S)),39090.9,4,0,4,156363.6,0,156363.6,
DC MEDAN,WARDAH,HAND CLEANSING,WARDAH NATURE DAILY ALOE HAND SANITIZER,02458,HS-NDAHHGN2-W,8993137710602,WARDAH NATURE DAILY ALOE HYDRAMILD HAND SANITIZER 240 ML,25225.23,3,0,3,75675.69,0,75675.69,
DC MEDAN,WARDAH,CONDITIONER,WARDAH CONDITIONER,01705,HC-HF-W170ML,8993137699563,WARDAH HAIR FALL TREATMENT CONDITIONER 170 ML (PC(S)),21621.63,2,0,2,43243.26,0,43243.26,
DC MEDAN,WARDAH,LIP MAKE UP,WARDAH COLORFIT LIP MOUSSE,02112,L-CVM01-W,8993137705332,WARDAH COLORFIT VELVET MATTE LIP MOUSSE 01 BROWN DREAMER 4 G,63513.52,3,0,3,190540.56,0,190540.56,
DC MEDAN,WARDAH,LIP MAKE UP,WARDAH COLORFIT LIP MOUSSE,02356,L-CVM011-W,8993137707800,WARDAH COLORFIT VELVET MATTE LIP MOUSSE 11 CHERISH MARMALADE 4 G,63513.52,5,0,5,317567.6,0,317567.6,
DC MEDAN,WARDAH,LIP MAKE UP,WARDAH COLORFIT LIP MOUSSE,02113,L-CVM02-W,8993137705349,WARDAH COLORFIT VELVET MATTE LIP MOUSSE 02 JOYFUL ORANGE 4 G,63513.52,2,0,2,127027.04,0,127027.04,
DC MEDAN,WARDAH,LIP MAKE UP,WARDAH COLORFIT LIP MOUSSE,02114,L-CVM03-W,8993137705356,WARDAH COLORFIT VELVET MATTE LIP MOUSSE 03 ROSE BALLERINA 4 G,63513.52,2,0,2,127027.04,0,127027.04,
DC MEDAN,WARDAH,FACE MOISTURIZER,WARDAH RENEW YOU TREATMENT ESSENCE,02120,SRM-AGTEN3-W,8993137704175,WARDAH RENEW YOU TREATMENT ESSENCE 50 ML,78828.83,1,0,1,78828.83,0,78828.83,
DC MEDAN,WARDAH,LIP MAKE UP,WARDAH COLORFIT LIP MOUSSE,02115,L-CVM04-W,8993137705363,WARDAH COLORFIT VELVET MATTE LIP MOUSSE 04 PINK SWEETHEART 4 G,63513.52,75,0,75,4763514,0,4763514,
DC PADANG,EMINA,LIP MAKE UP,EMINA SOULMATTE LIPSTICK,01662,L-SM07G-EM2.3G,8993137700290,EMINA SOULMATTE LIPSTICK 07 GUMMY 2.3 G,50450.46,9,0,9,454054.14,0,454054.14,
DC PADANG,INSTAPERFECT,FACE MAKE UP,INSTAPERFECT REFILL BB CUSHION,01900,CUS-RIPMB14-W15G,8993137702164,WARDAH REFILL INSTAPERFECT MINERALIGHT MATTE BB CUSHION 14. CRÉME 15 G,119819.82,1,0,1,119819.82,0,119819.82,
DC PADANG,INSTAPERFECT,EYE MAKE UP,INSTAPERFECT EYEBROW MASCARA,01911,EB-IPB3M01-W5.5G,8993137701440,WARDAH INSTAPERFECT BROWFESSIONAL 3D BROW MASCARA 01. BROWN 5.5 G,78378.38,4,0,4,313513.52,0,313513.52,
DC PADANG,INSTAPERFECT,FACE MAKE UP,INSTAPERFECT BB CUSHION,01758,CUS-IPMB12-W15G,8993137701075,WARDAH INSTAPERFECT MINERALIGHT MATTE BB CUSHION 12. IVORY 15 G,154954.96,6,0,6,929729.76,0,929729.76,
DC PADANG,INSTAPERFECT,FACE MAKE UP,INSTAPERFECT BB CUSHION,01757,CUS-IPMB11-W15G,8993137701068,WARDAH INSTAPERFECT MINERALIGHT MATTE BB CUSHION 11. FAIR 15 G,154954.96,3,0,3,464864.88,0,464864.88,
DC PADANG,MAKE OVER,LIP MAKE UP,MAKE OVER LIP CREAM MATTE,01491,"L-IMC013-MO6,5G",8993137696463,"MAKE OVER INTENSE MATTE LIP CREAM 013 DAINTY 6,5 G (PC(S))",91891.9,12,0,12,1102702.8,0,1102702.8,
DC PADANG,MAKE OVER,LIP MAKE UP,MAKE OVER LIP CREAM METALLIC,01658,L-CHROM302-MO7.5ML,8993137700245,MAKE OVER MELTED METALLIC LIP CREAM 302 FIERY 7.5 ML,100000.0,2,0,2,200000,0,200000,
DC PADANG,WARDAH,FACE MOISTURIZER,WARDAH EVERYDAY BB CREAM,00129,BBC-EN-W30ML,8993137690911,WARDAH EVERYDAY BB CREAM NATURAL 30 ML (PC(S)),43243.25,1,0,1,43243.25,0,43243.25,
DC PALANGKARAYA,EMINA,LIP MAKE UP,EMINA SUGAR RUSH LIPSTICK,01604,L-SR12BG-EM3.8GR,8993137699914,EMINA SUGAR RUSH LIPSTICK 12 BUBBLE GUM 3.8 GR (PC(S)),32882.89,1,0,1,32882.89,0,32882.89,
DC PALANGKARAYA,EMINA,FACE MOISTURIZER,EMINA SUN PROTECTION SPF 30,00913,M-SP-EM60ML,8993137692762,EMINA SUN PROTECTION SPF 30 60 ML (PC(S)),25225.23,3,0,3,75675.69,0,75675.69,
DC PALANGKARAYA,EMINA,LIP MAKE UP,EMINA SUGAR RUSH LIPSTICK,01600,L-SR08PC-EM3.8GR,8993137699877,EMINA SUGAR RUSH LIPSTICK 08 PLUM CRUMBLE 3.8 GR (PC(S)),32882.89,1,0,1,32882.89,0,32882.89,
DC PALANGKARAYA,EMINA,LIP MAKE UP,EMINA LIP CUSHION,02360,L-CUSH03-EM,8993137706872,EMINA LIP CUSHION 03. GET BERRY 9 G,49099.1,3,0,3,147297.3,0,147297.3,
DC PALANGKARAYA,EMINA,LIP MAKE UP,EMINA SUGAR RUSH LIPSTICK,01602,L-SR10CC-EM3.8GR,8993137699891,EMINA SUGAR RUSH LIPSTICK 10 CARROT CAKE 3.8 GR (PC(S)),32882.89,1,0,1,32882.89,0,32882.89,
DC PALANGKARAYA,EMINA,LIP MAKE UP,EMINA SUGAR RUSH LIPSTICK,01603,L-SR11BS-EM3.8GR,8993137699907,EMINA SUGAR RUSH LIPSTICK 11 BERRY SHAKE 3.8 GR (PC(S)),32882.89,7,0,7,230180.23,0,230180.23,
DC PALANGKARAYA,MAKE OVER,LIP MAKE UP,MAKE OVER LIP COLOR PALETTE,00692,"L-PPP03-MO5X1,7G",8993137692281,"MAKE OVER LIP COLOR PALETTE POPROCK PEACH 03 5X1,7 G (PC(S))",128828.83,1,0,1,128828.83,0,128828.83,
DC PALANGKARAYA,MAKE OVER,LIP MAKE UP,MAKE OVER LIP CRAYON MATTE,01559,L-CSMC104-MO2.6G,8993137699310,MAKE OVER COLOR STICK MATTE CRAYON 104 BLAKE 2.6 G,87387.39,5,0,5,436936.95,0,436936.95,
DC PALANGKARAYA,MAKE OVER,FACE MAKE UP,MAKE OVER HIGHLIGHT & CONTOUR PALETTE,00976,"TC-PPHC-MO8X3,5G",8993137693707,"MAKE OVER PROFESSIONAL HIGHLIGHT & CONTOUR PALETTE 8 X 3,5 G (PC(S))",274774.78,3,0,3,824324.34,0,824324.34,
DC PALANGKARAYA,MAKE OVER,LIP MAKE UP,MAKE OVER LIP CRAYON MATTE,01556,L-CSMC101-MO2.6G,8993137699280,MAKE OVER COLOR STICK MATTE CRAYON 101 BROOKLYN 2.6 G,87387.39,18,0,18,1572973.02,0,1572973.02,
DC PALANGKARAYA,MAKE OVER,FACE MAKE UP,MAKE OVER BLUSH ON MARBLE,00674,BO-CM-MO20G,8993137684217,MAKE OVER CHEEK MARBLES 20 G (PC(S)),170270.28,2,0,2,340540.56,0,340540.56,
DC PALANGKARAYA,MAKE OVER,EYE MAKE UP,MAKE OVER POWERSTAY EYEBROW MASCARA,02022,EB-DMCC-MO,8993137702317,MAKE OVER POWERSTAY BROW DEFINER MASCARA 03 COFFEE CREAM 6.5 G,100900.91,3,0,3,302702.73,0,302702.73,
