Code,Product,Quantity on Hand,Reserved,Available
P1338,"Seragam Beauty Advisor Kimono Blouse 2018 Wardah,satin velvet abu-abu (Pc(s))",31.0,0.0,31.0
P1339,"Seragam Beauty Advisor Kimono Blazer 2018 Wardah, Bellini Livina Abu-Abu (Pc(s))",31.0,0.0,31.0
P1340,"Seragam Beauty Advisor Kimono Celana 2018 Wardah,Bellini Millashone Tosca (Pc(s))",31.0,0.0,31.0
P1362,Paper Bag Lebaran 2018 Potrait Wardah (Pc(s)),300.0,0.0,300.0
P1446,Wardah Tester Colek Intense Matte dan Longlasting Lipstick 14 g,3851.0,2024.0,1827.0
P1452,Pin Skin Expert Wardah (Pc(s)),6.0,0.0,6.0
P1459,Wardah NFS Daily Fresh Shampoo 170 ml,1052.0,0.0,1052.0
P1484,"Koin Emina, acrylic 0.5 cm, d=3cm, printing (Pc(s))",50.0,0.0,50.0
P1492,Buku Visit Field Controller Wardah (Pc(s)),12.0,0.0,12.0
P1495,Paper Bag Ramadhan 2019 Besar Wardah (Pc(s),100.0,0.0,100.0
P1501,Box Parcel Kecil Ramadhan 2019 Wardah (Pc(s)),30.0,0.0,30.0
P1505,Emina NFS Bright Stuff Face Wash 15 ml,1823.0,0.0,1823.0
P1506,Paperbag Ramadhan 2019 Kecil (Pc(s)),100.0,100.0,0.0
P1507,Paperbag Wardah 2019 Potrait (Pc(s)),300.0,0.0,300.0
P1508,Paperbag Wardah 2019 Landscape (Pc(s)),300.0,200.0,100.0
P1534,"Map F4 Wardah 2018, AC260, 24x35cm (closed), 4/0, Glossy 1/0, Kantong kanan 21x12cm, 0/0 (Pc(s))",50.0,0.0,50.0
P1542,"Tote Bag Eye Palette Make Over, bahan Printing, Suede, PU Mira, sablon 1 sisi, uk.36x39cm (Pc(s))",10.0,0.0,10.0
P1547,Wardah NFS Lightening Loose Powder 02 Beige 20 g,8098.0,2.0,8096.0
P1587,"Wardah NFS Lightening TWC Light Feel 01 Light Beige 3,7 gr (Pc(s))",2057.0,0.0,2057.0
P1599,Seragam Beauty Advisor Blouse Skin Expert Wardah (Pc(s)),10.0,0.0,10.0
P1600,Seragam Beauty Advisor Blazer Skin Expert Wardah (Pc(s)),10.0,0.0,10.0
P1601,Seragam Beauty Advisor Celana Skin Expert Wardah (Pc(s)),10.0,0.0,10.0
P1602,Seragam Beauty Advisor Kerudung Skin Expert Wardah (Pc(s)),10.0,0.0,10.0
P1614,NFS Perfect Bright Creamy Foam Brightening + Oil Control 15 ml,1060.0,0.0,1060.0
P1617,Wardah NFS Perfect Bright Creamy Foam Brightening + Smoothing 15 ml,77.0,0.0,77.0
P1654,Paper Bag Instaperfect Kecil 2019 Wardah (Pc(s)),6000.0,0.0,6000.0
P1664,Pouch Wardah x NKCTHI,200.0,0.0,200.0
P1665,Totebag Wardah x NKCTHI,600.0,0.0,600.0
P1666,2020 Wardah Crystallure Paper Bag 24x10x24 cm,5000.0,0.0,5000.0
P1668,Malaysia 2020 Wardah Pouch GWP Ramadhan,10.0,0.0,10.0
P1669,Paragon Hand Sanitizer 750 ml (CSR),1935.0,0.0,1935.0
P1672,Paragon Hand Sanitizer 5L (CSR),266.0,0.0,266.0
P1700,2020 Wardah Kipas Tangan Wardah Bright Days Lightening,600.0,0.0,600.0
P1701,2020 Wardah Kipas Tangan Wardah Bright Days Perfect Bright,600.0,0.0,600.0
P1754,Wardah Nature Daily Aloe Hydramild Hand Wash 4 L,10.0,0.0,10.0
P1759,Malaysia Wardah NFS Crystallure Supreme Activating Booster Essence 6 ml,10000.0,0.0,10000.0
P1840,Gift 2020 MO Pouch I Like My Money Make Over,473.0,0.0,473.0
P1843,Gift 2021 Emina Clutch Design Biru,6000.0,0.0,6000.0
P1844,Gift 2021 Emina Clutch Design Kuning,6280.0,0.0,6280.0
P1863,Gift 2021 Wardah Instaperfect Pouch x Cotton Ink         ,637.0,0.0,637.0
P1875,Gift 2021 Foldable bag Ramadan Wardah ,15605.0,0.0,15605.0
P1883,Gift 2021 Wardah Travel Sajadah Ramadhan Wardah        ,14301.0,0.0,14301.0
