Code,Product,Quantity on Hand,Reserved,Available
1649,Emina Cranberry Juice Face Mask 60 ml ,4935,0,4935
1650,Emina Avocado Honey Face Mask 60 ml ,36,0,36
1651,MAKE OVER Silky Smooth Translucent Powder 06 Buttermilk 35 g,16,0,16
1652,MAKE OVER Silky Smooth Translucent Powder 07 Vanilla 35 g,1,0,1
1668,Wardah Lipstick Longlasting 17 Passionate Red 2.3 g,235,0,235
1673,MAKE OVER Powerstay Precision Liquid Liner Jet Black 2.7 g,608,0,608
1678,Emina Creamatte 13 Beet Bites 5.5 gr,65,0,65
1689,Wardah Instaperfect MATTE FIT Powder Foundation 13. Beige 13 g,5,0,5
1692,Wardah Instaperfect GLOSS CHIC Lip Crayon 01 Rhythm 2.7 g,10,0,10
1694,Wardah Instaperfect GLOSS CHIC Lip Crayon 03 Mind 2.7 g,61,0,61
1699,Wardah Instaperfect MATTECENTRIC Lip Crayon 05 Sense 3 g,5,0,5
1700,Wardah Instaperfect MATTECENTRIC Lip Crayon 06 Soul 3 g,2,0,2
1705,Wardah Hair Fall Treatment Conditioner 170 ml (Pc(s)),767,0,767
1706,Wardah Nutri Shine Conditioner 170 ml (Pc(s)),672,0,672
1707,Wardah EyeXpert Eyebrow Kit 3 g (Pc(s)),7060,0,7060
1753,Wardah Instaperfect MATTESETTER Lip Matte Paint 02. DEAR 5.5 g,11,0,11
1755,Wardah Instaperfect MATTESETTER Lip Matte Paint 04. VIBE 5.5 g,11,0,11
1759,Wardah Instaperfect MINERALIGHT MATTE BB Cushion 13. BEIGE 15 g,2864,0,2864
1761,Wardah Instaperfect CITY BLUSH Blusher Click 01. Bliss 5.6 g,9889,0,9889
1762,Wardah Instaperfect CITY BLUSH Blusher Click 02. Adore 5.6 g,11101,0,11101
1763,MAKE OVER Riche Glow Face Highlighter 13 g,1611,0,1611
1770,MAKE OVER Lip Amplify Contour Liner 01 Exposed 0.2 g,4486,0,4486
1771,MAKE OVER Lip Amplify Contour Liner 02 Flatter 0.2 g,4880,0,4880
1774,MAKE OVER Lip Amplify Contour Liner 05 Pin Up 0.2 g,5078,0,5078
1775,Wardah Scentsation Bliss Body Mist 100 ml (Pc(s)),9802,0,9802
1776,Wardah Scentsation Joyful Body Mist 100 ml (Pc(s)),8986,0,8986
1777,Wardah Scentsation Peaceful Body Mist 100 ml (Pc(s)),13159,0,13159
1778,Wardah Scentsation Passion Body Mist 100 ml (Pc(s)),6640,0,6640
1779,Wardah Scentsation Bliss Eau De Toilette 35 ml (Pc(s)),7440,0,7440
1780,Wardah Scentsation Joyful Eau De Toilette 35 ml (Pc(s)),16,0,16
1781,Wardah Scentsation Peaceful Eau De Toilette 35 ml (Pc(s)),6040,0,6040
1782,Wardah Scentsation Passion Eau De Toilette 35 ml (Pc(s)),3079,0,3079
1793,Emina Masquerade Face Mask Rice 23 g,42042,0,42042
1794,Emina Masquerade Face Mask Pomegranate 23 g,76681,0,76681
1797,Emina Masquerade Face Mask Tea Tree Oil 23 g,79779,0,79779
1803,Wardah Instaperfect HYPERGETIC Precise Black Liner 1 g,2167,0,2167
1804,Emina Lip Tint Eraser 10 ml,61,0,61
1811,"Malaysia Wardah Double Function Kit 4,5 gr",84,0,84
1839,Emina Bare With Me Mineral Cushion 01 Light 15 g,21,0,21
1840,Emina Bare With Me Mineral Cushion 02 Natural 15 g,1451,0,1451
1841,Emina Bare With Me Mineral Cushion 03 Caramel 15 g,27,0,27
1842,Wardah Instaperfect SPOTLIGHT Chromatic Eye Palette 10 g,45,0,45
1843,Emina Micellar Water Drop Cleanser – Bright Stuff 100 ml,17,0,17
1858,Wardah Instaperfect MATTETITUDE Matte Stain Lipstick 04. BUZZ 3.5 g,7,0,7
1880,Emina Bright Stuff Moisturizing Cream 20 ml,57588,0,57588
1881,Emina Bright Stuff Face Wash 50 ml,19079,1,19078
1883,Wardah Scentsation Purity Body Mist 100 ml (Pc(s)),4148,0,4148
1884,Wardah Scentsation Purity Eau De Toilette 35 ml (Pc(s)),2016,0,2016
1887,Emina Ms. Pimple Acne Solution Spot Gel 15 ml,1685,0,1685
1888,Emina Bare With Me Mineral Loose Powder 01 Fair 8 g,2091,0,2091
1889,Emina Bare With Me Mineral Loose Powder 02 Light Beige 8 g,8,0,8
1890,Emina Bare With Me Mineral Loose Powder 03 Amber 8 g,53,0,53
1891,Emina Bare With Me Mineral Loose Powder 04 Ebony 8 g,60,0,60
1894,Wardah Perfect Bright Tone Up Cream 20 ml,34,0,34
1895,Emina Daily Matte Loose Powder 01 Light Beige 20 g,5140,0,5140
1896,Emina Daily Matte Loose Powder 02 Natural Beige 20 g,824,0,824
1909,Emina Ms. Pimple Acne Solution Moisturizing Gel 20 ml,18939,0,18939
1911,Wardah Instaperfect BROWFESSIONAL 3D Brow Mascara 01. BROWN 5.5 g,140,0,140
1912,Wardah Instaperfect BROWFESSIONAL 3D Brow Mascara 02. DEEP GREY 5.5 g,471,0,471
1913,Emina Ms. Pimple Acne Solution Face Wash 50 ml,47508,0,47508
1916,Emina Lip Cushion 01. Let It Peach 9 g,3,0,3
1917,Emina Lip Cushion 02. Be Cherry 9 g,511,0,511
1918,MAKE OVER Shimmering Powder Bronzed 13 gr,1,0,1
1920,MAKE OVER Shimmering Powder Goldinx 13 gr,1,0,1
1922,MAKE OVER Powerstay Ultra Glow Highlighter 3 x 3.5 g ,14,0,14
1923,Emina Sebum Fighter Loose Powder 8 g,4824,0,4824
1954,MAKE OVER POWERSTAY Color Correcting Primer Green 25 ml,33,0,33
1955,MAKE OVER POWERSTAY Color Correcting Primer Lilac 25 ml,3150,0,3150
1956,MAKE OVER POWERSTAY Color Correcting Primer Peach 25 ml,168,0,168
1957,MAKE OVER POWERSTAY Color Correcting Primer Yellow 25 ml,2,0,2
1958,MAKE OVER POWERSTAY Under Eye Perfecting Concealer 20 Light 1.8 ml,765,0,765
1959,MAKE OVER POWERSTAY Under Eye Perfecting Concealer 30 Light-Medium 1.8 ml,878,0,878
1967,Emina Bright Stuff Face Wash 100 ml,4,0,4
1968,MAKE OVER Powerskin Radiant Tinted Moisturizer 20 Light Beige 40 ml,1,0,1
1969,MAKE OVER Powerskin Radiant Tinted Moisturizer 30 Beige 40 ml,65,0,65
1971,Wardah Nature Daily Sheet Mask Aloe Vera 20 ml,10,0,10
1973,Wardah Nature Daily Sheet Mask Vitamin C 20 ml,36076,0,36076
1977,MAKE OVER Powerskin Liquid Glow Moisturizer 45 ml,1131,0,1131
1978,MAKE OVER Color Stick Gloss Crayon 101 Veronica 3 g,1,0,1
1979,MAKE OVER Color Stick Gloss Crayon 102 Abigail 3 g,4,0,4
1981,MAKE OVER Color Stick Gloss Crayon 104 Chloe 3 g,5,0,5
1982,MAKE OVER Color Stick Gloss Crayon 105 Jolene 3 g,182,0,182
1992,Emina Bright Stuff Tone Up Cream 20 ml,48886,0,48886
1994,MAKE OVER Powerstay Total Cover Liquid Concealer 01 Light 6.5 ml,36,0,36
1996,MAKE OVER Powerstay Total Cover Liquid Concealer 03 Medium 6.5 ml,6,0,6
1997,Wardah Instaperfect MATTESETTER Lip Matte Paint 06. FLAIR 5.5 g ,7,0,7
1999,Wardah Instaperfect MATTESETTER Lip Matte Paint 08. EDGE 5.5 g,616,0,616
2000,Wardah Instaperfect MATTESETTER Lip Matte Paint 09. ICON 5.5 g,11,0,11
2007,MAKE OVER Powerstay Demi-Matte Cover Cushion N50 Tan 15 g,1462,0,1462
2008,MAKE OVER Powerstay Demi-Matte Cover Cushion C51 Cool Tan 15 g,380,0,380
2020,MAKE OVER Powerstay Brow Definer Mascara 01 Long Black 6.5 g,3159,0,3159
2022,MAKE OVER Powerstay Brow Definer Mascara 03 Coffee Cream 6.5 g,2220,0,2220
2024,MAKE OVER Powerstay Royal Rose Eye Palette 12 x 0.4 g,2924,0,2924
2025,Wardah Perfect Bright Tone Up Micellar Water 100 ml,4200,0,4200
2027,Wardah Exclusive Flawless Cover Cushion 01 Light Beige 15 g,36,0,36
2028,Wardah Exclusive Flawless Cover Cushion 02 Honey Beige 15 g,4176,0,4176
2029,Wardah Exclusive Flawless Cover Cushion 03 Sandy Beige 15 g,240,0,240
2031,Emina Oh So Kissable Tinted Balm Stick Pink Bonbons 3.4 g,4345,0,4345
2032,Emina Oh So Kissable Tinted Balm Stick Plum Candy 3.4 g,2072,0,2072
2033,Emina Aloe Vera Gel 60 ml,4248,0,4248
2035,Wardah Exclusive Liquid Foundation 02 Sheer Pink 20 ml,13,0,13
2037,Wardah Exclusive Liquid Foundation 04 Natural 20 ml,4,4,0
2038,Wardah Exclusive Liquid Foundation 05 Coffee Beige 20 ml,16,0,16
2039,Wardah Exclusive Two Way Cake 01 Sheer Pink 12 g,3219,0,3219
2040,Wardah Exclusive Two Way Cake 02 Light Beige 12 g,21,0,21
2041,Wardah Exclusive Two Way Cake 03 Sandy Beige 12 g,83,0,83
2042,Wardah Exclusive Two Way Cake 04 Natural 12 g,24,0,24
2044,Wardah Refill Exclusive Two Way Cake 01 Sheer Pink 12 g,15006,0,15006
2045,Wardah Refill Exclusive Two Way Cake 02 Light Beige 12 g,19299,0,19299
2047,Wardah Refill Exclusive Two Way Cake 04 Natural 12 g,16492,0,16492
2048,Wardah Refill Exclusive Two Way Cake 05 Coffee Beige 12 g,1948,0,1948
2049,Wardah Exclusive Creamy Foundation 01 Light Beige 12 g,2080,0,2080
2050,Wardah Exclusive Creamy Foundation 02 Sheer Pink 12 g,2230,0,2230
2054,Wardah Exclusive Moist Lipstick 20 Pink Pearl 3.5 g,2218,0,2218
2057,Wardah Exclusive Moist Lipstick 26 Mango 3.5 g,2465,0,2465
2058,Wardah Exclusive Moist Lipstick 29 Lavender 3.5 g,372,0,372
2060,Wardah Exclusive Moist Lipstick 32 Sheer Brown 3.5 g,2551,0,2551
2061,Wardah Exclusive Moist Lipstick 35 Great Berry 3.5 g,2280,0,2280
2062,Wardah Exclusive Moist Lipstick 36 Sugary Pink 3.5 g,1325,0,1325
2063,Wardah Exclusive Moist Lipstick 41 Charming Red 3.5 g,3108,0,3108
2064,Wardah Exclusive Moist Lipstick 43 Magnificent Red 3.5 g,396,0,396
2065,Wardah Exclusive Moist Lipstick 46 Chic Magenta 3.5 g,5088,0,5088
2066,Wardah Exclusive Matte Lipstick 01 Pink 3.5 g,26,0,26
2067,Wardah Exclusive Matte Lipstick 02 Magenta 3.5 g,72,0,72
2068,Wardah Exclusive Matte Lipstick 03 Red 3.5 g,1116,0,1116
2069,Wardah Exclusive Matte Lipstick 04 Orange 3.5 g,3638,0,3638
2070,Wardah Exclusive Matte Lipstick 05 Peach 3.5 g,1728,0,1728
2071,Wardah Exclusive Matte Lipstick 06 Dark Red 3.5 g,60,0,60
2072,Wardah Exclusive Matte Lipstick 09 True Red 3.5 g ,1104,0,1104
2073,Wardah Exclusive Matte Lipstick 12 Maroon 3.5 g,60,0,60
2074,Wardah Exclusive Matte Lipstick 13 Cocoa Look 3.5 g,48,0,48
2075,Wardah Exclusive Matte Lipstick 16 Summer Pink 3.5 g,1905,0,1905
2076,Wardah Exclusive Matte Lipstick 17 Gorgeous Pink 3.5 g,9,0,9
2077,Wardah Exclusive Matte Lipstick 18 Rosy Pink 3.5 g,156,0,156
2078,Wardah Exclusive Blush On 01 Rosy Pink 6.5 g ,213,0,213
2079,Wardah Exclusive Blush On 02 Coral Peach 6.5 g,533,0,533
2080,Wardah Exclusive Eyeshadow Palette 01 Sunset Brown 10 g,11,0,11
2081,Wardah Exclusive Eyeshadow Palette 02 Rose Glow 10 g,6,0,6
2083,Emina Bright Stuff Loose Powder 55 g,12618,0,12618
2084,MAKE OVER Two Way Cake Sponge,7275,0,7275
2085,MAKE OVER Flat Liquid Foundation Brush 17 cm,682,0,682
2087,MAKE OVER Fan Brush 17 cm,2467,0,2467
2089,MAKE OVER Pencil Brush 17 cm,2532,0,2532
2107,MAKE OVER Powerstay Vivid Waterlite Lip Stain A04 Corvette 5.5 g,9317,0,9317
2112,Wardah Colorfit Velvet Matte Lip Mousse 01 Brown Dreamer 4 g,1163,0,1163
2113,Wardah Colorfit Velvet Matte Lip Mousse 02 Joyful Orange 4 g,10074,0,10074
2114,Wardah Colorfit Velvet Matte Lip Mousse 03 Rose Ballerina 4 g,747,0,747
2115,Wardah Colorfit Velvet Matte Lip Mousse 04 Pink Sweetheart 4 g,1107,0,1107
2116,Wardah Colorfit Velvet Matte Lip Mousse 05 Artisan Mauve 4 g,12721,0,12721
2117,Wardah Colorfit Velvet Matte Lip Mousse 06 Fuchsia Lover 4 g,433,0,433
2118,Wardah Colorfit Velvet Matte Lip Mousse 07 Red Pioneer 4 g,170,0,170
2119,Wardah Colorfit Velvet Matte Lip Mousse 08 Brown Creator 4 g,4958,0,4958
2135,Emina Creamytint 01 Brick Town 3.6 g,11256,0,11256
2136,Emina Creamytint 02 Peach Crush 3.6 g,13368,0,13368
2137,Emina Creamytint 03 Sunbeam 3.6 g,3852,0,3852
2138,Emina Creamytint 04 Wild Berry 3.6 g,768,0,768
2139,Emina Creamytint 05 Cherry Soda 3.6 g,6318,0,6318
2140,MAKE OVER Powerstay Fix & Matte Makeup Setting Spray 50 ml,2903,0,2903
2161,Wardah Colorfit Ultralight Matte Lipstick 01 Parfait Pink 3.6 g,432,0,432
2162,Wardah Colorfit Ultralight Matte Lipstick 02 Summer Peach 3.6 g,531,0,531
2164,Wardah Colorfit Ultralight Matte Lipstick 04 Mocca Brown 3.6 g,136,0,136
2165,Wardah Colorfit Ultralight Matte Lipstick 05 Blossom Pink 3.6 g,444,0,444
2166,Wardah Colorfit Ultralight Matte Lipstick 06 Punch Fuchsia 3.6 g,604,0,604
2167,Wardah Colorfit Ultralight Matte Lipstick 07 Crimson Red 3.6 g,128,0,128
2168,Wardah Colorfit Ultralight Matte Lipstick 08 Woodsy Brown 3.6 g,432,0,432
2171,Wardah Crystallure Supreme Advanced Eye Serum 15 ml,339,0,339
2172,Crystallure Supreme Activating Booster Essence 30 ml,2,0,2
2173,Wardah Crystallure Supreme Double Action Micellar Gel 150 ml,5789,0,5789
2174,Crystallure Supreme Revitalizing Oil Serum 30 ml,5,0,5
2175,Wardah Crystallure Supreme Advanced Hydra Gel 50 g,617,0,617
2178,Wardah Refill Exclusive Flawless Cover Cushion 03 Sandy Beige 15 g,19,0,19
2179,Wardah Refill Exclusive Flawless Cover Cushion 04 Natural 15 g,12,0,12
2187,MAKE OVER Powerstay Transferproof Matte Lip Cream B08 Curious 7 g,57,0,57
2188,MAKE OVER Powerstay Total Cover Matte Cream Foundation C62 Rich Cocoa 12 g,31,0,31
2189,MAKE OVER Powerstay Total Cover Matte Cream Foundation N10 Marble 12 g,199,0,199
2190,MAKE OVER Powerstay Total Cover Matte Cream Foundation N30 Natural Beige 12 g,6,0,6
2191,MAKE OVER Powerstay Total Cover Matte Cream Foundation N50 Tan 12 g,1,0,1
2192,MAKE OVER Powerstay Total Cover Matte Cream Foundation W22 Warm Ivory 12 g,21,0,21
2193,MAKE OVER Powerstay Total Cover Matte Cream Foundation W33 Honey Beige 12 g,530,0,530
2194,MAKE OVER Powerstay Total Cover Matte Cream Foundation W42 Warm Sand 12 g,243,0,243
2196,MAKE OVER Color Hypnose Creamy Lipmatte 01 Charm 4.3 g,30,0,30
2197,MAKE OVER Color Hypnose Creamy Lipmatte 02 Flirt 4.3 g,501,0,501
2198,MAKE OVER Color Hypnose Creamy Lipmatte 03 Allure 4.3 g,135,0,135
2199,MAKE OVER Color Hypnose Creamy Lipmatte 04 Hypnotic 4.3 g,433,0,433
2200,MAKE OVER Color Hypnose Creamy Lipmatte 05 Scandal 4.3 g,750,0,750
2201,MAKE OVER Color Hypnose Creamy Lipmatte 06 Kiss 4.3 g,703,0,703
2202,MAKE OVER Color Hypnose Creamy Lipmatte 07 Temptation 4.3 g,531,0,531
2203,MAKE OVER Color Hypnose Creamy Lipmatte 08 Addicted 4.3 g,11,0,11
2204,MAKE OVER Color Hypnose Creamy Lipmatte 09 Undercover 4.3 g,587,0,587
2205,MAKE OVER Color Hypnose Creamy Lipmatte 10 Bewitched 4.3 g,60,0,60
2206,MAKE OVER Color Hypnose Creamy Lipmatte 11 Adore 4.3 g,9,0,9
2208,Emina 2 in 1 Scrub Mask 50 ml,5418,0,5418
2209,Emina Aloe Vera Face Mist 60 ml,22,0,22
2215,Wardah White Secret Pure Treatment Essence 50 ml,6,0,6
2216,Wardah Perfect Bright BB Powder 50 g,6095,0,6095
2258,Malaysia Wardah Instaperfect BROWFESSIONAL 3D Brow Mascara 02. DEEP GREY 5.5 g,912,0,912
2307,MAKE OVER Powerstay Matte Powder Foundation W30 Creme Beige 12 g,516,0,516
2317,Emina Magic Potion 05 Summer 5.5 ml,7081,0,7081
2318,MAKE OVER Eye Brow Definition Kit 01 Dark Brown 6.9 g,18,0,18
2319,MAKE OVER Eye Brow Definition Kit 02 Grey Brown 6.9 g,6051,0,6051
2330,MAKE OVER Powerstay Demi-Matte Cover Cushion W41 Coral Sand 15 g,3278,0,3278
2332,Wardah Nature Daily Tea Tree Oil Control Clay Capsule Mask 10 ml,2154,0,2154
2333,Wardah Nature Daily Alpine Apple Nutritive Gel Capsule Mask 10 ml,6,0,6
2334,Wardah Lightening Oil-Infused Micellar Water 100 ml,1074,0,1074
2335,Emina Magic Potion 04 Sienna 5.5 ml,3132,0,3132
2353,Wardah C-Defense Sleeping Mask 30 g,6,0,6
2354,Wardah Colorfit Velvet Matte Lip Mousse 09 Ombre Charmer 4 g,1240,0,1240
2355,Wardah Colorfit Velvet Matte Lip Mousse 10 Lively Coral 4 g,12471,0,12471
2356,Wardah Colorfit Velvet Matte Lip Mousse 11 Cherish Marmalade 4 g,960,0,960
2357,Wardah Colorfit Velvet Matte Lip Mousse 12 Chic Terracotta 4 g,814,0,814
2358,Wardah Colorfit Velvet Matte Lip Mousse 13 Sweet Cinnamon 4 g,217,0,217
2359,Wardah Colorfit Velvet Matte Lip Mousse 14 Dainty Caramel 4 g,367,0,367
2361,Emina Lip Cushion 04. Say Coral 9 g,1012,0,1012
2362,Emina Lip Cushion 05. Squash It Up 9 g,4,0,4
2363,Emina Lip Cushion 06. Coffee Please 9 g,8,0,8
2365,Wardah Lightening Powder Foundation Extra Cover 01 Light Beige 10 g,2725,0,2725
2366,Wardah Lightening Powder Foundation Extra Cover 02 Golden Beige 10 g,1326,0,1326
2368,Wardah Lightening Powder Foundation Extra Cover 04 Natural 10 g,2040,0,2040
2369,Wardah Lightening Powder Foundation Light Feel 01 Light Beige 12 g,7508,144,7364
2370,Wardah Lightening Powder Foundation Light Feel 02 Golden Beige 12 g,73275,0,73275
2371,Wardah Lightening Powder Foundation Light Feel 03 Sheer Pink 12 g,56920,0,56920
2372,Wardah Lightening Powder Foundation Light Feel 04 Natural 12 g,18478,0,18478
2373,Wardah Lightening Powder Foundation Light Feel 05 Beige 12 g,1872,0,1872
2374,Wardah Lightening Powder Foundation Light Feel 06 Ivory 12 g,1138,0,1138
2375,Wardah Lightening Powder Foundation Light Feel 07 Honey Beige 12 g,2556,0,2556
2376,Wardah Refill Lightening Powder Foundation Extra Cover 01 Light Beige 10 g,980,0,980
2377,Wardah Refill Lightening Powder Foundation Extra Cover 02 Golden Beige 10 g,252,0,252
2378,Wardah Refill Lightening Powder Foundation Extra Cover 03 Sheer Pink 10 g,720,0,720
2379,Wardah Refill Lightening Powder Foundation Extra Cover 04 Natural 10 g,768,0,768
2380,Wardah Refill Lightening Powder Foundation Light Feel 01 Light Beige 12 g,22776,0,22776
2381,Wardah Refill Lightening Powder Foundation Light Feel 02 Golden Beige 12 g,7754,0,7754
2382,Wardah Refill Lightening Powder Foundation Light Feel 03 Sheer Pink 12 g,9759,0,9759
2383,Wardah Refill Lightening Powder Foundation Light Feel 04 Natural 12 g,27089,0,27089
2384,Wardah Refill Lightening Powder Foundation Light Feel 05 Beige 12 g,3280,0,3280
2385,Wardah Refill Lightening Powder Foundation Light Feel 06 Ivory 12 g,3602,0,3602
2386,Wardah Refill Lightening Powder Foundation Light Feel 07 Honey Beige 12 g,2241,0,2241
2387,Wardah Lightening Matte Powder 01 Light Beige 20 g,10549,0,10549
2388,Wardah Lightening Matte Powder 02 Beige 20 g,8948,0,8948
2389,Wardah Lightening Matte Powder 03 Ivory 20 g,1485,0,1485
2390,Wardah Lightening Matte Powder 04 Natural 20 g,10081,0,10081
2391,Emina Bright Stuff for Acne Prone Skin Face Wash 100 ml,980,0,980
2393,Wardah Lightening Whip Facial Foam 50 ml,19382,0,19382
2394,Wardah Lightening Whip Facial Foam 100 ml,21904,0,21904
2395,Wardah Lightening Oil-Infused Micellar Water 50 ml,210,0,210
2397,Emina Glossy Stain 03 Candy Rain 3 g,3684,0,3684
2398,Emina Bright Stuff for Acne Prone Skin Moisturizing Cream 20 ml,1296,0,1296
2399,Emina Glossy Stain 04 Peach Sprinkles 3 g,72,0,72
2401,MAKE OVER Powerstay Radiant Illuminizer Sun Kissed 25 g,1,0,1
2402,MAKE OVER Powerstay Glossy Lip Top Coat 6.2 g,306,0,306
2403,Wardah Lightening Liquid Concealer 01 Light 7 g (Blister),62,0,62
2406,Emina Glossy Stain 01 Autumn Bell 3 g,36,0,36
2412,Wardah Lightening Micellar Gentle Wash 50 ml,48887,0,48887
2413,Wardah Lightening Micellar Gentle Wash 100 ml,14105,0,14105
2414,Wardah Lightening Day Cream Advanced Niacinamide 30 g,64218,0,64218
2415,Wardah Lightening Night Cream Advanced Niacinamide 30 g,14883,0,14883
2417,Wardah Lightening Night Cream Advanced Niacinamide 20 mL,43058,0,43058
2419,Wardah Lightening Liquid Foundation 02. Beige 25 ml (Blister),10188,0,10188
2420,Wardah Lightening Liquid Foundation 03. Ivory 25 ml (Blister),1,0,1
2422,Wardah Nature Daily Aloe Hydramild Hand Sanitizer 100 ml,112,0,112
2425,Wardah Exclusive Glowing Highlighter 6.5 g,2374,0,2374
2426,Wardah Lightening Blue Clay Mask 50 g,12901,0,12901
2427,Wardah Lightening Essence Sheet Mask 20 ml,309,0,309
2428,Wardah Lightening Face Toner 125 ml,108640,0,108640
2431,Wardah Lightening Cleansing Milk 100 ml,41545,0,41545
2434,Wardah Lightening Gentle Exfoliator 50 ml,74733,0,74733
2436,WARDAH CRYSTALLURE Precious Liquid Lip Couture 02 Sophistique 6.5 g,5,0,5
2440,Wardah Lightening Day Gel 30 g,6660,0,6660
2441,Wardah Lightening Day Gel 20 ml,8292,0,8292
2442,Emina Bright Stuff for Acne Prone Skin Face Wash 50 ml,18025,0,18025
2443,WARDAH CRYSTALLURE Precious Glow Radiance Powder 12 IVORY 18 g,9,0,9
2444,WARDAH CRYSTALLURE Precious Glow Radiance Powder 13 BEIGE 18 g,972,0,972
2447,Emina Creamatte 17 Bola Ubi 5.5 gr,8,0,8
2450,Emina Aloe Vera Hand Gel 60 ml,23,0,23
2451,Emina Bare with Me Mineral Mild Foundation 01 Light 30 ml,2580,0,2580
2452,Emina Bare with Me Mineral Mild Foundation 02 Natural 30 ml,294,0,294
2453,Emina Bare with Me Mineral Mild Foundation 03 Caramel 30 ml,26,0,26
2454,Emina Bare with Me Mineral Mild Foundation 04 Mocca 30 ml,30,0,30
2455,Make Over All Purpose Sanitizer 200 ml,256,0,256
2456,Wardah Nature Daily Aloe Hydramild Hand Gel 50 ml,27,0,27
2458,Wardah Nature Daily Aloe Hydramild Hand Sanitizer 240 ml,10496,0,10496
2459,Wardah Instaperfect Everlast Intense Matte Liquid 01 EXCEPTIONAL 4.2 g,276,0,276
2460,Wardah Instaperfect Everlast Intense Matte Liquid 02 TIMELESS 4.2 g,96,0,96
2465,Wardah Instaperfect Everlast Intense Matte Liquid 07 EFFORTLESS 4.2 g,756,0,756
2468,Emina Aloe Vera Hand Gel 50 ml,40,0,40
2469,Wardah UV Shield Aqua Fresh Essence SPF 50 30 ml,2409,0,2409
2470,Wardah UV Shield Active Protection Serum SPF 50 35 ml,124,0,124
2472,Wardah UV Shield Light Matte Sun Stick 22 g,2063,0,2063
2473,Emina Clay Mask Brightening 60 ml,10920,0,10920
2475,Emina Clay Mask Soothe & Smooth 60 ml,684,0,684
2480,Wardah Lightening Serum Ampoule 5x5 ml,13,0,13
2482,Malaysia Wardah Colorfit Ultralight Matte Lipstick 02 Summer Peach 3.6 g,288,0,288
2486,Malaysia Wardah Colorfit Ultralight Matte Lipstick 06 Punch Fuchsia 3.6 g,1152,0,1152
2489,Malaysia Wardah Perfect Bright BB Powder 50 g,700,0,700
2492,Malaysia Wardah Colorfit Velvet Matte Lip Mousse 11 Cherish Marmalade 4 g,2688,0,2688
2493,Malaysia Wardah Colorfit Velvet Matte Lip Mousse 12 Chic Terracotta 4 g,4608,0,4608
2494,Malaysia Wardah Colorfit Velvet Matte Lip Mousse 13 Sweet Cinnamon 4 g,5184,0,5184
2495,Malaysia Wardah Colorfit Velvet Matte Lip Mousse 14 Dainty Caramel 4 g,2496,0,2496
2496,Malaysia Wardah Lightening Micellar Gentle Wash 100 ml,22435,0,22435
2497,Malaysia Wardah Lightening Whip Facial Foam 100 ml,14000,0,14000
2498,Malaysia Wardah Lightening Oil-Infused Micellar Water 100 ml,1624,0,1624
2499,Malaysia Wardah Lightening Day Cream Advanced Niacinamide 30 g,15720,0,15720
2500,Malaysia Wardah Lightening Night Cream Advanced Niacinamide 30 g,50324,0,50324
2501,Malaysia Wardah Lightening Gentle Exfoliator 50 ml,15500,0,15500
2502,Malaysia Wardah Lightening Face Toner 125 ml,51576,0,51576
2506,Malaysia Wardah Lightening Powder Foundation Light Feel 02 Golden Beige 12 g,31,0,31
2507,Malaysia Wardah Lightening Powder Foundation Light Feel 03 Sheer Pink 12 g,4392,0,4392
2508,Malaysia Wardah Lightening Powder Foundation Light Feel 04 Natural 12 g,1332,0,1332
2509,Malaysia Wardah Lightening Powder Foundation Light Feel 05 Beige 12 g,324,0,324
2510,Malaysia Wardah Lightening Powder Foundation Light Feel 06 Ivory 12 g,1296,0,1296
2511,Malaysia Wardah Lightening Powder Foundation Light Feel 07 Honey Beige 12 g,612,0,612
2513,Malaysia Wardah Lightening Liquid Foundation 02. Beige 25 ml (Blister),7452,0,7452
2514,Malaysia Wardah Lightening Liquid Foundation 03. Ivory 25 ml (Blister),7200,0,7200
2515,Malaysia Wardah Lightening Liquid Foundation 04. Natural 25 ml (Blister),4320,0,4320
2517,Malaysia Wardah Lightening Liquid Concealer 02 Beige 7 g (Blister),1224,0,1224
2520,Emina Bright Stuff Whip Face Wash 50 ml,19039,0,19039
2521,Wardah Hydra Rose Micro Gel Serum 30 ml,4107,0,4107
2522,Wardah Hydra Rose Dewy Aqua Day Gel 40 g,3230,0,3230
2523,Wardah Hydra Rose Dewy Aqua Day Gel 17 ml,2100,0,2100
2524,Wardah Hydra Rose Moisture Rich Night Gel 40 g,1512,0,1512
2525,Wardah Hydra Rose Moisture Rich Night Gel 17 ml,7019,0,7019
2526,Wardah Hydra Rose Gel to Foam Cleanser 100 ml,19,0,19
2527,Wardah Hydra Rose Petal Infused Toner 100 ml,5532,0,5532
2534,Make Over Hydrastay Smooth Lip Whip C01 Grace 6.5 g,8,0,8
2535,Make Over Hydrastay Smooth Lip Whip C02 Ballad 6.5 g,2,0,2
2536,Make Over Hydrastay Smooth Lip Whip C03 Poetic 6.5 g,356,0,356
2537,Make Over Hydrastay Smooth Lip Whip C04 Real 6.5 g,5,0,5
2538,Make Over Hydrastay Smooth Lip Whip C05 Swift 6.5 g,712,0,712
2539,Make Over Hydrastay Smooth Lip Whip C06 Lively 6.5 g,626,0,626
2540,Make Over Hydrastay Smooth Lip Whip C07 Soirée 6.5 g,96,0,96
2541,Make Over Hydrastay Smooth Lip Whip C08 Devoted 6.5 g,96,0,96
