Code,Product,Quantity on Hand,Reserved,Available
00229,Wardah Essential Facial Massage Cream 60 ml (Pc(s)),90.0,0.0,90.0
00230,Wardah Essential Facial Scrub 60 ml (Pc(s)),198.0,0.0,198.0
00231,Wardah Essential Facial Wash 60 ml (Pc(s)),120.0,0.0,120.0
00232,Wardah Essential Intensive Night Cream 30 gr (Pc(s)),74.0,0.0,74.0
00233,Wardah Essential Peeling Cream 60 ml (Pc(s)),17.0,0.0,17.0
00234,Wardah Hydrating Aloe Vera Gel 100 ml (Pc(s)),5.0,0.0,5.0
00235,Wardah Hydrating Cleanser 150 ml (Pc(s)),68.0,0.0,68.0
00236,Wardah Hydrating Facial Serum 5x5 ml (Pc(s)),20.0,0.0,20.0
00237,Wardah Hydrating Moisturizer Cream 40 ml (Pc(s)),25.0,0.0,25.0
00238,Wardah Hydrating Toner 150 ml (Pc(s)),51.0,0.0,51.0
00239,Wardah Purifying Cleanser 150 ml (Pc(s)),47.0,0.0,47.0
00240,Wardah Purifying Facial Serum 5x5 ml (Pc(s)),19.0,0.0,19.0
00241,Wardah Purifying Moisturizer Gel 40 ml (Pc(s)),58.0,0.0,58.0
00242,Wardah Purifying Toner 150 ml (Pc(s)),14.0,0.0,14.0
00243,Wardah Sunscreen Gel SPF 30 40 ml (Pc(s)),30.0,0.0,30.0
00244,Wardah Renew You Anti Aging Day Cream 17 ml (pc(s)),48.0,0.0,48.0
00245,Wardah Renew You Anti Aging Day Cream 30 gr (Pc(s)),17.0,0.0,17.0
00246,Wardah Renew You Anti Aging Intensive Serum 17 ml (Pc(s)),56.0,0.0,56.0
00247,Wardah Renew You Anti Aging Night Cream 17 ml (pc(s)),60.0,0.0,60.0
00248,Wardah Renew You Anti Aging Night Cream 30 gr (Pc(s)),124.0,0.0,124.0
00249,Wardah Hand & Body Lotion ETERNAL 200 ml,19.0,0.0,19.0
00250,Wardah Hand & Body Lotion FLAME 200 ml,5.0,0.0,5.0
00251,Wardah Hand & Body Lotion INNOCENCE 200 ml,5.0,0.0,5.0
00252,Wardah Hand & Body Lotion SHINE 200 ml,21.0,0.0,21.0
00253,Wardah Hand & Body Lotion SPARKS 200 ml,11.0,0.0,11.0
00254,Wardah Body Mist ETERNAL 200 ml,18.0,0.0,18.0
00255,Wardah Body Mist FLAME 200 ml,10.0,0.0,10.0
00256,Wardah Body Mist INNOCENCE 200 ml,30.0,0.0,30.0
00257,Wardah Body Mist SHINE 200 ml,17.0,0.0,17.0
00258,Wardah Body Mist SPARKS 200 ml,31.0,0.0,31.0
00259,Wardah Eau De Toilette ETERNAL 35 ml,22.0,0.0,22.0
00260,Wardah Eau De Toilette FLAME 35 ml,15.0,0.0,15.0
00261,Wardah Eau De Toilette INNOCENCE 35 ml,44.0,0.0,44.0
00262,Wardah Eau De Toilette SHINE 35 ml,29.0,0.0,29.0
00263,Wardah Eau De Toilette SPARKS 35 ml,27.0,0.0,27.0
