"#","Nomo","Snfg","Snfg Komponen","Posisi","Jenis Proses","Lanjutan","Datetime Write","Start","Due","Nama Fg","Process Status","Is Done","Koitem FG","No Batch","Actions"
"3412","MO-CON-C-HM-BULK/H0011","CON-C-MO11ML/H0005","CON-C-MO11ML/H0005/03/01","NDC","JADWAL BARU","1","2022-03-23 01:01:07+07","2022-03-17","2022-03-22","MAKE OVER Camouflage Cream Face Concealer 5X2g (Pc(s))","Next Process","Done","CON-C-MO11ML","CI18A",""
"3413","MO-CON-C-B-BULK/H0006","CON-C-MO11ML/H0005","CON-C-MO11ML/H0005/01/01","NDC","JADWAL BARU","1","2022-03-23 01:01:07+07","2022-03-17","2022-03-22","MAKE OVER Camouflage Cream Face Concealer 5X2g (Pc(s))","Next Process","Done","CON-C-MO11ML","CI17A",""
"3414","-","DUSS-PMFW33R0-MO/H0010","DUSS-PMFW33R0-MO/H0010","QC FG","JADWAL BARU","1","2022-03-23 00:54:57+07","2022-03-22","2022-03-23","Dus Sticker Powerstay Matte Powder Foundation W33 MO","Next Process","Done","DUSS-PMFW33R0-MO","(not set)",""
"3415","MO-L-REMA18-BULK/H0010","L-REMA18-W/H0010","L-REMA18-W/H0010","NDC","JADWAL BARU","1","2022-03-23 00:43:37+07","2022-03-17","2022-03-22","Wardah Exclusive Matte Lipstick 18 Rosy Pink 3.5 g","Next Process","Done","L-REMA18-W","CI17A",""
"3416","MO-B-BSLP-BULK/H0073","B-BSLP-EM/H0077","B-BSLP-EM/H0077","NDC","JADWAL BARU","1","2022-03-23 00:43:37+07","2022-03-17","2022-03-23","Emina Bright Stuff Loose Powder 55 g","Next Process","Done","B-BSLP-EM","CI21A",""
"3417","MO-M-IAB-BULK/H0003","M-IAB-EM50ML/H0003","M-IAB-EM50ML/H0003","NDC","JADWAL BARU","1","2022-03-23 00:41:36+07","2022-03-21","2022-03-23","Emina Moist in A Bottle 50 ml (Pc(s))","Next Process","Done","M-IAB-EM50ML","CI22A",""
"3418","MO-BBC-HSBBN-BULK/H0002","BBC-HSBBN-EM/H0002","BBC-HSBBN-EM/H0002","NDC","JADWAL BARU","1","2022-03-23 00:41:36+07","2022-02-24","2022-02-26","Emina Daily Matte BB Cream 02 Natural 16 g","Next Process","Done","BBC-HSBBN-EM","BI24A",""
"3419","MO-M-BSC-BULK/H0018","M-BSC-EM/H0018","M-BSC-EM/H0018","NDC","JADWAL BARU","1","2022-03-23 00:41:36+07","2022-03-22","2022-03-23","Emina Bright Stuff Moisturizing Cream 20 ml","Next Process","Done","M-BSC-EM","BI22A",""
"3420","MO-M-M-BULK/H0004","M-MN2-OMG/H0004","M-MN2-OMG/H0004","NDC","JADWAL BARU","1","2022-03-22 23:48:50+07","2022-03-14","2022-03-21","OMG Oh My Glow Peach Glowing Cream 25 g","Next Process","Done","M-MN2-OMG","CI14A",""
"3421","","P-KP1-KA/H0001","P-KP1-KA/H0001","NDC","JADWAL BARU","1","2022-03-22 23:39:58+07","2022-03-21","2022-03-22","Kahf Humbling Forest Complete Package","Next Process","Done","P-KP1-KA","(not set)",""
"3422","MO-F-CLCMG-BULK/H0001","F-CLCMG-W/H0001","F-CLCMG-W/H0001","NDC","JADWAL BARU","1","2022-03-22 23:39:41+07","2022-02-21","2022-03-07","Wardah Colorfit Matte Foundation 42N Neutral Sand 25 ml","Next Process","Done","F-CLCMG-W","BI22A",""
"3423","MO-F-CLCMD-BULK/H0003","F-CLCMD-W/H0003","F-CLCMD-W/H0003","NDC","JADWAL BARU","1","2022-03-22 23:39:32+07","2022-03-15","2022-03-23","Wardah Colorfit Matte Foundation 32N Neutral Beige 25 ml","Next Process","Done","F-CLCMD-W","CI16A",""
"3424","MO-F-L03-BULK/A0001","F-L03-OMG/H0001","F-L03-OMG/H0001","NDC","JADWAL BARU","1","2022-03-22 22:53:12+07","2022-03-01","2022-03-05","OMG Oh My Glam Coverlast Liquid Foundation 31 W Beige","Next Process","Done","F-L03-OMG","(not set)",""
"3425","MO-CON-PTCL01-BULK/H0003","CON-PTCL01-MO/H0003","CON-PTCL01-MO/H0003","NDC","JADWAL BARU","1","2022-03-22 22:21:40+07","2022-03-19","2022-03-23","MAKE OVER Powerstay Total Cover Liquid Concealer 01 Light 6.5 ml","Next Process","Done","CON-PTCL01-MO","CI21A",""
"3426","MO-A-PRT-BULK/H0013","A-PRT-W100ML/H0013","A-PRT-W100ML/H0013","NDC","JADWAL BARU","1","2022-03-22 22:21:40+07","2022-03-19","2022-03-23","Wardah Acnederm Pore Refining Toner 100 ml (Pc(s))","Next Process","Done","A-PRT-W100ML","CI19A",""
"3427","MO-FW-PCSRB-BULK/H0043","FW-PCSRB-KA/H0024","FW-PCSRB-KA/H0024","NDC","JADWAL BARU","1","2022-03-22 21:21:26+07","2022-03-19","2022-03-22","Kahf Skin Energizing and Brightening Face Wash 100 ml","Next Process","Done","FW-PCSRB-KA","CI21B",""
"3428","MO-M-PHAG-BULK/H0004","M-PHAG-EM20ML/H0004","M-PHAG-EM20ML/H0004","NDC","JADWAL BARU","1","2022-03-22 21:21:26+07","2022-03-18","2022-03-22","Emina Ms. Pimple Acne Solution Moisturizing Gel 20 ml","Next Process","Done","M-PHAG-EM20ML","CI19A",""
"3429","MO-SRM-BSS-BULK/H0014","SRM-BSSN2-EM/H0009","SRM-BSSN2-EM/H0009","NDC","JADWAL BARU","1","2022-03-22 21:21:26+07","2022-03-19","2022-03-22","Emina Bright Stuff Face Serum 7.5 ml","Next Process","Done","SRM-BSSN2-EM","CI19A",""
"3430","MO-HBL-ETBME-BULK/H0001","HBL-ETBMEN2-W/H0002","HBL-ETBMEN2-W/H0002","QC BULK","UNCOMFORMITY 2","1","2022-03-22 20:35:50+07","2022-03-21","2022-03-30","Earth Love Life South Bali Frangipani &amp; Tropical Coconut Water Body Gel Serum 250 ml","Next Process","Done","HBL-ETBMEN2-W","CI22A",""
"3431","MO-REM-SBMW-BULK/H0023","REM-SBMW-W240ML/H0014","REM-SBMW-W240ML/H0014","NDC","JADWAL BARU","1","2022-03-22 20:04:26+07","2022-03-19","2022-03-22","Wardah Nature Daily Seaweed Cleansing Micellar Water 240 ml","Next Process","Done","REM-SBMW-W240ML","CI21A",""
"3432","MO-L-REMA09-BULK/H0005","L-REMA09-W/H0005","L-REMA09-W/H0005","NDC","JADWAL BARU","1","2022-03-22 16:49:46+07","2022-03-16","2022-03-22","Wardah Exclusive Matte Lipstick 09 True Red 3.5 g","Next Process","Done","L-REMA09-W","CI17A",""
"3433","MO-BO-W1A-02 BULK/H0005","BO-W1A-W4GR/H0005","BO-W1A-W4GR/H0005/02/01","NDC","JADWAL BARU","1","2022-03-22 16:49:46+07","2022-03-17","2022-03-23","Wardah Blush On A 4 gr","Next Process","Done","BO-W1A-W4GR","CI17A",""
"3434","MO-BO-W1A-01 BULK/H0005","BO-W1A-W4GR/H0005","BO-W1A-W4GR/H0005/01/01","NDC","JADWAL BARU","1","2022-03-22 16:49:46+07","2022-03-16","2022-03-23","Wardah Blush On A 4 gr","Next Process","Done","BO-W1A-W4GR","CI17A",""
"3435","MO-B-BSLP-BULK/H0072","B-BSLP-EM/H0076","B-BSLP-EM/H0076","NDC","JADWAL BARU","1","2022-03-22 16:49:46+07","2022-03-16","2022-03-22","Emina Bright Stuff Loose Powder 55 g","Next Process","Done","B-BSLP-EM","CI19A",""
"3436","MO-B-PT03-BULK/H0007","B-PT03-MO35G/H0007","B-PT03-MO35G/H0007","NDC","JADWAL BARU","1","2022-03-22 16:38:37+07","2022-03-17","2022-03-22","MAKE OVER Silky Smooth Translucent Powder 03 Champagne 35 g (Pc(s)","Next Process","Done","B-PT03-MO35G","CI22A",""
"3437","MO-BO-SKPP10-BULK/H0008","BO-SPP10-MO3,5G/H0003","BO-SKPP10-RP-MO3,5GR/H0003","NDC","JADWAL BARU","1","2022-03-22 16:38:37+07","2022-03-21","2022-03-22","MAKE OVER BO 10 Passion Pink Refill Pack 3,5 g (Pc(s))","Next Process","Done","BO-SPP10-MO3,5G","CI21A",""
"3438","MO-L-IMC013-BULK/H0008","L-IMC013-MO6,5G/H0008","L-IMC013-MO6,5G/H0008","NDC","JADWAL BARU","1","2022-03-22 16:38:37+07","2022-03-18","2022-03-22","MAKE OVER Intense Matte Lip Cream 013 Dainty 6,5 g (Pc(s))","Next Process","Done","L-IMC013-MO6,5G","(not set)",""
"3439","-","ES-TEB-MO6G/H0009","ES-TEB-MO6G/H0009/03/01","NDC","JADWAL BARU","1","2022-03-22 16:38:27+07","2022-03-21","2022-03-23","MAKE OVER Trivia Eye Shadow Emperor Brown 6 g (Pc(s))","Next Process","Done","ES-TEB-MO6G","(not set)",""
"3440","MO-ES-SD-BULK/H0010","ES-TEB-MO6G/H0009","ES-TEB-MO6G/H0009/01/01","NDC","JADWAL BARU","1","2022-03-22 16:38:27+07","2022-03-17","2022-03-23","MAKE OVER Trivia Eye Shadow Emperor Brown 6 g (Pc(s))","Next Process","Done","ES-TEB-MO6G","CI18A",""
"3441","MO-ES-H-X/H0012","ES-TEB-MO6G/H0009","ES-TEB-MO6G/H0009/02/01","NDC","JADWAL BARU","1","2022-03-22 16:38:27+07","2022-03-17","2022-03-23","MAKE OVER Trivia Eye Shadow Emperor Brown 6 g (Pc(s))","Next Process","Done","ES-TEB-MO6G","CI18A",""
"3442","MO-B-PMTP-BULK/H0006","B-PMT-MO11G/H0006","B-PMT-MO11G/H0006","NDC","JADWAL BARU","1","2022-03-22 16:38:27+07","2022-03-17","2022-03-22","MAKE OVER Powerstay Mattifying Transparent Powder 11 g","Next Process","Done","B-PMT-MO11G","CI22A",""
"3443","MO-TC-PC02-BULK/H0032","TC-PC02-MO12G/H0012","TC-PC02-MO12G/H0012","NDC","JADWAL BARU","1","2022-03-22 16:38:27+07","2022-03-16","2022-03-22","MAKE OVER Perfect Cover TWC 02 Coral 12 g (Pc(s))","Next Process","Done","TC-PC02-MO12G","CI21A",""
"3444","MO-F-PTCMCW42-BULK/H0003","F-PTCMCW42-MO/H0003","F-PTCMCW42-MO/H0003","NDC","JADWAL BARU","1","2022-03-22 16:38:27+07","2022-03-21","2022-03-22","MAKE OVER Powerstay Total Cover Matte Cream Foundation W42 Warm Sand 12 g","Next Process","Done","F-PTCMCW42-MO","CI19A",""
"3445","MO-CON-C-B-BULK/H0005","CON-C-MO11ML/H0004","CON-C-MO11ML/H0004/01/01","NDC","JADWAL BARU","1","2022-03-22 16:38:27+07","2022-03-16","2022-03-22","MAKE OVER Camouflage Cream Face Concealer 5X2g (Pc(s))","Next Process","Done","CON-C-MO11ML","CI15A",""
"3446","MO-B-SPC-BULK/H0004","B-SPC-MO13GR/H0004","B-SPC-MO13GR/H0004","NDC","JADWAL BARU","1","2022-03-22 16:38:27+07","2022-03-18","2022-03-23","MAKE OVER Shimmering Powder Chrystalist 13 gr","Next Process","Done","B-SPC-MO13GR","CI21A",""
"3447","MO-TC-PC04-BULK/H0041","TC-PC04-MO12G/H0008","TC-PC04-MO12G/H0008","NDC","JADWAL BARU","1","2022-03-22 16:38:27+07","2022-03-16","2022-03-22","MAKE OVER Perfect Cover TWC 04 Desert 12 g (Pc(s))","Next Process","Done","TC-PC04-MO12G","CI21A",""
"3448","MO-F-PTCMCN10-BULK/H0011","F-PTCMCN10-MO/H0012","F-PTCMCN10-MO/H0012","NDC","JADWAL BARU","1","2022-03-22 16:38:27+07","2022-03-21","2022-03-22","MAKE OVER Powerstay Total Cover Matte Cream Foundation N10 Marble 12 g","Next Process","Done","F-PTCMCN10-MO","CI19A",""
"3449","MO-L-IMC011-BULK/H0006","L-IMC011-MO6,5G/H0006","L-IMC011-MO6,5G/H0006","NDC","JADWAL BARU","1","2022-03-22 16:38:27+07","2022-03-18","2022-03-22","MAKE OVER Intense Matte Lip Cream 011 Pompous 6,5 g (Pc(s))","Next Process","Done","L-IMC011-MO6,5G","CI18A",""
"3450","MO-CON-C-C-BULK/H0007","CON-C-MO11ML/H0004","CON-C-MO11ML/H0004/02/01","NDC","JADWAL BARU","1","2022-03-22 16:38:27+07","2022-03-16","2022-03-22","MAKE OVER Camouflage Cream Face Concealer 5X2g (Pc(s))","Next Process","Done","CON-C-MO11ML","CI16A",""
"3451","MO-CON-C-HM-BULK/H0010","CON-C-MO11ML/H0004","CON-C-MO11ML/H0004/03/01","NDC","JADWAL BARU","1","2022-03-22 16:38:27+07","2022-03-16","2022-03-22","MAKE OVER Camouflage Cream Face Concealer 5X2g (Pc(s))","Next Process","Done","CON-C-MO11ML","CI16A",""
"3452","MO-CON-C-LB-BULK/H0007","CON-C-MO11ML/H0004","CON-C-MO11ML/H0004/04/01","NDC","JADWAL BARU","1","2022-03-22 16:38:27+07","2022-03-16","2022-03-22","MAKE OVER Camouflage Cream Face Concealer 5X2g (Pc(s))","Next Process","Done","CON-C-MO11ML","CI17A",""
"3453","MO-CON-C-UM-BULK/H0006","CON-C-MO11ML/H0004","CON-C-MO11ML/H0004/05/01","NDC","JADWAL BARU","1","2022-03-22 16:38:27+07","2022-03-17","2022-03-22","MAKE OVER Camouflage Cream Face Concealer 5X2g (Pc(s))","Next Process","Done","CON-C-MO11ML","CI17A",""
"3454","MO-L-IPEI07-BULK/H0005","L-IPEI07-W/H0005","L-IPEI07-W/H0005","NDC","JADWAL BARU","1","2022-03-22 16:38:27+07","2022-03-17","2022-03-22","Wardah Instaperfect Everlast Intense Matte Liquid 07 EFFORTLESS 4.2 g","Next Process","Done","L-IPEI07-W","CI17A",""
"3455","MO-M-LDCN-BULK/H0027","M-LDCN2-W/H0009","M-LDCN2-W/H0009","NDC","JADWAL BARU","1","2022-03-22 16:38:08+07","2022-03-17","2022-03-23","Wardah Lightening Day Cream Advanced Niacinamide 30 g","Next Process","Done","M-LDCN2-W","CI18A",""
"3456","MO-A-PRT-BULK/H0012","A-PRT-W100ML/H0012","A-PRT-W100ML/H0012","NDC","JADWAL BARU","1","2022-03-22 16:38:08+07","2022-03-19","2022-03-22","Wardah Acnederm Pore Refining Toner 100 ml (Pc(s))","Next Process","Done","A-PRT-W100ML","CI18A",""
"3457","MO-FW-LWF-BULK/H0046","FW-LWFN2-W/H0031","FW-LWFN2-W/H0031","NDC","JADWAL BARU","1","2022-03-22 16:38:08+07","2022-03-21","2022-03-22","Wardah Lightening Whip Facial Foam 100 ml","Next Process","Done","FW-LWFN2-W","CI21B",""
"3458","MO-F-LPWW32-BULK/H0001","F-LPWW32-MO/BSH0001","F-LPWW32-MO/BSH0001","QC BULK","PENDING","2","2022-03-22 15:45:43+07","2022-03-21","2022-03-31","Make Over Powerstay Weightless Liquid Foundation W32 Warm Beige 33 ml","Next Process","Done","F-LPWW32-MO","(not set)",""
"3459","MO-L-MLCL-BULK/H0025","L-TMLC2-OMG/H0003","L-TMLC2-OMG/H0003/08/01","KEMAS_2","FILLING","4","2022-03-22 15:12:00+07","2022-04-19","2022-04-20","OMG OH MY GLAM Tester Matte Kiss Lip Cream 01-15 52.5 g","Next Process","(not set)","L-TMLC2-OMG","(not set)",""
"3460","MO-LAR-LICODDC-BULK/H0014","LAR-LICODDC-BULK/H0014","LAR-LICODDC-BULK/H0014","QC BULK","MASUK SPESIFIKASI","1","2022-03-22 15:01:57+07","2022-03-18","2022-03-23","Larutan Ekstrak Pemutih O Dalam Silikon 200/50","Next Process","Done","LAR-LICODDC-BULK","(not set)",""
"3461","MO-FW-BS-BULK/H0028","FW-BS-EM50ML/H0010","FW-BS-EM50ML/H0010","NDC","JADWAL BARU","1","2022-03-22 14:16:27+07","2022-03-19","2022-03-23","Emina Bright Stuff Face Wash 50 ml","Next Process","Done","FW-BS-EM50ML","CI21A",""
"3462","MO-FW-BSACNE-BULK/H0033","FW-BSACNE-EM/H0016","FW-BSACNE-EM/H0016","NDC","JADWAL BARU","1","2022-03-22 14:16:27+07","2022-03-19","2022-03-22","Emina Bright Stuff for Acne Prone Skin Face Wash 100 ml","Next Process","Done","FW-BSACNE-EM","CI21A",""
"3463","MO-FW-PCSRB-BULK/H0042","FW-PCSRB-KA/H0023","FW-PCSRB-KA/H0023","NDC","JADWAL BARU","1","2022-03-22 14:16:27+07","2022-03-19","2022-03-22","Kahf Skin Energizing and Brightening Face Wash 100 ml","Next Process","Done","FW-PCSRB-KA","CI21A",""
"3464","MO-CB-A-BULK/H0001","CB-P1A-P240/H0001","CB-P1A-P240/H0001","NDC","JADWAL BARU","1","2022-03-22 14:16:27+07","2022-03-18","2022-03-23","Putri Natural Creambath Avocado 240 ML (Pc(s))","Next Process","Done","CB-P1A-P240","CI18A",""
"3465","-","DUSS-PMFW33R0-MO/H0009","DUSS-PMFW33R0-MO/H0009","QC FG","JADWAL BARU","1","2022-03-22 14:07:32+07","2022-03-22","2022-03-23","Dus Sticker Powerstay Matte Powder Foundation W33 MO","Next Process","Done","DUSS-PMFW33R0-MO","(not set)",""
"3466","MO-FW-FW-BULK/H0007","FW-FWN1-OMG/H0001","FW-FWN1-OMG/H0001","NDC","JADWAL BARU","1","2022-03-22 14:04:44+07","2022-03-12","2022-03-19","OMG OH MY GLOW Peach Glowing Face Wash 9 g","Next Process","Done","FW-FWN1-OMG","CI14A",""
"3467","MO-F-CLCMD-BULK/H0002","F-CLCMD-W/H0002","F-CLCMD-W/H0002","NDC","JADWAL BARU","1","2022-03-22 14:03:23+07","2022-02-23","2022-03-07","Wardah Colorfit Matte Foundation 32N Neutral Beige 25 ml","Next Process","Done","F-CLCMD-W","BI24A",""
"3468","MO-L-CUMKORE-BULK/H0005","L-CUMKORE-W/H0005","L-CUMKORE-W/H0005","NDC","JADWAL BARU","1","2022-03-22 14:01:35+07","2022-03-15","2022-03-23","Wardah Colorfit Ultralight Matte Lipstick 13 Upbeat Hongdae 3.6 g","Next Process","Done","L-CUMKORE-W","(not set)",""
"3469","MO-B-R3L04N-BULK/H0017","B-R3L04N-W/H0017","B-R3L04N-W/H0017","NDC","JADWAL BARU","1","2022-03-22 14:01:35+07","2022-03-17","2022-03-22","Wardah Lightening Matte Powder 04 Natural 20 g","Next Process","Done","B-R3L04N-W","CI21A",""
"3470","MO-TWC-CLFTD-BULK/H0006","TWC-CLFTD-W/H0006","TWC-CLFTD-W/H0006","NDC","JADWAL BARU","1","2022-03-22 14:01:35+07","2022-03-16","2022-03-22","Wardah Colorfit Velvet Powder Foundation 32N Neutral Beige 11 g","Next Process","Done","TWC-CLFTD-W","CI21A",""
"3471","MO-FA-EGH-BULK/H0001","FA-EGH-W/H0001","FA-EGH-W/H0001","NDC","JADWAL BARU","1","2022-03-22 14:01:35+07","2022-03-02","2022-03-10","Wardah Exclusive Glowing Highlighter 6.5 g","Next Process","Done","FA-EGH-W","CI04A",""
"3472","","MY-CONLBBL01-W/H0007","MY-CONLBBL01-W/H0007","NDC","JADWAL BARU","1","2022-03-22 13:37:20+07","2022-03-22","2022-03-23","Malaysia Wardah Lightening Liquid Concealer 01 Light 7 g (Blister)","Next Process","Done","MY-CONLBBL01-W","(not set)",""
"3473","","MY-TWCCLFTE-W/H0009","MY-TWCCLFTE-W/H0009","NDC","JADWAL BARU","1","2022-03-22 13:37:20+07","2022-03-22","2022-03-23","Malaysia Wardah Colorfit Velvet Powder Foundation 33W Olive Beige 11 g","Next Process","Done","MY-TWCCLFTE-W","(not set)",""
"3474","(not set)","MY-TWCCLFTH-W/H0006","MY-TWCCLFTH-W/H0006","NDC","JADWAL BARU","1","2022-03-22 13:36:23+07","2022-03-22","2022-03-22","Malaysia Wardah Colorfit Velvet Powder Foundation 52N Almond 11 g","Next Process","Done","MY-TWCCLFTH-W","(not set)",""
"3475","","MY-BPBBB-W/H0009","MY-BPBBB-W/H0009","NDC","JADWAL BARU","1","2022-03-22 13:36:23+07","2022-03-22","2022-03-23","Malaysia Wardah Perfect Bright BB Powder 50 g","Next Process","Done","MY-BPBBB-W","(not set)",""
"3476","","MY-RESNCCL-W/H0002","MY-RESNCCL-W/H0002","NDC","JADWAL BARU","1","2022-03-22 13:36:23+07","2022-03-22","2022-03-23","Malaysia Wardah EyeXpert Eyeshadow Classic 3.3 gr","Next Process","Done","MY-RESNCCL-W","(not set)",""
"3477","","MY-RDDCCDL-W/H0008","MY-RDDCCDL-W/H0008","NDC","JADWAL BARU","1","2022-03-22 13:36:23+07","2022-03-22","2022-03-23","Malaysia Wardah C-defense DD Cream 01 Light 20 ml","Next Process","Done","MY-RDDCCDL-W","(not set)",""
"3478","MO-HBW-BW-BULK/H0022","HBW-BWN1A-BD/H0004","HBW-BWN1A-BD/H0004","NDC","JADWAL BARU","1","2022-03-22 13:23:56+07","2022-03-15","2022-03-17","Biodef Natural Protection Mint + Sea Salt Body Wash Antiseptik Alami Botol 275 ml","Next Process","Done","HBW-BWN1A-BD","CI16A",""
"3479","MO-TWC-CLFTA-BULK/H0005","TWC-CLFTA-W/H0005","TWC-CLFTA-W/H0005","NDC","JADWAL BARU","1","2022-03-22 11:57:07+07","2022-03-16","2022-03-21","Wardah Colorfit Velvet Powder Foundation 11C Pink Fair 11 g","Next Process","Done","TWC-CLFTA-W","CI18A",""
"3480","MO-ES-W0I-02 BULK/H0008","ES-W0I-W3,3GR/H0008","ES-W0I-W3,3GR/H0008/02/01","NDC","JADWAL BARU","1","2022-03-22 11:57:07+07","2022-03-17","2022-03-22","Wardah Eye Shadow I 3,3 gr (pc(s))","Next Process","Done","ES-W0I-W3,3GR","CI17A",""
"3481","MO-ES-W0I-03 BULK/H0008","ES-W0I-W3,3GR/H0008","ES-W0I-W3,3GR/H0008/01/01","NDC","JADWAL BARU","1","2022-03-22 11:57:07+07","2022-03-16","2022-03-22","Wardah Eye Shadow I 3,3 gr (pc(s))","Next Process","Done","ES-W0I-W3,3GR","CI17A",""
"3482","MO-L-LLW0C10-BULK/H0006","L-LL10-W2.3G/H0007","L-LL10-W2.3G/H0007","NDC","JADWAL BARU","1","2022-03-22 11:57:07+07","2022-03-15","2022-03-21","Wardah Lipstick Longlasting 10 Stylish Mocca 2.3 g (Pc(s))","Next Process","Done","L-LL10-W2.3G","CI16A",""
"3483","-","BO-E02-W/BSH0010","BO-E02-W/BSH0010","NDC","JADWAL BARU","1","2022-03-22 11:57:07+07","2022-03-21","2022-03-22","Wardah Exclusive Blush On 02 Coral Peach 6.5 g","Next Process","Done","BO-E02-W","(not set)",""
"3484","-","BO-E02-W/BSH0008","BO-E02-W/BSH0008","NDC","JADWAL BARU","1","2022-03-22 11:57:07+07","2022-03-21","2022-03-22","Wardah Exclusive Blush On 02 Coral Peach 6.5 g","Next Process","Done","BO-E02-W","(not set)",""
"3485","MO-ES-W0I-01 BULK/H0012","ES-W0I-W3,3GR/H0008","ES-W0I-W3,3GR/H0008/03/01","NDC","JADWAL BARU","1","2022-03-22 11:57:07+07","2022-03-16","2022-03-22","Wardah Eye Shadow I 3,3 gr (pc(s))","Next Process","Done","ES-W0I-W3,3GR","CI17A",""
"3486","-","BO-E02-W/BSH0009","BO-E02-W/BSH0009","NDC","JADWAL BARU","1","2022-03-22 11:57:07+07","2022-03-21","2022-03-22","Wardah Exclusive Blush On 02 Coral Peach 6.5 g","Next Process","Done","BO-E02-W","(not set)",""
"3487","MO-B-W0T3LFP04-BULK/H0012","B-W3ELFP04-W30G/H0012","B-W3ELFP04-W30G/H0012","NDC","JADWAL BARU","1","2022-03-22 11:57:07+07","2022-03-16","2022-03-21","Wardah Evd Lum Face Powder 04 Natural 30 g (Pc(s))","Next Process","Done","B-W3ELFP04-W30G","CI18A",""
"3488","MO-B-ESFBBLP-BULK/H0014","B-SFLP-EM8G/H0007","B-SFLP-EM8G/H0007","NDC","JADWAL BARU","1","2022-03-22 11:54:36+07","2022-03-16","2022-03-22","Emina Sebum Fighter Loose Powder 8 g","Next Process","Done","B-SFLP-EM8G","CI18A",""
"3489","MO-TC-R3LEC02-BULK/H0008","TC-R3LEC02-W/H0004","TC-R3LEC02-W/H0004","NDC","JADWAL BARU","1","2022-03-22 11:54:36+07","2022-03-16","2022-03-22","Wardah Lightening Powder Foundation Extra Cover 02 Golden Beige 10 g","Next Process","Done","TC-R3LEC02-W","CI18A",""
"3490","MO-M-PSRT30-BULK/H0002","M-PSRT30-MO/H0002","M-PSRT30-MO/H0002","PLANNER","(not set)","1","2022-03-22 11:30:00+07","2022-03-25","2022-03-28","MAKE OVER Powerskin Radiant Tinted Moisturizer 30 Beige 40 ml","Next Process","Done","M-PSRT30-MO","(not set)",""
"3491","MO-L-MLCC-BULK/H0012","L-TMLC2-OMG/H0003","L-TMLC2-OMG/H0003/03/01","KEMAS_2","FILLING-PACKING_INLINE","1","2022-03-22 10:37:00+07","2022-03-17","2022-03-22","OMG OH MY GLAM Tester Matte Kiss Lip Cream 01-15 52.5 g","Next Process","(not set)","L-TMLC2-OMG","CI17A",""
"3492","","P-KP3-KA/H0001","P-KP3-KA/H0001","NDC","JADWAL BARU","1","2022-03-22 10:29:29+07","2022-03-21","2022-03-22","Kahf Invigorating Waterfall Complete Package","Next Process","Done","P-KP3-KA","(not set)",""
"3493","MO-M-RWSNC-BULK/H0010","M-RWSNCN1-W/H0005","M-RWSNCN1-W/H0005","NDC","JADWAL BARU","1","2022-03-22 09:57:57+07","2022-03-16","2022-03-19","Wardah Crystal Secret Bright Activating Night Cream 15 ml","Next Process","Done","M-RWSNCN1-W","CI16A",""
"3494","MO-SS-UVSDS-BULK/H0050","SS-UVSDSPB-W/H0043","SS-UVSDSPB-W/H0043","NDC","JADWAL BARU","1","2022-03-22 09:57:57+07","2022-03-15","2022-03-21","Wardah UV Shield Essential Sunscreen Gel SPF 30 (New Blister)","Next Process","Done","SS-UVSDSPB-W","CI16A",""
"3495","-","DUSS-PMFW22R0-MO/H0006","DUSS-PMFW22R0-MO/H0006","QC FG","JADWAL BARU","1","2022-03-22 09:56:06+07","2022-03-22","2022-03-23","Dus Sticker Powerstay Matte Powder Foundation W22 MO","Next Process","Done","DUSS-PMFW22R0-MO","(not set)",""
"3496","MO-MASK-SMU-BULK/H0002","MASK-SMU-EM/H0002","MASK-SMU-EM/H0002","NDC","JADWAL BARU","1","2022-03-22 09:49:12+07","2022-03-19","2022-03-22","Emina Squeeze Me Up Mascara 8 g","Next Process","Done","MASK-SMU-EM","CI19A",""
"3497","MO-F-BWMM01-BULK/H0003","F-BWMM01-EM/H0003","F-BWMM01-EM/H0003","NDC","JADWAL BARU","1","2022-03-22 09:49:12+07","2022-03-17","2022-03-22","Emina Bare with Me Mineral Mild Foundation 01 Light 30 ml","Next Process","Done","F-BWMM01-EM","CI17A",""
"3498","MO-WARN-TOTSB-BULK/LH0008","WARN-TOTSB-BULK/LH0008","WARN-TOTSB-BULK/LH0008","QC BULK","MASUK SPESIFIKASI","1","2022-03-22 09:46:17+07","2022-03-21","2022-03-23","Pasta warna Titan OTS B Bulk","Next Process","Done","WARN-TOTSB-BULK","(not set)",""
"3499","MO-FW-LMGW-BULK/H0025","MY-FWLMGWN2-W/H0010","MY-FWLMGWN2-W/H0010","NDC","JADWAL BARU","1","2022-03-22 09:43:03+07","2022-03-17","2022-03-23","Malaysia Wardah Lightening Micellar Gentle Wash 100 ml","Next Process","Done","MY-FWLMGWN2-W","CI18A",""
"3500","(not set)","MY-RMASKEEAL-W/H0005","MY-RMASKEEAL-W/H0005","NDC","JADWAL BARU","1","2022-03-22 09:43:03+07","2022-03-18","2022-03-21","Malaysia Wardah EyeXpert Aqua Lash Mascara 6 g","Next Process","Done","MY-RMASKEEAL-W","(not set)",""
"3501","(not set)","MY-RMASKEEVE-W/H0005","MY-RMASKEEVE-W/H0005","NDC","JADWAL BARU","1","2022-03-22 09:43:03+07","2022-03-18","2022-03-21","Malaysia Wardah EyeXpert The Volume Expert Mascara 7 g","Next Process","Done","MY-RMASKEEVE-W","(not set)",""
