Header;Type;Component code;Type;Coefficient;UOM of Header;UOM of Component;Loos%;No.;Start date;End date
CAPS-CBBMP50-W;SFG Packs;STIC-COVCBBMP50-WPPD;PM;1;Pc(s);Pc(s);;1304;;
CAPS-CBBMP50R1-W;SFG Packs;CAPP-R100WHITEM-PP;PM;1;Pc(s);Pc(s);;1305;;
CAPS-CBBMP50R1-W;SFG Packs;STIC-COVCBBMP50-R1PP;PM;1;Pc(s);Pc(s);;1306;;
CAPS-CBBMP50R1-W;SFG Packs;STIC-COCBBMP50-R2PP;PM;1;Pc(s);Pc(s);;1306;;
CAPS-CBBO50-W;SFG Packs;CAPP-R100GREENO-PP;PM;1;Pc(s);Pc(s);;1307;;
CAPS-CBBO50-W;SFG Packs;STIC-COVCBBO50-WPPD;PM;1;Pc(s);Pc(s);;1308;;
CAPS-CBBR100-W;SFG Packs;CAPP-R100PINKR-PP;PM;1;Pc(s);Pc(s);;1309;;
CAPS-CBBR100-W;SFG Packs;STIC-COVCBBR10-PPW5;PM;1;Pc(s);Pc(s);;1310;;
CAPS-CBBS100-W;SFG Packs;CAPP-R100PEACHS-PP;PM;1;Pc(s);Pc(s);;1311;;
CAPS-CBBS100-W;SFG Packs;STIC-COVCBBS10-PPW5;PM;1;Pc(s);Pc(s);;1312;;
CAPS-CBBS50R1-W;SFG Packs;CAPP-R100PEACHS-PP;PM;1;Pc(s);Pc(s);;1313;;
CAPS-CBBS50R1-W;SFG Packs;STIC-COVCBBST50-R1PP;PM;1;Pc(s);Pc(s);;1314;;
CAPS-CBBS50R1-W;SFG Packs;STIC-COCBBST50-R2PP;PM;1;Pc(s);Pc(s);;1314;;
CAPS-CBGSPAREV1-P;SFG Packs;CAPP-R150BRR1-PP;PM;1;Pc(s);Pc(s);;1315;;
CAPS-CBGSPAREV1-P;SFG Packs;STIC-PSSBGS24CH-D78S;PM;1;Pc(s);Pc(s);;1316;;
CAPS-HMSPAREV12-P;SFG Packs;CAPP-R150BRR1-PP;PM;1;Pc(s);Pc(s);;1317;;
CAPS-HMSPAREV12-P;SFG Packs;STIC-PSSHMS24CH-D78S;PM;1;Pc(s);Pc(s);;1318;;
CAPS-OBS240REV1-P;SFG Packs;CAPP-R150BRR1-PP;PM;1;Pc(s);Pc(s);;1319;;
CAPS-OBS240REV1-P;SFG Packs;STIC-PSSOBS24CH-D78S;PM;1;Pc(s);Pc(s);;1320;;
CB-P1A-P240;FG;CAPP-R150BRR1-PP;PM;1;Pc(s);Pc(s);0.042844901456727;1321;;
CB-P1A-P240;FG;KB-P720R2-KMK125CF;PM;0.04167;Pc(s);Pc(s);0.042844901456727;1322;;
CB-P1A-P240;FG;POT-R250WHITE-PP;PM;1;Pc(s);Pc(s);0.042844901456727;1323;;
CB-P1A-P240;FG;PS-PVCPR250R1-WPVC;PM;1;Pc(s);Pc(s);0.042844901456727;1324;;
CB-P1A-P240;FG;STIC-PNCA240CHG-D78S;PM;1;Pc(s);Pc(s);0.042844901456727;1325;;
CB-P1A-P240;FG;STIC-PNCA240SHG-1652;PM;1;Pc(s);Pc(s);0.042844901456727;1326;;
CB-P1A-P720;FG;CAPP-R150BRR1-PP;PM;1;Pc(s);Pc(s);0.37593984962406;1327;;
CB-P1A-P720;FG;KB-P720R2-KMK125CF;PM;0.08333;Pc(s);Pc(s);0.37593984962406;1328;;
CB-P1A-P720;FG;POTP-CBA720REV1-P;SFG Packs;1;Pc(s);Pc(s);0.37593984962406;1329;;
CB-P1A-P720;FG;PS-PVCL720R1-PPVC;PM;1.05;Pc(s);Pc(s);0.37593984962406;1330;;
CB-P1G-P240;FG;CAPP-R150BRR1-PP;PM;1;Pc(s);Pc(s);0.066489361702128;1331;;
CB-P1G-P240;FG;KB-P720R2-KMK125CF;PM;0.04166;Pc(s);Pc(s);0.066489361702128;1332;;
CB-P1G-P240;FG;POT-R250WHITE-PP;PM;1;Pc(s);Pc(s);0.066489361702128;1333;;
CB-P1G-P240;FG;PS-PVCPR250R1-WPVC;PM;1.005;Pc(s);Pc(s);0.066489361702128;1334;;
CB-P1G-P240;FG;STIC-PNCG240CHG-D78S;PM;1;Pc(s);Pc(s);0.066489361702128;1335;;
CB-P1G-P240;FG;STIC-PNCG240SHG-1652;PM;1;Pc(s);Pc(s);0.066489361702128;1336;;
CB-P1G-P720;FG;CAPP-R150BRR1-PP;PM;1;Pc(s);Pc(s);0.126262626262626;1337;;
CB-P1G-P720;FG;KB-P720R2-KMK125CF;PM;0.08333;Pc(s);Pc(s);0.126262626262626;1338;;
CB-P1G-P720;FG;POTP-CBGINREV17-P;SFG Packs;1;Pc(s);Pc(s);0.126262626262626;1339;;
CB-P1G-P720;FG;PS-PVCL720R1-PPVC;PM;1.05;Pc(s);Pc(s);0.126262626262626;1340;;
CB-P1K-P240;FG;CAPP-R150BRR1-PP;PM;1;Pc(s);Pc(s);0.055555555555556;1341;;
CB-P1K-P240;FG;KB-P720R2-KMK125CF;PM;0.04167;Pc(s);Pc(s);0.055555555555556;1342;;
CB-P1K-P240;FG;POT-R250WHITE-PP;PM;1;Pc(s);Pc(s);0.055555555555556;1343;;
CB-P1K-P240;FG;PS-PVCPR250R1-WPVC;PM;1;Pc(s);Pc(s);0.055555555555556;1344;;
CB-P1K-P240;FG;STIC-PNCCN240CH-D78S;PM;1;Pc(s);Pc(s);0.055555555555556;1345;;
CB-P1K-P240;FG;STIC-PNCCN240SH-1652;PM;1;Pc(s);Pc(s);0.055555555555556;1346;;
CB-P1K-P240;FG;STIC-PPNCCN240-PPVG;PM;1;Pc(s);Pc(s);0.055555555555556;1347;;
CB-P1K-P720;FG;CAPP-R150BRR1-PP;PM;1;Pc(s);Pc(s);0.055555555555556;1348;;
CB-P1K-P720;FG;KB-P720R2-KMK125CF;PM;0.08333;Pc(s);Pc(s);0.055555555555556;1349;;
CB-P1K-P720;FG;POTP-CBC720REV1-P;SFG Packs;1;Pc(s);Pc(s);0.055555555555556;1350;;
CB-P1K-P720;FG;PS-PVCL720R1-PPVC;PM;1;Pc(s);Pc(s);0.055555555555556;1351;;
CB-P1L1-P240;FG;CAPP-R150BRR1-PP;PM;1;Pc(s);Pc(s);0.130378096479791;1352;;
CB-P1L1-P240;FG;KB-P720R2-KMK125CF;PM;0.04166;Pc(s);Pc(s);0.130378096479791;1353;;
CB-P1L1-P240;FG;POT-R250WHITE-PP;PM;1;Pc(s);Pc(s);0.130378096479791;1354;;
CB-P1L1-P240;FG;PS-PVCPR250R1-WPVC;PM;1.05;Pc(s);Pc(s);0.130378096479791;1355;;
CB-P1L1-P240;FG;STIC-PNCAV240CH-D78S;PM;1;Pc(s);Pc(s);0.130378096479791;1356;;
CB-P1L1-P240;FG;STIC-PNCAV240SH-1652;PM;1;Pc(s);Pc(s);0.130378096479791;1357;;
CB-P1L1-P720;FG;CAPP-R150BRR1-PP;PM;1;Pc(s);Pc(s);0.126262626262626;1358;;
CB-P1L1-P720;FG;KB-P720R2-KMK125CF;PM;0.08333;Pc(s);Pc(s);0.126262626262626;1359;;
CB-P1L1-P720;FG;POTP-CBAV720REV-P;SFG Packs;1;Pc(s);Pc(s);0.126262626262626;1360;;
CB-P1L1-P720;FG;PS-PVCL720R1-PPVC;PM;1;Pc(s);Pc(s);0.126262626262626;1361;;
CCC-CCL-EM20ML;FG;CAPT-CCCCCR1-EPP;PM;1;Pc(s);Pc(s);0.076335877862596;1362;;
CCC-CCL-EM20ML;FG;DUS-CCCREAMR1-EILD;PM;1;Pc(s);Pc(s);0.076335877862596;1363;;
CCC-CCL-EM20ML;FG;KB-ECR1-KMK125CF;PM;0.02381;Pc(s);Pc(s);0.076335877862596;1364;;
CCC-CCL-EM20ML;FG;STIC-BCCCLR0-ECNF;PM;1;Pc(s);Pc(s);0.076335877862596;1365;;
CCC-CCL-EM20ML;FG;TUBE-CCCCCR0-E2L;PM;1;Pc(s);Pc(s);0.076335877862596;1366;;
CCC-CCN-EM20ML;FG;CAPT-CCCCCR1-EPP;PM;1;Pc(s);Pc(s);0.061274509803922;1367;;
CCC-CCN-EM20ML;FG;DUS-CCCREAMR1-EILD;PM;1;Pc(s);Pc(s);0.061274509803922;1368;;
CCC-CCN-EM20ML;FG;KB-ECR1-KMK125CF;PM;0.02381;Pc(s);Pc(s);0.061274509803922;1369;;
CCC-CCN-EM20ML;FG;STIC-BCCCNR0-ECNF;PM;1;Pc(s);Pc(s);0.061274509803922;1370;;
CCC-CCN-EM20ML;FG;TUBE-CCCCCR0-E2L;PM;1;Pc(s);Pc(s);0.061274509803922;1371;;
CM-CML-EM50ML;FG;BOTS-CMCL50R0-EM;SFG Packs;1;Pc(s);Pc(s);0.019119769119769;1372;;
CM-CML-EM50ML;FG;CAP-BL100NAT-UPP;PM;1;Pc(s);Pc(s);0.019119769119769;1373;;
CM-CML-EM50ML;FG;KB-ECR1-KMK125CF;PM;0.01785;Pc(s);Pc(s);0.019119769119769;1374;;
CM-CML-EM50ML;FG;PLU-BL100NAT-ULDPE;PM;1;Pc(s);Pc(s);0.019119769119769;1375;;
CM-LCC-W;FG;KB-WT100R1-KMM125BF;PM;0.02857;Pc(s);Pc(s);0.030098146128681;1376;;
CM-LCC-W;FG;TUBE-LCM100R0-WPBL;PM;1;Pc(s);Pc(s);0.030098146128681;1377;;
CM-RWSPBC-W;FG;KB-WT100R1-KMM125BF;PM;0.03333;Pc(s);Pc(s);0.029628073124606;1378;;
CM-RWSPBC-W;FG;TUBE-CSMMC100R0-W;PM;1;Pc(s);Pc(s);0.029628073124606;1379;;
CM-RWSPBC-W;FG;TUBE-CSMMC100R1-W;PM;1;Pc(s);Pc(s);0.029628073124606;1379;;
CM-SB-W150ML;FG;BOTO-S150SBCR1-W;PM;1;Pc(s);Pc(s);0.003754693366708;1380;;
CM-SB-W150ML;FG;CAP-S150SBCR1-W;PM;1;Pc(s);Pc(s);0.003754693366708;1381;;
CM-SB-W150ML;FG;KB-BTLS150WNL32-K125;PM;0.04167;Pc(s);Pc(s);0.003754693366708;1382;;
CM-SB-W150ML;FG;PART-KBBS150R1-KMM24L;PM;0.04167;Pc(s);Pc(s);0.003754693366708;1383;;
CM-SB-W150ML;FG;PLU-BS150SBC-WLD;PM;1;Pc(s);Pc(s);0.003754693366708;1384;;
CM-SB-W150ML;FG;STIC-BSBC150R1-WFC;PM;1;Pc(s);Pc(s);0.003754693366708;1385;;
CM-WSOG-W;FG;BOTO-PET100ML39-X;PM;1;Pc(s);Pc(s);0.030011267028577;1386;;
CM-WSOG-W;FG;KB-WLS60R1-KMM125;PM;0.0357;Pc(s);Pc(s);0.030011267028577;1387;;
CM-WSOG-W;FG;PU-CSMCG95R0-W;PM;1;Pc(s);Pc(s);0.030011267028577;1388;;
CM-WSOG-W;FG;STIC-BCSMCGR1-W;PM;1;Pc(s);Pc(s);0.030011267028577;1389;;
CM-WSOG-W;FG;STIC-FCSMCGR1-W;PM;1;Pc(s);Pc(s);0.030011267028577;1390;;
CON-C-MO11ML;FG;CONT-LPMOL5R1-ASABS;PM;1;Pc(s);Pc(s);0.02;1391;;
CON-C-MO11ML;FG;DUS-CCFCMOI30-3151LG;PM;1;Pc(s);Pc(s);0.02;1392;;
CON-C-MO11ML;FG;DUS-CCFCMOR1-MO;PM;1;Pc(s);Pc(s);0.02;1392;;
CON-C-MO11ML;FG;GODE-LPR1-MO;PM;5.25;Pc(s);Pc(s);0.02;1393;;
CON-C-MO11ML;FG;KB-MOLCPAL-287K150;PM;0.01818;Pc(s);Pc(s);0.02;1394;;
CON-C-MO11ML;FG;KUAS-LIPP10BH-BP;PM;1;Pc(s);Pc(s);0.02;1395;;
CON-C-MO11ML;FG;PO-CCFCMO-16T1P;PM;1;Pc(s);Pc(s);0.02;1396;;
CON-C-MO11ML;FG;STIC-BOTCCFCR1-MOPSM;PM;1;Pc(s);Pc(s);0.02;1397;;
CON-CPADC01-W;FG;BRUS-CPCCC01R0-W;PM;1;Pc(s);Pc(s);0.020061728395062;1398;;
CON-CPADC01-W;FG;CAP-CPCCC01R0-W;PM;1;Pc(s);Pc(s);0.020061728395062;1399;;
CON-CPADC01-W;FG;CONT-CCC01R0-W;PM;1;Pc(s);Pc(s);0.020061728395062;1400;;
CON-CPADC01-W;FG;DUS-CPADCCR0-W;PM;1;Pc(s);Pc(s);0.020061728395062;1401;;
CON-CPADC01-W;FG;IBOX-CPADCC-W;PM;0.08333;Pc(s);Pc(s);0.020061728395062;1402;;
CON-CPADC01-W;FG;KB-GKMK-W;PM;0.00521;Pc(s);Pc(s);0.020061728395062;1403;;
CON-CPADC01-W;FG;STIC-VCPADCC11R0-W;PM;1;Pc(s);Pc(s);0.020061728395062;1404;;
CON-CPADC02-W;FG;BRUS-CPCCC02R0-W;PM;1;Pc(s);Pc(s);0.020061728395062;1405;;
CON-CPADC02-W;FG;CAP-CPCCC02R0-W;PM;1;Pc(s);Pc(s);0.020061728395062;1406;;
CON-CPADC02-W;FG;CONT-CCC02R0-W;PM;1;Pc(s);Pc(s);0.020061728395062;1407;;
CON-CPADC02-W;FG;DUS-CPADCCR0-W;PM;1;Pc(s);Pc(s);0.020061728395062;1408;;
CON-CPADC02-W;FG;IBOX-CPADCC-W;PM;0.08333;Pc(s);Pc(s);0.020061728395062;1409;;
CON-CPADC02-W;FG;KB-GKMK-W;PM;0.00521;Pc(s);Pc(s);0.020061728395062;1410;;
CON-CPADC02-W;FG;STIC-VCPADCC12R0-W;PM;1;Pc(s);Pc(s);0.020061728395062;1411;;
CON-IP01-W;FG;BOTO-PSSUAR0-IP;PM;1;Pc(s);Pc(s);;1412;;
CON-IP01-W;FG;CAPA-PSSUAR0-IP;PM;1;Pc(s);Pc(s);;1413;;
CON-IP01-W;FG;WIPE-PSSUAR0-IP;PM;1;Pc(s);Pc(s);;1414;;
CON-IPQFCC01-W1.8G;FG;INSP-QFC1LWR0-X;PM;1;Pc(s);Pc(s);;1415;;
CON-IPQFCC02-W1.8G;FG;INSP-QFC2BWR0-X;PM;1;Pc(s);Pc(s);0.04;1416;;
CON-LBBL01-W;FG;BOTO-LLC01LR0-W;PM;1;Pc(s);Pc(s);0.03;1417;;
CON-LBBL01-W;FG;CAPA-LLC01LR0-W;PM;1;Pc(s);Pc(s);0.03;1418;;
CON-LBBL01-W;FG;IBOX-12RIPFR1-WIP;PM;0.08333;Pc(s);Pc(s);0.03;1419;;
CON-LBBL01-W;FG;KB-GKMK-W;PM;0.01389;Pc(s);Pc(s);0.03;1420;;
CON-LBBL01-W;FG;PAP-LLC01LR0-W;PM;1;Pc(s);Pc(s);0.03;1421;;
CON-LBBL01-W;FG;PLAS-VCLLCR0-W;PM;1;Pc(s);Pc(s);0.03;1422;;
CON-LBBL01-W;FG;STIC-BLLC01LR0-W;PM;1;Pc(s);Pc(s);0.03;1423;;
CON-LBBL02-W;FG;BOTO-LLC02BR0-W;PM;1;Pc(s);Pc(s);0.030008635578584;1424;;
CON-LBBL02-W;FG;CAPA-LLC02BR0-W;PM;1;Pc(s);Pc(s);0.030008635578584;1425;;
CON-LBBL02-W;FG;IBOX-12RIPFR1-WIP;PM;0.08333;Pc(s);Pc(s);0.030008635578584;1426;;
CON-LBBL02-W;FG;KB-GKMK-W;PM;0.01389;Pc(s);Pc(s);0.030008635578584;1427;;
CON-LBBL02-W;FG;PAP-LLC02BR0-W;PM;1;Pc(s);Pc(s);0.030008635578584;1428;;
CON-LBBL02-W;FG;PLAS-VCLLCR0-W;PM;1;Pc(s);Pc(s);0.030008635578584;1429;;
CON-LBBL02-W;FG;STIC-BLLC02BR0-W;PM;1;Pc(s);Pc(s);0.030008635578584;1430;;
CON-PTCL01-MO;FG;BOTO-PTCLCR0-MO;PM;1;Pc(s);Pc(s);0.050505050505051;1431;;
CON-PTCL01-MO;FG;CAPA-PTCLCR0-MO;PM;1;Pc(s);Pc(s);0.050505050505051;1432;;
CON-PTCL01-MO;FG;DUS-PTCLC01R0-MO;PM;1;Pc(s);Pc(s);0.050505050505051;1433;;
CON-PTCL01-MO;FG;DUS-PTCLCALLR1-MO;PM;1;Pc(s);Pc(s);0.050505050505051;1433;;
CON-PTCL01-MO;FG;IBOX-12MOAR0-D310;PM;0.08333;Pc(s);Pc(s);0.050505050505051;1434;;
CON-PTCL01-MO;FG;KB-MOGCR0-MO;PM;0.01389;Pc(s);Pc(s);0.050505050505051;1435;;
CON-PTCL01-MO;FG;STIC-BOTPLC01R0-MO;PM;1;Pc(s);Pc(s);0.050505050505051;1436;;
CON-PTCL02-MO;FG;BOTO-PTCLCR0-MO;PM;1;Pc(s);Pc(s);0.050505050505051;1437;;
CON-PTCL02-MO;FG;CAPA-PTCLCR0-MO;PM;1;Pc(s);Pc(s);0.050505050505051;1438;;
CON-PTCL02-MO;FG;DUS-PTCLC02R0-MO;PM;1;Pc(s);Pc(s);0.050505050505051;1439;;
CON-PTCL02-MO;FG;DUS-PTCLCALLR1-MO;PM;1;Pc(s);Pc(s);0.050505050505051;1439;;
CON-PTCL02-MO;FG;IBOX-12MOAR0-D310;PM;0.08333;Pc(s);Pc(s);0.050505050505051;1440;;
CON-PTCL02-MO;FG;KB-MOGCR0-MO;PM;0.01389;Pc(s);Pc(s);0.050505050505051;1441;;
CON-PTCL02-MO;FG;STIC-BOTPLC02R0-MO;PM;1;Pc(s);Pc(s);0.050505050505051;1442;;
CON-PTCL03-MO;FG;BOTO-PTCLCR0-MO;PM;1;Pc(s);Pc(s);0.050505050505051;1443;;
CON-PTCL03-MO;FG;CAPA-PTCLCR0-MO;PM;1;Pc(s);Pc(s);0.050505050505051;1444;;
CON-PTCL03-MO;FG;DUS-PTCLC03R0-MO;PM;1;Pc(s);Pc(s);0.050505050505051;1445;;
CON-PTCL03-MO;FG;DUS-PTCLCALLR1-MO;PM;1;Pc(s);Pc(s);0.050505050505051;1445;;
CON-PTCL03-MO;FG;IBOX-12MOAR0-D310;PM;0.08333;Pc(s);Pc(s);0.050505050505051;1446;;
CON-PTCL03-MO;FG;KB-MOGCR0-MO;PM;0.01389;Pc(s);Pc(s);0.050505050505051;1447;;
CON-PTCL03-MO;FG;STIC-BOTPLC03R0-MO;PM;1;Pc(s);Pc(s);0.050505050505051;1448;;
CON-RPP02-MO;FG;POW-UEPC20L-MO;PM;1;Pc(s);Pc(s);;1449;;
CON-RPP03-MO;FG;POW-UEPC30LM-MO;PM;1;Pc(s);Pc(s);;1450;;
CON-RPP04-MO;FG;POW-UEPC40M-MO;PM;1;Pc(s);Pc(s);;1451;;
CON-SMULCA-EM;FG;CAPA-SMULCR0-E;PM;1;Pc(s);Pc(s);0.020100502512563;1452;;
CON-SMULCA-EM;FG;DUS-SMULCLR0-E;PM;1;Pc(s);Pc(s);0.020100502512563;1453;;
CON-SMULCA-EM;FG;KB-EAR0-KMM125;PM;0.01389;Pc(s);Pc(s);0.020100502512563;1454;;
CON-SMULCA-EM;FG;TUBE-SMULCLR0-E;PM;1;Pc(s);Pc(s);0.020100502512563;1455;;
CON-SMULCB-EM;FG;CAPA-SMULCR0-E;PM;1;Pc(s);Pc(s);0.020075757575758;1456;;
CON-SMULCB-EM;FG;DUS-SMULCNR0-E;PM;1;Pc(s);Pc(s);0.020075757575758;1457;;
CON-SMULCB-EM;FG;DUS-SMULCNR1-E;PM;1;Pc(s);Pc(s);0.020075757575758;1457;;
CON-SMULCB-EM;FG;KB-EAR0-KMM125;PM;0.01389;Pc(s);Pc(s);0.020075757575758;1458;;
CON-SMULCB-EM;FG;TUBE-SMULCNR0-E;PM;1;Pc(s);Pc(s);0.020075757575758;1459;;
CON-SMULCC-EM;FG;CAPA-SMULCR0-E;PM;1;Pc(s);Pc(s);0.020075757575758;1460;;
CON-SMULCC-EM;FG;DUS-SMULCCR0-E;PM;1;Pc(s);Pc(s);0.020075757575758;1461;;
CON-SMULCC-EM;FG;DUS-SMULCCR1-E;PM;1;Pc(s);Pc(s);0.020075757575758;1461;;
CON-SMULCC-EM;FG;KB-EAR0-KMM125;PM;0.01389;Pc(s);Pc(s);0.020075757575758;1462;;
CON-SMULCC-EM;FG;TUBE-SMULCCR0-E;PM;1;Pc(s);Pc(s);0.020075757575758;1463;;
CONP-TSEB-E;SFG Packs;CONT-EBROWR0-EAS;PM;1;Pc(s);Pc(s);;1464;;
CUS-BWM01-EM;FG;CUSH-EBWMMC01L-X;PM;1;Pc(s);Pc(s);0.033333333333333;1465;;
CUS-BWM02-EM;FG;CUSH-EBWMMC02N-X;PM;1;Pc(s);Pc(s);0.033333333333333;1466;;
CUS-BWM03-EM;FG;CUSH-EBWMMC03C-X;PM;1;Pc(s);Pc(s);0.033333333333333;1467;;
CUS-CLPGCA-W;FG;CONT-CPGCR0-W;PM;1;Pc(s);Pc(s);0.026086956521739;1468;;
CUS-CLPGCA-W;FG;CONT-ICPGCR0-W;PM;1;Pc(s);Pc(s);0.026086956521739;1469;;
CUS-CLPGCA-W;FG;CONT-RCPGCR0-W;PM;1;Pc(s);Pc(s);0.026086956521739;1470;;
CUS-CLPGCA-W;FG;DUS-CPGCR0-W;PM;1;Pc(s);Pc(s);0.026086956521739;1471;;
CUS-CLPGCA-W;FG;ISPO-CPGCR0-W;PM;1;Pc(s);Pc(s);0.026086956521739;1472;;
CUS-CLPGCA-W;FG;KB-WIPSKMMR1-W;PM;0.02083;Pc(s);Pc(s);0.026086956521739;1473;;
CUS-CLPGCA-W;FG;PUFF-CPGCR0-W;PM;1;Pc(s);Pc(s);0.026086956521739;1474;;
CUS-CLPGCA-W;FG;STIC-BCPGC11CR0-W;PM;1;Pc(s);Pc(s);0.026086956521739;1475;;
CUS-CLPGCA-W;FG;STIC-SCPGCR0-W;PM;1;Pc(s);Pc(s);0.026086956521739;1476;;
CUS-CLPGCA-W;FG;STIC-VCPGC11CR0-W;PM;1;Pc(s);Pc(s);0.026086956521739;1477;;
CUS-CLPGCB-W;FG;CONT-CPGCR0-W;PM;1;Pc(s);Pc(s);0.024633906843701;1478;;
CUS-CLPGCB-W;FG;CONT-ICPGCR0-W;PM;1;Pc(s);Pc(s);0.024633906843701;1479;;
CUS-CLPGCB-W;FG;CONT-RCPGCR0-W;PM;1;Pc(s);Pc(s);0.024633906843701;1480;;
CUS-CLPGCB-W;FG;DUS-CPGCR0-W;PM;1;Pc(s);Pc(s);0.024633906843701;1481;;
CUS-CLPGCB-W;FG;ISPO-CPGCR0-W;PM;1;Pc(s);Pc(s);0.024633906843701;1482;;
CUS-CLPGCB-W;FG;KB-WIPSKMMR1-W;PM;0.02083;Pc(s);Pc(s);0.024633906843701;1483;;
CUS-CLPGCB-W;FG;PUFF-CPGCR0-W;PM;1;Pc(s);Pc(s);0.024633906843701;1484;;
CUS-CLPGCB-W;FG;STIC-BCPGC22NR0-W;PM;1;Pc(s);Pc(s);0.024633906843701;1485;;
CUS-CLPGCB-W;FG;STIC-SCPGCR0-W;PM;1;Pc(s);Pc(s);0.024633906843701;1486;;
CUS-CLPGCB-W;FG;STIC-VCPGC22NR0-W;PM;1;Pc(s);Pc(s);0.024633906843701;1487;;
CUS-CLPGCC-W;FG;CONT-CPGCR0-W;PM;1;Pc(s);Pc(s);0.010419955794127;1488;;
CUS-CLPGCC-W;FG;CONT-ICPGCR0-W;PM;1;Pc(s);Pc(s);0.010419955794127;1489;;
CUS-CLPGCC-W;FG;CONT-RCPGCR0-W;PM;1;Pc(s);Pc(s);0.010419955794127;1490;;
CUS-CLPGCC-W;FG;DUS-CPGCR0-W;PM;1;Pc(s);Pc(s);0.010419955794127;1491;;
CUS-CLPGCC-W;FG;ISPO-CPGCR0-W;PM;1;Pc(s);Pc(s);0.010419955794127;1492;;
CUS-CLPGCC-W;FG;KB-WIPSKMMR1-W;PM;0.02083;Pc(s);Pc(s);0.010419955794127;1493;;
CUS-CLPGCC-W;FG;PUFF-CPGCR0-W;PM;1;Pc(s);Pc(s);0.010419955794127;1494;;
CUS-CLPGCC-W;FG;STIC-BCPGC23WR0-W;PM;1;Pc(s);Pc(s);0.010419955794127;1495;;
CUS-CLPGCC-W;FG;STIC-SCPGCR0-W;PM;1;Pc(s);Pc(s);0.010419955794127;1496;;
CUS-CLPGCC-W;FG;STIC-VCPGC23WR0-W;PM;1;Pc(s);Pc(s);0.010419955794127;1497;;
CUS-CLPGCD-W;FG;CONT-CPGCR0-W;PM;1;Pc(s);Pc(s);0.111761263897016;1498;;
CUS-CLPGCD-W;FG;CONT-ICPGCR0-W;PM;1;Pc(s);Pc(s);0.111761263897016;1499;;
CUS-CLPGCD-W;FG;CONT-RCPGCR0-W;PM;1;Pc(s);Pc(s);0.111761263897016;1500;;
CUS-CLPGCD-W;FG;DUS-CPGCR0-W;PM;1;Pc(s);Pc(s);0.111761263897016;1501;;
CUS-CLPGCD-W;FG;ISPO-CPGCR0-W;PM;1;Pc(s);Pc(s);0.111761263897016;1502;;
CUS-CLPGCD-W;FG;KB-WIPSKMMR1-W;PM;0.02083;Pc(s);Pc(s);0.111761263897016;1503;;
CUS-CLPGCD-W;FG;PUFF-CPGCR0-W;PM;1;Pc(s);Pc(s);0.111761263897016;1504;;
CUS-CLPGCD-W;FG;STIC-BCPGC32NR0-W;PM;1;Pc(s);Pc(s);0.111761263897016;1505;;
CUS-CLPGCD-W;FG;STIC-SCPGCR0-W;PM;1;Pc(s);Pc(s);0.111761263897016;1506;;
CUS-CLPGCD-W;FG;STIC-VCPGC32NR0-W;PM;1;Pc(s);Pc(s);0.111761263897016;1507;;
CUS-CLPGCE-W;FG;CONT-CPGCR0-W;PM;1;Pc(s);Pc(s);0.0304;1508;;
CUS-CLPGCE-W;FG;CONT-ICPGCR0-W;PM;1;Pc(s);Pc(s);0.0304;1509;;
CUS-CLPGCE-W;FG;CONT-RCPGCR0-W;PM;1;Pc(s);Pc(s);0.0304;1510;;
CUS-CLPGCE-W;FG;DUS-CPGCR0-W;PM;1;Pc(s);Pc(s);0.0304;1511;;
CUS-CLPGCE-W;FG;ISPO-CPGCR0-W;PM;1;Pc(s);Pc(s);0.0304;1512;;
CUS-CLPGCE-W;FG;KB-WIPSKMMR1-W;PM;0.02083;Pc(s);Pc(s);0.0304;1513;;
CUS-CLPGCE-W;FG;PUFF-CPGCR0-W;PM;1;Pc(s);Pc(s);0.0304;1514;;
CUS-CLPGCE-W;FG;STIC-BCPGC33WR0-W;PM;1;Pc(s);Pc(s);0.0304;1515;;
CUS-CLPGCE-W;FG;STIC-SCPGCR0-W;PM;1;Pc(s);Pc(s);0.0304;1516;;
CUS-CLPGCE-W;FG;STIC-VCPGC33WR0-W;PM;1;Pc(s);Pc(s);0.0304;1517;;
CUS-CLPGCF-W;FG;CONT-CPGCR0-W;PM;1;Pc(s);Pc(s);0.0304;1518;;
CUS-CLPGCF-W;FG;CONT-ICPGCR0-W;PM;1;Pc(s);Pc(s);0.0304;1519;;
CUS-CLPGCF-W;FG;CONT-RCPGCR0-W;PM;1;Pc(s);Pc(s);0.0304;1520;;
CUS-CLPGCF-W;FG;DUS-CPGCR0-W;PM;1;Pc(s);Pc(s);0.0304;1521;;
CUS-CLPGCF-W;FG;ISPO-CPGCR0-W;PM;1;Pc(s);Pc(s);0.0304;1522;;
CUS-CLPGCF-W;FG;KB-WIPSKMMR1-W;PM;0.02083;Pc(s);Pc(s);0.0304;1523;;
CUS-CLPGCF-W;FG;PUFF-CPGCR0-W;PM;1;Pc(s);Pc(s);0.0304;1524;;
CUS-CLPGCF-W;FG;STIC-BCPGC43WR0-W;PM;1;Pc(s);Pc(s);0.0304;1525;;
CUS-CLPGCF-W;FG;STIC-SCPGCR0-W;PM;1;Pc(s);Pc(s);0.0304;1526;;
CUS-CLPGCF-W;FG;STIC-VCPGC43WR0-W;PM;1;Pc(s);Pc(s);0.0304;1527;;
