Header;Type;Component code;Type;Coefficient;UOM of Header;UOM of Component;Loos%;No.;Start date;End date
L-MLCA-OMG;FG;IBOX-RRPMKLCR1-OMG;PM;0.08333;Pc(s);Pc(s);0.00501560410165;6182;;
L-MLCA-OMG;FG;KB-NEONR0-OMG;PM;0.00694;Pc(s);Pc(s);0.00501560410165;6183;;
L-MLCA-OMG;FG;STIC-BMKLC01R2-OMG;PM;1;Pc(s);Pc(s);0.00501560410165;6184;;
L-MLCA-OMG;FG;STIC-VMKLC01R1-OMG;PM;1;Pc(s);Pc(s);0.00501560410165;6185;;
L-MLCB-OMG;FG;BOTO-MKLCR0-OMG;PM;1;Pc(s);Pc(s);0.00501560410165;6186;;
L-MLCB-OMG;FG;CAPA-MKLCR0-OMG;PM;1;Pc(s);Pc(s);0.00501560410165;6187;;
L-MLCB-OMG;FG;DUS-MKLCR1-OMG;PM;1;Pc(s);Pc(s);0.00501560410165;6188;;
L-MLCB-OMG;FG;DUS-MKLCR1PB-OMG;PM;1;Pc(s);Pc(s);0.00501560410165;6188;;
L-MLCB-OMG;FG;IBOX-RRPMKLCR0-OMG;PM;0.08333;Pc(s);Pc(s);0.00501560410165;6189;;
L-MLCB-OMG;FG;IBOX-RRPMKLCR1-OMG;PM;0.08333;Pc(s);Pc(s);0.00501560410165;6189;;
L-MLCB-OMG;FG;KB-NEONR0-OMG;PM;0.00694;Pc(s);Pc(s);0.00501560410165;6190;;
L-MLCB-OMG;FG;STIC-BMKLC02R2-OMG;PM;1;Pc(s);Pc(s);0.00501560410165;6191;;
L-MLCB-OMG;FG;STIC-VMKLC02R1-OMG;PM;1;Pc(s);Pc(s);0.00501560410165;6192;;
L-MLCC-OMG;FG;BOTO-MKLCR0-OMG;PM;1;Pc(s);Pc(s);0.018055555555556;6193;;
L-MLCC-OMG;FG;CAPA-MKLCR0-OMG;PM;1;Pc(s);Pc(s);0.018055555555556;6194;;
L-MLCC-OMG;FG;DUS-MKLCR1-OMG;PM;1;Pc(s);Pc(s);0.018055555555556;6195;;
L-MLCC-OMG;FG;DUS-MKLCR1PB-OMG;PM;1;Pc(s);Pc(s);0.018055555555556;6195;;
L-MLCC-OMG;FG;IBOX-RRPMKLCR0-OMG;PM;0.08333;Pc(s);Pc(s);0.018055555555556;6196;;
L-MLCC-OMG;FG;IBOX-RRPMKLCR1-OMG;PM;0.08333;Pc(s);Pc(s);0.018055555555556;6196;;
L-MLCC-OMG;FG;KB-NEONR0-OMG;PM;0.00694;Pc(s);Pc(s);0.018055555555556;6197;;
L-MLCC-OMG;FG;STIC-BMKLC03R2-OMG;PM;1;Pc(s);Pc(s);0.018055555555556;6198;;
L-MLCC-OMG;FG;STIC-VMKLC03R1-OMG;PM;1;Pc(s);Pc(s);0.018055555555556;6199;;
L-MLCD-OMG;FG;BOTO-MKLCR0-OMG;PM;1;Pc(s);Pc(s);0.00501560410165;6200;;
L-MLCD-OMG;FG;CAPA-MKLCR0-OMG;PM;1;Pc(s);Pc(s);0.00501560410165;6201;;
L-MLCD-OMG;FG;DUS-MKLCR1-OMG;PM;1;Pc(s);Pc(s);0.00501560410165;6202;;
L-MLCD-OMG;FG;DUS-MKLCR1PB-OMG;PM;1;Pc(s);Pc(s);0.00501560410165;6202;;
L-MLCD-OMG;FG;IBOX-RRPMKLCR0-OMG;PM;0.08333;Pc(s);Pc(s);0.00501560410165;6203;;
L-MLCD-OMG;FG;IBOX-RRPMKLCR1-OMG;PM;0.08333;Pc(s);Pc(s);0.00501560410165;6203;;
L-MLCD-OMG;FG;KB-NEONR0-OMG;PM;0.00694;Pc(s);Pc(s);0.00501560410165;6204;;
L-MLCD-OMG;FG;STIC-BMKLC04R2-OMG;PM;1;Pc(s);Pc(s);0.00501560410165;6205;;
L-MLCD-OMG;FG;STIC-VMKLC04R1-OMG;PM;1;Pc(s);Pc(s);0.00501560410165;6206;;
L-MLCE-OMG;FG;BOTO-MKLCR0-OMG;PM;1;Pc(s);Pc(s);0.00501560410165;6207;;
L-MLCE-OMG;FG;CAPA-MKLCR0-OMG;PM;1;Pc(s);Pc(s);0.00501560410165;6208;;
L-MLCE-OMG;FG;DUS-MKLCR1-OMG;PM;1;Pc(s);Pc(s);0.00501560410165;6209;;
L-MLCE-OMG;FG;DUS-MKLCR1PB-OMG;PM;1;Pc(s);Pc(s);0.00501560410165;6209;;
L-MLCE-OMG;FG;IBOX-RRPMKLCR0-OMG;PM;0.08333;Pc(s);Pc(s);0.00501560410165;6210;;
L-MLCE-OMG;FG;IBOX-RRPMKLCR1-OMG;PM;0.08333;Pc(s);Pc(s);0.00501560410165;6210;;
L-MLCE-OMG;FG;KB-NEONR0-OMG;PM;0.00694;Pc(s);Pc(s);0.00501560410165;6211;;
L-MLCE-OMG;FG;STIC-BMKLC05R2-OMG;PM;1;Pc(s);Pc(s);0.00501560410165;6212;;
L-MLCE-OMG;FG;STIC-VMKLC05R1-OMG;PM;1;Pc(s);Pc(s);0.00501560410165;6213;;
L-MLCF-OMG;FG;BOTO-MKLCR0-OMG;PM;1;Pc(s);Pc(s);0.00501560410165;6214;;
L-MLCF-OMG;FG;CAPA-MKLCR0-OMG;PM;1;Pc(s);Pc(s);0.00501560410165;6215;;
L-MLCF-OMG;FG;DUS-MKLCR1-OMG;PM;1;Pc(s);Pc(s);0.00501560410165;6216;;
L-MLCF-OMG;FG;DUS-MKLCR1PB-OMG;PM;1;Pc(s);Pc(s);0.00501560410165;6216;;
L-MLCF-OMG;FG;IBOX-RRPMKLCR0-OMG;PM;0.08333;Pc(s);Pc(s);0.00501560410165;6217;;
L-MLCF-OMG;FG;IBOX-RRPMKLCR1-OMG;PM;0.08333;Pc(s);Pc(s);0.00501560410165;6217;;
L-MLCF-OMG;FG;KB-NEONR0-OMG;PM;0.00694;Pc(s);Pc(s);0.00501560410165;6218;;
L-MLCF-OMG;FG;STIC-BMKLC06R2-OMG;PM;1;Pc(s);Pc(s);0.00501560410165;6219;;
L-MLCF-OMG;FG;STIC-VMKLC06R1-OMG;PM;1;Pc(s);Pc(s);0.00501560410165;6220;;
L-MLCG-OMG;FG;BOTO-MKLCR0-OMG;PM;1;Pc(s);Pc(s);0.018055555555556;6221;;
L-MLCG-OMG;FG;CAPA-MKLCR0-OMG;PM;1;Pc(s);Pc(s);0.018055555555556;6222;;
L-MLCG-OMG;FG;DUS-MKLCR1-OMG;PM;1;Pc(s);Pc(s);0.018055555555556;6223;;
L-MLCG-OMG;FG;DUS-MKLCR1PB-OMG;PM;1;Pc(s);Pc(s);0.018055555555556;6223;;
L-MLCG-OMG;FG;IBOX-RRPMKLCR0-OMG;PM;0.08333;Pc(s);Pc(s);0.018055555555556;6224;;
L-MLCG-OMG;FG;IBOX-RRPMKLCR1-OMG;PM;0.08333;Pc(s);Pc(s);0.018055555555556;6224;;
L-MLCG-OMG;FG;KB-NEONR0-OMG;PM;0.00694;Pc(s);Pc(s);0.018055555555556;6225;;
L-MLCG-OMG;FG;STIC-BMKLC07R2-OMG;PM;1;Pc(s);Pc(s);0.018055555555556;6226;;
L-MLCG-OMG;FG;STIC-VMKLC07R1-OMG;PM;1;Pc(s);Pc(s);0.018055555555556;6227;;
L-MLCH-OMG;FG;BOTO-MKLCR0-OMG;PM;1;Pc(s);Pc(s);0.00501560410165;6228;;
L-MLCH-OMG;FG;CAPA-MKLCR0-OMG;PM;1;Pc(s);Pc(s);0.00501560410165;6229;;
L-MLCH-OMG;FG;DUS-MKLCR1-OMG;PM;1;Pc(s);Pc(s);0.00501560410165;6230;;
L-MLCH-OMG;FG;DUS-MKLCR1PB-OMG;PM;1;Pc(s);Pc(s);0.00501560410165;6230;;
L-MLCH-OMG;FG;IBOX-RRPMKLCR0-OMG;PM;0.08333;Pc(s);Pc(s);0.00501560410165;6231;;
L-MLCH-OMG;FG;IBOX-RRPMKLCR1-OMG;PM;0.08333;Pc(s);Pc(s);0.00501560410165;6231;;
L-MLCH-OMG;FG;KB-NEONR0-OMG;PM;0.00694;Pc(s);Pc(s);0.00501560410165;6232;;
L-MLCH-OMG;FG;STIC-BMKLC08R2-OMG;PM;1;Pc(s);Pc(s);0.00501560410165;6233;;
L-MLCH-OMG;FG;STIC-VMKLC08R1-OMG;PM;1;Pc(s);Pc(s);0.00501560410165;6234;;
L-MLCI-OMG;FG;BOTO-MKLCR0-OMG;PM;1;Pc(s);Pc(s);0.010007524454477;6235;;
L-MLCI-OMG;FG;CAPA-MKLCR0-OMG;PM;1;Pc(s);Pc(s);0.010007524454477;6236;;
L-MLCI-OMG;FG;DUS-MKLCR1-OMG;PM;1;Pc(s);Pc(s);0.010007524454477;6237;;
L-MLCI-OMG;FG;DUS-MKLCR1PB-OMG;PM;1;Pc(s);Pc(s);0.010007524454477;6237;;
L-MLCI-OMG;FG;IBOX-RRPMKLCR0-OMG;PM;0.08333;Pc(s);Pc(s);0.010007524454477;6238;;
L-MLCI-OMG;FG;IBOX-RRPMKLCR1-OMG;PM;0.08333;Pc(s);Pc(s);0.010007524454477;6238;;
L-MLCI-OMG;FG;KB-NEONR0-OMG;PM;0.00694;Pc(s);Pc(s);0.010007524454477;6239;;
L-MLCI-OMG;FG;STIC-BMKLC09R2-OMG;PM;1;Pc(s);Pc(s);0.010007524454477;6240;;
L-MLCI-OMG;FG;STIC-VMKLC09R1-OMG;PM;1;Pc(s);Pc(s);0.010007524454477;6241;;
L-MLCJ-OMG;FG;BOTO-MKLCR0-OMG;PM;1;Pc(s);Pc(s);0.010007524454477;6242;;
L-MLCJ-OMG;FG;CAPA-MKLCR0-OMG;PM;1;Pc(s);Pc(s);0.010007524454477;6243;;
L-MLCJ-OMG;FG;DUS-MKLCR1-OMG;PM;1;Pc(s);Pc(s);0.010007524454477;6244;;
L-MLCJ-OMG;FG;DUS-MKLCR1PB-OMG;PM;1;Pc(s);Pc(s);0.010007524454477;6244;;
L-MLCJ-OMG;FG;IBOX-RRPMKLCR0-OMG;PM;0.08333;Pc(s);Pc(s);0.010007524454477;6245;;
L-MLCJ-OMG;FG;IBOX-RRPMKLCR1-OMG;PM;0.08333;Pc(s);Pc(s);0.010007524454477;6245;;
L-MLCJ-OMG;FG;KB-NEONR0-OMG;PM;0.00694;Pc(s);Pc(s);0.010007524454477;6246;;
L-MLCJ-OMG;FG;STIC-BMKLC10R2-OMG;PM;1;Pc(s);Pc(s);0.010007524454477;6247;;
L-MLCJ-OMG;FG;STIC-VMKLC10R1-OMG;PM;1;Pc(s);Pc(s);0.010007524454477;6248;;
L-MLCK-OMG;FG;BOTO-MKLCR0-OMG;PM;1;Pc(s);Pc(s);0.010007524454477;6249;;
L-MLCK-OMG;FG;CAPA-MKLCR0-OMG;PM;1;Pc(s);Pc(s);0.010007524454477;6250;;
L-MLCK-OMG;FG;DUS-MKLCR1-OMG;PM;1;Pc(s);Pc(s);0.010007524454477;6251;;
L-MLCK-OMG;FG;DUS-MKLCR1PB-OMG;PM;1;Pc(s);Pc(s);0.010007524454477;6251;;
L-MLCK-OMG;FG;IBOX-RRPMKLCR0-OMG;PM;0.08333;Pc(s);Pc(s);0.010007524454477;6252;;
L-MLCK-OMG;FG;IBOX-RRPMKLCR1-OMG;PM;0.08333;Pc(s);Pc(s);0.010007524454477;6252;;
L-MLCK-OMG;FG;KB-NEONR0-OMG;PM;0.00694;Pc(s);Pc(s);0.010007524454477;6253;;
L-MLCK-OMG;FG;STIC-BMKLC11R2-OMG;PM;1;Pc(s);Pc(s);0.010007524454477;6254;;
L-MLCK-OMG;FG;STIC-VMKLC11R1-OMG;PM;1;Pc(s);Pc(s);0.010007524454477;6255;;
L-MLCL-OMG;FG;BOTO-MKLCR0-OMG;PM;1;Pc(s);Pc(s);0.010007524454477;6256;;
L-MLCL-OMG;FG;CAPA-MKLCR0-OMG;PM;1;Pc(s);Pc(s);0.010007524454477;6257;;
L-MLCL-OMG;FG;DUS-MKLCR1-OMG;PM;1;Pc(s);Pc(s);0.010007524454477;6258;;
L-MLCL-OMG;FG;DUS-MKLCR1PB-OMG;PM;1;Pc(s);Pc(s);0.010007524454477;6258;;
L-MLCL-OMG;FG;IBOX-RRPMKLCR0-OMG;PM;0.08333;Pc(s);Pc(s);0.010007524454477;6259;;
L-MLCL-OMG;FG;IBOX-RRPMKLCR1-OMG;PM;0.08333;Pc(s);Pc(s);0.010007524454477;6259;;
L-MLCL-OMG;FG;KB-NEONR0-OMG;PM;0.00694;Pc(s);Pc(s);0.010007524454477;6260;;
L-MLCL-OMG;FG;STIC-BMKLC12R2-OMG;PM;1;Pc(s);Pc(s);0.010007524454477;6261;;
L-MLCL-OMG;FG;STIC-VMKLC12R1-OMG;PM;1;Pc(s);Pc(s);0.010007524454477;6262;;
L-MLCM-OMG;FG;BOTO-MKLCCEKIMR0-OMG;PM;1;Pc(s);Pc(s);0.00501560410165;6263;;
L-MLCM-OMG;FG;CAPA-MKLCCEKIMR0-OMG;PM;1;Pc(s);Pc(s);0.00501560410165;6264;;
L-MLCM-OMG;FG;DUS-MKLCCER0-OMG;PM;1;Pc(s);Pc(s);0.00501560410165;6265;;
L-MLCM-OMG;FG;IBOX-RRPMKLCR2-OMG;PM;0.083333;Pc(s);Pc(s);0.00501560410165;6266;;
L-MLCM-OMG;FG;KB-NEONR0-OMG;PM;0.00694;Pc(s);Pc(s);0.00501560410165;6267;;
L-MLCM-OMG;FG;STIC-BMKLCCE13R0-OMG;PM;1;Pc(s);Pc(s);0.00501560410165;6268;;
L-MLCM-OMG;FG;STIC-VMKLCCE13R0-OMG;PM;1;Pc(s);Pc(s);0.00501560410165;6269;;
L-MLCN-OMG;FG;BOTO-MKLCCEKIMR0-OMG;PM;1;Pc(s);Pc(s);0.00501560410165;6270;;
L-MLCN-OMG;FG;CAPA-MKLCCEKIMR0-OMG;PM;1;Pc(s);Pc(s);0.00501560410165;6271;;
L-MLCN-OMG;FG;DUS-MKLCCER0-OMG;PM;1;Pc(s);Pc(s);0.00501560410165;6272;;
L-MLCN-OMG;FG;IBOX-RRPMKLCR2-OMG;PM;0.083333;Pc(s);Pc(s);0.00501560410165;6273;;
L-MLCN-OMG;FG;KB-NEONR0-OMG;PM;0.00694;Pc(s);Pc(s);0.00501560410165;6274;;
L-MLCN-OMG;FG;STIC-BMKLCCE14R0-OMG;PM;1;Pc(s);Pc(s);0.00501560410165;6275;;
L-MLCN-OMG;FG;STIC-VMKLCCE14R0-OMG;PM;1;Pc(s);Pc(s);0.00501560410165;6276;;
L-MLCO-OMG;FG;BOTO-MKLCCEKIMR0-OMG;PM;1;Pc(s);Pc(s);0.00501560410165;6277;;
L-MLCO-OMG;FG;CAPA-MKLCCEKIMR0-OMG;PM;1;Pc(s);Pc(s);0.00501560410165;6278;;
L-MLCO-OMG;FG;DUS-MKLCCER0-OMG;PM;1;Pc(s);Pc(s);0.00501560410165;6279;;
L-MLCO-OMG;FG;IBOX-RRPMKLCR2-OMG;PM;0.083333;Pc(s);Pc(s);0.00501560410165;6280;;
L-MLCO-OMG;FG;KB-NEONR0-OMG;PM;0.00694;Pc(s);Pc(s);0.00501560410165;6281;;
L-MLCO-OMG;FG;STIC-BMKLCCE15R0-OMG;PM;1;Pc(s);Pc(s);0.00501560410165;6282;;
L-MLCO-OMG;FG;STIC-VMKLCCE15R0-OMG;PM;1;Pc(s);Pc(s);0.00501560410165;6283;;
L-NFSCUML01-W;FG;CONT-LMR1-WSIL;PM;1;Pc(s);Pc(s);;6284;;
L-NFSCUML01-W;FG;DUS-CULML1R0-W;PM;1;Pc(s);Pc(s);;6285;;
L-NFSCUML01-W;FG;DUS-CULML1R1-W;PM;1;Pc(s);Pc(s);;6285;;
L-NFSCUML01-W;FG;IBOX-BR0-W;PM;0.08333;Pc(s);Pc(s);;6286;;
L-NFSCUML01-W;FG;KB-WIOTAR1-W;PM;0.00694;Pc(s);Pc(s);;6287;;
L-NFSCUML01-W;FG;STIC-PCDDR0-W;PM;1;Pc(s);Pc(s);;6288;;
L-NFSCUML05-W;FG;CONT-LMR1-WSIL;PM;1;Pc(s);Pc(s);;6289;;
L-NFSCUML05-W;FG;DUS-CULML5R0-W;PM;1;Pc(s);Pc(s);;6290;;
L-NFSCUML05-W;FG;DUS-CULML5R1-W;PM;1;Pc(s);Pc(s);;6290;;
L-NFSCUML05-W;FG;IBOX-BR0-W;PM;0.08333;Pc(s);Pc(s);;6291;;
L-NFSCUML05-W;FG;KB-WIOTAR1-W;PM;0.00694;Pc(s);Pc(s);;6292;;
L-NFSCUML05-W;FG;STIC-PCDDR0-W;PM;1;Pc(s);Pc(s);;6293;;
L-NFSCUML08-W;FG;CONT-LMR1-WSIL;PM;1;Pc(s);Pc(s);;6294;;
L-NFSCUML08-W;FG;DUS-CULML8R1-W;PM;1;Pc(s);Pc(s);;6295;;
L-NFSCUML08-W;FG;IBOX-BR0-W;PM;0.08333;Pc(s);Pc(s);;6296;;
L-NFSCUML08-W;FG;KB-WIOTAR1-W;PM;0.00694;Pc(s);Pc(s);;6297;;
L-NFSCUML08-W;FG;STIC-PCDDR0-W;PM;1;Pc(s);Pc(s);;6298;;
L-NFSEMLB05-W;FG;DUS-BEMLC05R0-W;PM;1;Pc(s);Pc(s);;6299;;
L-NFSEMLB05-W;FG;DUS-BEMLC05R1-W;PM;1;Pc(s);Pc(s);;6299;;
L-NFSEMLB05-W;FG;KB-WLS60R1-KMM125;PM;0.02778;Pc(s);Pc(s);;6300;;
L-NFSEMLB05-W;FG;STIC-PCDDR0-W;PM;1;Pc(s);Pc(s);;6301;;
L-NFSEMLB05-W;FG;TUBE-NFSPBCFS-WPBL;PM;1;Pc(s);Pc(s);;6302;;
L-NFSEMLB08-W;FG;DUS-BEMLC08R0-W;PM;1;Pc(s);Pc(s);;6303;;
L-NFSEMLB08-W;FG;DUS-BEMLC08R1-W;PM;1;Pc(s);Pc(s);;6303;;
L-NFSEMLB08-W;FG;KB-WLS60R1-KMM125;PM;0.02778;Pc(s);Pc(s);;6304;;
L-NFSEMLB08-W;FG;STIC-PCDDR0-W;PM;1;Pc(s);Pc(s);;6305;;
L-NFSEMLB08-W;FG;TUBE-NFSPBCFS-WPBL;PM;1;Pc(s);Pc(s);;6306;;
L-NFSEMLB09-W;FG;DUS-BEMLC09R0-W;PM;1;Pc(s);Pc(s);;6307;;
L-NFSEMLB09-W;FG;DUS-BEMLC09R1-W;PM;1;Pc(s);Pc(s);;6307;;
L-NFSEMLB09-W;FG;KB-WLS60R1-KMM125;PM;0.02778;Pc(s);Pc(s);;6308;;
L-NFSEMLB09-W;FG;STIC-PCDDR0-W;PM;1;Pc(s);Pc(s);;6309;;
L-NFSEMLB09-W;FG;TUBE-NFSPBCFS-WPBL;PM;1;Pc(s);Pc(s);;6310;;
L-NLCA-EM;FG;BOTO-WPM04R0-E;PM;1;Pc(s);Pc(s);0.019950564971752;6311;;
L-NLCA-EM;FG;CAPA-PM04R0-E;PM;1;Pc(s);Pc(s);0.019950564971752;6312;;
L-NLCA-EM;FG;DUS-PM04R0-E;PM;1;Pc(s);Pc(s);0.019950564971752;6313;;
L-NLCA-EM;FG;IBOX-12EH-EDNF;PM;0.08333;Pc(s);Pc(s);0.019950564971752;6314;;
L-NLCA-EM;FG;KB-ECR1-KMK125CF;PM;0.01042;Pc(s);Pc(s);0.019950564971752;6315;;
L-NLCA-EM;FG;STIC-BPM04R0-E;PM;1;Pc(s);Pc(s);0.019950564971752;6316;;
L-NLCALE1-EM;FG;BOTO-WPM06R0-E;PM;1;Pc(s);Pc(s);0.020027281746032;6317;;
L-NLCALE1-EM;FG;CAPA-PM06R0-E;PM;1;Pc(s);Pc(s);0.020027281746032;6318;;
L-NLCALE1-EM;FG;DUS-PM06R0-E;PM;1;Pc(s);Pc(s);0.020027281746032;6319;;
L-NLCALE1-EM;FG;DUS-PM06R1-E;PM;1;Pc(s);Pc(s);0.020027281746032;6319;;
L-NLCALE1-EM;FG;IBOX-12EB-WD31;PM;0.16667;Pc(s);Pc(s);0.020027281746032;6320;;
L-NLCALE1-EM;FG;KB-ECR1-KMK125CF;PM;0.01389;Pc(s);Pc(s);0.020027281746032;6321;;
L-NLCALE1-EM;FG;STIC-BPM06R0-E;PM;1;Pc(s);Pc(s);0.020027281746032;6322;;
L-NLCB-EM;FG;BOTO-WPM02R0-E;PM;1;Pc(s);Pc(s);0.019988738738739;6323;;
L-NLCB-EM;FG;CAPA-PM02R0-E;PM;1;Pc(s);Pc(s);0.019988738738739;6324;;
L-NLCB-EM;FG;DUS-PM02R0-E;PM;1;Pc(s);Pc(s);0.019988738738739;6325;;
L-NLCB-EM;FG;IBOX-12EH-EDNF;PM;0.08333;Pc(s);Pc(s);0.019988738738739;6326;;
L-NLCB-EM;FG;KB-ECR1-KMK125CF;PM;0.01042;Pc(s);Pc(s);0.019988738738739;6327;;
L-NLCB-EM;FG;STIC-BPM02R0-E;PM;1;Pc(s);Pc(s);0.019988738738739;6328;;
L-NLCBLE2-EM;FG;BOTO-WPM07R0-E;PM;1;Pc(s);Pc(s);0.020001956181534;6329;;
L-NLCBLE2-EM;FG;CAPA-PM07R0-E;PM;1;Pc(s);Pc(s);0.020001956181534;6330;;
L-NLCBLE2-EM;FG;DUS-PM07R0-E;PM;1;Pc(s);Pc(s);0.020001956181534;6331;;
L-NLCBLE2-EM;FG;DUS-PM07R1-E;PM;1;Pc(s);Pc(s);0.020001956181534;6331;;
L-NLCBLE2-EM;FG;IBOX-12EB-WD31;PM;0.16667;Pc(s);Pc(s);0.020001956181534;6332;;
L-NLCBLE2-EM;FG;KB-ECR1-KMK125CF;PM;0.01389;Pc(s);Pc(s);0.020001956181534;6333;;
L-NLCBLE2-EM;FG;STIC-BPM07R0-E;PM;1;Pc(s);Pc(s);0.020001956181534;6334;;
L-NLCC-EM;FG;BOTO-WPM01R0-E;PM;1;Pc(s);Pc(s);0.02;6335;;
L-NLCC-EM;FG;CAPA-PM01R0-E;PM;1;Pc(s);Pc(s);0.02;6336;;
L-NLCC-EM;FG;DUS-PM01R0-E;PM;1;Pc(s);Pc(s);0.02;6337;;
L-NLCC-EM;FG;IBOX-12EH-EDNF;PM;0.08333;Pc(s);Pc(s);0.02;6338;;
L-NLCC-EM;FG;KB-ECR1-KMK125CF;PM;0.01042;Pc(s);Pc(s);0.02;6339;;
L-NLCC-EM;FG;STIC-BPM01R0-E;PM;1;Pc(s);Pc(s);0.02;6340;;
L-NLCCLE3-EM;FG;BOTO-WPM08R0-E;PM;1;Pc(s);Pc(s);0.020001956181534;6341;;
L-NLCCLE3-EM;FG;CAPA-PM08R0-E;PM;1;Pc(s);Pc(s);0.020001956181534;6342;;
L-NLCCLE3-EM;FG;DUS-PM08R0-E;PM;1;Pc(s);Pc(s);0.020001956181534;6343;;
L-NLCCLE3-EM;FG;DUS-PM08R1-E;PM;1;Pc(s);Pc(s);0.020001956181534;6343;;
L-NLCCLE3-EM;FG;IBOX-12EB-WD31;PM;0.16667;Pc(s);Pc(s);0.020001956181534;6344;;
L-NLCCLE3-EM;FG;KB-ECR1-KMK125CF;PM;0.01389;Pc(s);Pc(s);0.020001956181534;6345;;
L-NLCCLE3-EM;FG;STIC-BPM08R0-E;PM;1;Pc(s);Pc(s);0.020001956181534;6346;;
L-NLCD-EM;FG;BOTO-WPM03R0-E;PM;1;Pc(s);Pc(s);0.019976979153345;6347;;
L-NLCD-EM;FG;CAPA-PM03R0-E;PM;1;Pc(s);Pc(s);0.019976979153345;6348;;
L-NLCD-EM;FG;DUS-PM03R0-E;PM;1;Pc(s);Pc(s);0.019976979153345;6349;;
L-NLCD-EM;FG;IBOX-12EH-EDNF;PM;0.08333;Pc(s);Pc(s);0.019976979153345;6350;;
L-NLCD-EM;FG;KB-ECR1-KMK125CF;PM;0.01042;Pc(s);Pc(s);0.019976979153345;6351;;
L-NLCD-EM;FG;STIC-BPM03R0-E;PM;1;Pc(s);Pc(s);0.019976979153345;6352;;
L-NLCDLE4-EM;FG;BOTO-WPM09R0-E;PM;1;Pc(s);Pc(s);0.020001956181534;6353;;
L-NLCDLE4-EM;FG;CAPA-PM09R0-E;PM;1;Pc(s);Pc(s);0.020001956181534;6354;;
L-NLCDLE4-EM;FG;DUS-PM09R0-E;PM;1;Pc(s);Pc(s);0.020001956181534;6355;;
L-NLCDLE4-EM;FG;DUS-PM09R1-E;PM;1;Pc(s);Pc(s);0.020001956181534;6355;;
L-NLCDLE4-EM;FG;IBOX-12EB-WD31;PM;0.16667;Pc(s);Pc(s);0.020001956181534;6356;;
L-NLCDLE4-EM;FG;KB-ECR1-KMK125CF;PM;0.01389;Pc(s);Pc(s);0.020001956181534;6357;;
L-NLCDLE4-EM;FG;STIC-BPM09R0-E;PM;1;Pc(s);Pc(s);0.020001956181534;6358;;
L-NLCE-EM;FG;BOTO-WPM05R0-E;PM;1;Pc(s);Pc(s);0.019976979153345;6359;;
L-NLCE-EM;FG;CAPA-PM05R0-E;PM;1;Pc(s);Pc(s);0.019976979153345;6360;;
L-NLCE-EM;FG;DUS-PM05R0-E;PM;1;Pc(s);Pc(s);0.019976979153345;6361;;
L-NLCE-EM;FG;IBOX-12EH-EDNF;PM;0.08333;Pc(s);Pc(s);0.019976979153345;6362;;
L-NLCE-EM;FG;KB-ECR1-KMK125CF;PM;0.01042;Pc(s);Pc(s);0.019976979153345;6363;;
L-NLCE-EM;FG;STIC-BPM05R0-E;PM;1;Pc(s);Pc(s);0.019976979153345;6364;;
L-NLCELE5-EM;FG;BOTO-WPM10R0-E;PM;1;Pc(s);Pc(s);0.020027281746032;6365;;
L-NLCELE5-EM;FG;CAPA-PM010R0-E;PM;1;Pc(s);Pc(s);0.020027281746032;6366;;
L-NLCELE5-EM;FG;DUS-PM10R0-E;PM;1;Pc(s);Pc(s);0.020027281746032;6367;;
L-NLCELE5-EM;FG;DUS-PM10R1-E;PM;1;Pc(s);Pc(s);0.020027281746032;6367;;
L-NLCELE5-EM;FG;IBOX-12EB-WD31;PM;0.16667;Pc(s);Pc(s);0.020027281746032;6368;;
L-NLCELE5-EM;FG;KB-ECR1-KMK125CF;PM;0.01389;Pc(s);Pc(s);0.020027281746032;6369;;
L-NLCELE5-EM;FG;STIC-BPM10R0-E;PM;1;Pc(s);Pc(s);0.020027281746032;6370;;
L-NLCXCA-EM;FG;BOTO-WPM02R0-E;PM;1;Pc(s);Pc(s);;6371;;
L-NLCXCA-EM;FG;CAPA-PM02R0-E;PM;1;Pc(s);Pc(s);;6372;;
L-NLCXCB-EM;FG;BOTO-WPM02R0-E;PM;1;Pc(s);Pc(s);;6373;;
L-NLCXCB-EM;FG;CAPA-PM02R0-E;PM;1;Pc(s);Pc(s);;6374;;
L-PGTC-MO;FG;BOTO-PSLTR0-MO;PM;1;Pc(s);Pc(s);0.02037037037037;6375;;
L-PGTC-MO;FG;CAPA-WPSLTR0-MO;PM;1;Pc(s);Pc(s);0.02037037037037;6376;;
L-PGTC-MO;FG;DUS-PLTCR2-MO;PM;1;Pc(s);Pc(s);0.02037037037037;6377;;
L-PGTC-MO;FG;IBOX-CR0-MO;PM;0.08333;Pc(s);Pc(s);0.02037037037037;6378;;
L-PGTC-MO;FG;KB-MOCC36R1-270CF;PM;0.00757;Pc(s);Pc(s);0.02037037037037;6379;;
L-PGTC-MO;FG;STIC-BTPLTCR0-MO;PM;1;Pc(s);Pc(s);0.02037037037037;6380;;
L-PPP02-MO5X1,7G;FG;CONT-LPMOL5R1-ASABS;PM;1;Pc(s);Pc(s);0.045454545454546;6381;;
L-PPP02-MO5X1,7G;FG;DUS-LCPMOI300-3151LG;PM;1;Pc(s);Pc(s);0.045454545454546;6382;;
L-PPP02-MO5X1,7G;FG;GODE-LPR1-MO;PM;5.25;Pc(s);Pc(s);0.045454545454546;6383;;
